UNITID,XSCUGRAD,SCUGRAD,XSCUGDGSK,SCUGDGSK,XSCUGNDGS,SCUGNDGS,XSCUGFFN,SCUGFFN,XSCUGFFP,SCUGFFP,XSCFA2,SCFA2,XSCFA2DG,SCFA2DG,XSCFA2ND,SCFA2ND,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFY2,SCFY2,XSCFY2DG,SCFY2DG,XSCFY2ND,SCFY2ND,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XUAGRNTN,UAGRNTN,XUAGRNTP,UAGRNTP,XUAGRNTT,UAGRNTT,XUAGRNTA,UAGRNTA,XUDGAGRNTN,UDGAGRNTN,XUDGAGRNTP,UDGAGRNTP,XUDGAGRNTT,UDGAGRNTT,XUDGAGRNTA,UDGAGRNTA,XUNDAGRNTN,UNDAGRNTN,XUNDAGRNTP,UNDAGRNTP,XUNDAGRNTT,UNDAGRNTT,XUNDAGRNTA,UNDAGRNTA,XUPGRNTN,UPGRNTN,XUPGRNTP,UPGRNTP,XUPGRNTT,UPGRNTT,XUPGRNTA,UPGRNTA,XUDGPGRNTN,UDGPGRNTN,XUDGPGRNTP,UDGPGRNTP,XUDGPGRNTT,UDGPGRNTT,XUDGPGRNTA,UDGPGRNTA,XUNDPGRNTN,UNDPGRNTN,XUNDPGRNTP,UNDPGRNTP,XUNDPGRNTT,UNDPGRNTT,XUNDPGRNTA,UNDPGRNTA,XUFLOANN,UFLOANN,XUFLOANP,UFLOANP,XUFLOANT,UFLOANT,XUFLOANA,UFLOANA,XUDGFLOANN,UDGFLOANN,XUDGFLOANP,UDGFLOANP,XUDGFLOANT,UDGFLOANT,XUDGFLOANA,UDGFLOANA,XUNDFLOANN,UNDFLOANN,XUNDFLOANP,UNDFLOANP,XUNDFLOANT,UNDFLOANT,XUNDFLOANA,UNDFLOANA,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XAIDFSIN,AIDFSIN,XAIDFSIP,AIDFSIP,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_T,AGRNT_T,XAGRNT_A,AGRNT_A,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_T,FGRNT_T,XFGRNT_A,FGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_T,PGRNT_T,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_T,OFGRT_T,XOFGRT_A,OFGRT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_T,SGRNT_T,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_T,IGRNT_T,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_T,LOAN_T,XLOAN_A,LOAN_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_T,FLOAN_T,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_T,OLOAN_T,XOLOAN_A,OLOAN_A,YEAR
228316,R,6579,R,3170,R,3409,R,718,R,11,R,6579.0,R,3170.0,R,3409.0,R,718.0,R,11.0,A,,A,,A,,A,,A,,R,2244,R,34,R,12433844,R,5541.0,R,2241,R,71,R,12426468,R,5545.0,R,3,R,0,R,7376,R,2459.0,R,2186,R,33,R,10727205,R,4907.0,R,2183,R,69,R,10720229,R,4911.0,R,3,R,0,R,6976,R,2325.0,R,151,R,2,R,849999,R,5629.0,R,151,R,5,R,849999,R,5629.0,R,0,R,0,R,0,A,,R,605.0,R,84.0,R,605.0,R,84.0,R,605.0,R,84.0,R,4341919.0,R,7177.0,R,597.0,R,83.0,R,3697084.0,R,6193.0,R,580.0,R,81.0,R,3511410.0,R,6054.0,R,202.0,R,28.0,R,185674.0,R,919.0,R,364.0,R,51.0,R,534750.0,R,1469.0,R,118.0,R,16.0,R,110085.0,R,933.0,R,26.0,R,4.0,R,128956.0,R,4960.0,R,26.0,R,4.0,R,128956.0,R,4960.0,R,0.0,R,0.0,R,0.0,A,,2024
228431,R,9555,R,8730,R,825,R,2042,R,21,R,9555.0,R,8730.0,R,825.0,R,2042.0,R,21.0,A,,A,,A,,A,,A,,R,6395,R,67,R,59728641,R,9340.0,R,6385,R,73,R,59684483,R,9348.0,R,10,R,1,R,44158,R,4416.0,R,3714,R,39,R,22830899,R,6147.0,R,3712,R,43,R,22367957,R,6026.0,R,2,R,0,R,462942,R,231471.0,R,3951,R,41,R,25804526,R,6531.0,R,3951,R,45,R,25804526,R,6531.0,R,0,R,0,R,0,A,,R,1858.0,R,91.0,R,1858.0,R,91.0,R,1693.0,R,83.0,R,18105212.0,R,10694.0,R,962.0,R,47.0,R,5993592.0,R,6230.0,R,958.0,R,47.0,R,5833448.0,R,6089.0,R,79.0,R,4.0,R,160144.0,R,2027.0,R,972.0,R,48.0,R,4461562.0,R,4590.0,R,1573.0,R,77.0,R,7650058.0,R,4863.0,R,961.0,R,47.0,R,6766326.0,R,7041.0,R,929.0,R,45.0,R,5065720.0,R,5453.0,R,113.0,R,6.0,R,1700606.0,R,15050.0,2024
228459,R,34547,R,34547,R,0,R,7668,R,22,R,34547.0,R,34547.0,R,0.0,R,7668.0,R,22.0,A,,A,,A,,A,,A,,R,20864,R,60,R,199024427,R,9539.0,R,20864,R,60,R,199024427,R,9539.0,R,0,Z,0,R,0,A,,R,12866,R,37,R,71521145,R,5559.0,R,12866,R,37,R,71521145,R,5559.0,R,0,Z,0,R,0,A,,R,14170,R,41,R,87400406,R,6168.0,R,14170,R,41,R,87400406,R,6168.0,R,0,Z,0,R,0,A,,R,6645.0,R,87.0,R,6511.0,R,85.0,R,5791.0,R,76.0,R,72712273.0,R,12556.0,R,3432.0,R,45.0,R,20342498.0,R,5927.0,R,3431.0,R,45.0,R,20152419.0,R,5874.0,R,100.0,R,1.0,R,190079.0,R,1901.0,R,4152.0,R,54.0,R,31134228.0,R,7499.0,R,3119.0,R,41.0,R,21235547.0,R,6808.0,R,3702.0,R,48.0,R,24785047.0,R,6695.0,R,3552.0,R,46.0,R,18468508.0,R,5199.0,R,442.0,R,6.0,R,6316539.0,R,14291.0,2024
228501,R,1441,R,1436,R,5,R,216,R,15,R,1441.0,R,1436.0,R,5.0,R,216.0,R,15.0,A,,A,,A,,A,,A,,R,1046,R,73,R,8555110,R,8179.0,R,1046,R,73,R,8555110,R,8179.0,R,0,R,0,R,0,A,,R,832,R,58,R,4519983,R,5433.0,R,832,R,58,R,4519983,R,5433.0,R,0,R,0,R,0,A,,R,584,R,41,R,3646541,R,6244.0,R,584,R,41,R,3646541,R,6244.0,R,0,R,0,R,0,A,,R,199.0,R,92.0,R,198.0,R,92.0,R,166.0,R,77.0,R,1789600.0,R,10781.0,R,134.0,R,62.0,R,785273.0,R,5860.0,R,134.0,R,62.0,R,743534.0,R,5549.0,R,29.0,R,13.0,R,41739.0,R,1439.0,R,117.0,R,54.0,R,493712.0,R,4220.0,R,154.0,R,71.0,R,510615.0,R,3316.0,R,114.0,R,53.0,R,592930.0,R,5201.0,R,109.0,R,50.0,R,474220.0,R,4351.0,R,10.0,R,5.0,R,118710.0,R,11871.0,2024
228529,R,13688,R,12263,R,1425,R,2655,R,19,R,13688.0,R,12263.0,R,1425.0,R,2655.0,R,19.0,A,,A,,A,,A,,A,,R,9304,R,68,R,76516838,R,8224.0,R,9304,R,76,R,76516838,R,8224.0,R,0,R,0,R,0,A,,R,4709,R,34,R,31785731,R,6750.0,R,4709,R,38,R,31785731,R,6750.0,R,0,R,0,R,0,A,,R,5481,R,40,R,49153615,R,8968.0,R,5481,R,45,R,49153615,R,8968.0,R,0,R,0,R,0,A,,R,2577.0,R,97.0,R,2560.0,R,96.0,R,2417.0,R,91.0,R,19164937.0,R,7929.0,R,1029.0,R,39.0,R,7082144.0,R,6883.0,R,1020.0,R,38.0,R,6865870.0,R,6731.0,R,438.0,R,16.0,R,216274.0,R,494.0,R,1301.0,R,49.0,R,5868166.0,R,4511.0,R,2256.0,R,85.0,R,6214627.0,R,2755.0,R,1341.0,R,51.0,R,13059214.0,R,9738.0,R,1265.0,R,48.0,R,9431204.0,R,7455.0,R,252.0,R,9.0,R,3628010.0,R,14397.0,2024
228547,R,41472,R,40214,R,1258,R,1935,R,5,R,41472.0,R,40214.0,R,1258.0,R,1935.0,R,5.0,A,,A,,A,,A,,A,,R,14372,R,35,R,81052078,R,5640.0,R,14007,R,35,R,78946622,R,5636.0,R,365,R,29,R,2105456,R,5768.0,R,11362,R,27,R,49899071,R,4392.0,R,11058,R,27,R,48611721,R,4396.0,R,304,R,24,R,1287350,R,4235.0,R,3070,R,7,R,15989791,R,5208.0,R,2988,R,7,R,15550400,R,5204.0,R,82,R,7,R,439391,R,5358.0,R,1295.0,R,67.0,R,1221.0,R,63.0,R,1190.0,R,61.0,R,8127960.0,R,6830.0,R,1132.0,R,59.0,R,5921143.0,R,5231.0,R,1000.0,R,52.0,R,5781459.0,R,5781.0,R,227.0,R,12.0,R,139684.0,R,615.0,R,345.0,R,18.0,R,1001978.0,R,2904.0,R,409.0,R,21.0,R,1204839.0,R,2946.0,R,100.0,R,5.0,R,465566.0,R,4656.0,R,99.0,R,5.0,R,462566.0,R,4672.0,R,1.0,R,0.0,R,3000.0,R,3000.0,2024
228608,R,4732,R,3213,R,1519,R,367,R,8,R,4732.0,R,3213.0,R,1519.0,R,367.0,R,8.0,A,,A,,A,,A,,A,,R,2893,R,61,R,12715523,R,4395.0,R,2884,R,90,R,12712523,R,4408.0,R,9,R,1,R,3000,R,333.0,R,1644,R,35,R,9757165,R,5935.0,R,1644,R,51,R,9757165,R,5935.0,R,0,R,0,R,0,A,,R,994,R,21,R,6613399,R,6653.0,R,994,R,31,R,6613399,R,6653.0,R,0,R,0,R,0,A,,R,340.0,R,93.0,R,229.0,R,62.0,R,229.0,R,62.0,R,1492627.0,R,6518.0,R,184.0,R,50.0,R,992531.0,R,5394.0,R,170.0,R,46.0,R,987781.0,R,5810.0,R,14.0,R,4.0,R,4750.0,R,339.0,R,60.0,R,16.0,R,144775.0,R,2413.0,R,106.0,R,29.0,R,355321.0,R,3352.0,R,112.0,R,31.0,R,524189.0,R,4680.0,R,112.0,R,31.0,R,524189.0,R,4680.0,R,0.0,R,0.0,R,0.0,A,,2024
228644,R,864,R,864,R,0,R,0,R,0,R,864.0,R,864.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,609,R,70,R,3570771,R,5863.0,R,609,R,70,R,3570771,R,5863.0,R,0,Z,0,R,0,A,,R,288,R,33,R,1460314,R,5071.0,R,288,R,33,R,1460314,R,5071.0,R,0,Z,0,R,0,A,,R,450,R,52,R,3516604,R,7815.0,R,450,R,52,R,3516604,R,7815.0,R,0,Z,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2024
228653,R,559,R,559,R,0,R,0,R,0,R,559.0,R,559.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,437,R,78,R,1491446,R,3413.0,R,437,R,78,R,1491446,R,3413.0,R,0,Z,0,R,0,A,,R,188,R,34,R,1016934,R,5409.0,R,188,R,34,R,1016934,R,5409.0,R,0,Z,0,R,0,A,,R,347,R,62,R,3128275,R,9015.0,R,347,R,62,R,3128275,R,9015.0,R,0,Z,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2024
228699,R,3882,R,1609,R,2273,R,244,R,6,R,3882.0,R,1609.0,R,2273.0,R,244.0,R,6.0,A,,A,,A,,A,,A,,R,1141,R,29,R,5834828,R,5114.0,R,1132,R,70,R,5805095,R,5128.0,R,9,R,0,R,29733,R,3304.0,R,1021,R,26,R,5038927,R,4935.0,R,1012,R,63,R,5011194,R,4952.0,R,9,R,0,R,27733,R,3081.0,R,285,R,7,R,1622405,R,5693.0,R,282,R,18,R,1610745,R,5712.0,R,3,R,0,R,11660,R,3887.0,R,200.0,R,82.0,R,194.0,R,80.0,R,191.0,R,78.0,R,1273523.0,R,6668.0,R,156.0,R,64.0,R,1025045.0,R,6571.0,R,156.0,R,64.0,R,1011045.0,R,6481.0,R,23.0,R,9.0,R,14000.0,R,609.0,R,26.0,R,11.0,R,76920.0,R,2958.0,R,73.0,R,30.0,R,171558.0,R,2350.0,R,24.0,R,10.0,R,126354.0,R,5265.0,R,24.0,R,10.0,R,126354.0,R,5265.0,R,0.0,R,0.0,R,0.0,A,,2024
228705,R,5187,R,4622,R,565,R,1173,R,23,R,5187.0,R,4622.0,R,565.0,R,1173.0,R,23.0,A,,A,,A,,A,,A,,R,3822,R,74,R,39132285,R,10239.0,R,3817,R,83,R,39124794,R,10250.0,R,5,R,1,R,7491,R,1498.0,R,2735,R,53,R,16279196,R,5952.0,R,2735,R,59,R,16279196,R,5952.0,R,0,R,0,R,0,A,,R,1975,R,38,R,13546798,R,6859.0,R,1975,R,43,R,13546798,R,6859.0,R,0,R,0,R,0,A,,R,1126.0,R,96.0,C,1126.0,C,96.0,C,1126.0,C,96.0,R,12569453.0,C,11163.0,R,788.0,R,67.0,R,5164822.0,R,6554.0,R,788.0,R,67.0,R,4869322.0,R,6179.0,R,249.0,R,21.0,R,295500.0,R,1187.0,R,828.0,R,71.0,R,4039704.0,R,4879.0,R,903.0,R,77.0,R,3364927.0,R,3726.0,R,542.0,R,46.0,R,3321347.0,R,6128.0,R,535.0,R,46.0,R,3161208.0,R,5909.0,R,21.0,R,2.0,R,160139.0,R,7626.0,2024
228723,R,59933,R,59099,R,834,R,12055,R,20,R,59933.0,R,59099.0,R,834.0,R,12055.0,R,20.0,A,,A,,A,,A,,A,,R,33750,R,56,R,392880491,R,11641.0,R,33657,R,57,R,392043263,R,11648.0,R,93,R,11,R,837228,R,9002.0,R,11769,R,20,R,66581763,R,5657.0,R,11738,R,20,R,66455147,R,5662.0,R,31,R,4,R,126616,R,4084.0,R,15374,R,26,R,92338322,R,6006.0,R,15356,R,26,R,92232017,R,6006.0,R,18,R,2,R,106305,R,5906.0,R,8939.0,R,74.0,R,7767.0,R,64.0,R,6735.0,R,56.0,R,84728561.0,R,12580.0,R,2659.0,R,22.0,R,16604888.0,R,6245.0,R,2635.0,R,22.0,R,15756924.0,R,5980.0,R,976.0,R,8.0,R,847964.0,R,869.0,R,2668.0,R,22.0,R,16907745.0,R,6337.0,R,6449.0,R,53.0,R,51215928.0,R,7942.0,R,3433.0,R,28.0,R,29812729.0,R,8684.0,R,3237.0,R,27.0,R,16149561.0,R,4989.0,R,736.0,R,6.0,R,13663168.0,R,18564.0,2024
228769,R,31112,R,30834,R,278,R,4706,R,15,R,31112.0,R,30834.0,R,278.0,R,4706.0,R,15.0,A,,A,,A,,A,,A,,R,20531,R,66,R,201310829,R,9805.0,R,20526,R,67,R,201301664,R,9807.0,R,5,R,2,R,9165,R,1833.0,R,13161,R,42,R,72112696,R,5479.0,R,13161,R,43,R,72112696,R,5479.0,R,0,R,0,R,0,A,,R,9706,R,31,R,64357105,R,6631.0,R,9706,R,31,R,64357105,R,6631.0,R,0,R,0,R,0,A,,R,4326.0,R,92.0,R,4272.0,R,91.0,R,4158.0,R,88.0,R,50422313.0,R,12127.0,R,2616.0,R,56.0,R,15831026.0,R,6052.0,R,2614.0,R,56.0,R,14901092.0,R,5700.0,R,637.0,R,14.0,R,929934.0,R,1460.0,R,2078.0,R,44.0,R,13697017.0,R,6591.0,R,3540.0,R,75.0,R,20894270.0,R,5902.0,R,1320.0,R,28.0,R,7497502.0,R,5680.0,R,1289.0,R,27.0,R,6272773.0,R,4866.0,R,94.0,R,2.0,R,1224729.0,R,13029.0,2024
228778,R,42444,R,42100,R,344,R,9230,R,22,R,42444.0,R,42100.0,R,344.0,R,9230.0,R,22.0,A,,A,,A,,A,,A,,R,21093,R,50,R,264684846,R,12548.0,R,21013,R,50,R,264211081,R,12574.0,R,80,R,23,R,473765,R,5922.0,R,10970,R,26,R,62665220,R,5712.0,R,10969,R,26,R,62661175,R,5713.0,R,1,R,0,R,4045,R,4045.0,R,11576,R,27,R,70005182,R,6047.0,R,11552,R,27,R,69836655,R,6045.0,R,24,R,7,R,168527,R,7022.0,R,6045.0,R,65.0,R,4790.0,R,52.0,R,3892.0,R,42.0,R,53247860.0,R,13681.0,R,2365.0,R,26.0,R,14246730.0,R,6024.0,R,2365.0,R,26.0,R,14196652.0,R,6003.0,R,30.0,R,0.0,R,50078.0,R,1669.0,R,2724.0,R,30.0,R,19807486.0,R,7271.0,R,3418.0,R,37.0,R,19193644.0,R,5615.0,R,2502.0,R,27.0,R,15176616.0,R,6066.0,R,2462.0,R,27.0,R,12352455.0,R,5017.0,R,160.0,R,2.0,R,2824161.0,R,17651.0,2024
228787,R,21404,R,21319,R,85,R,4001,R,19,R,21404.0,R,21319.0,R,85.0,R,4001.0,R,19.0,A,,A,,A,,A,,A,,R,13306,R,62,R,167998284,R,12626.0,R,13305,R,62,R,167996384,R,12627.0,R,1,R,1,R,1900,R,1900.0,R,6415,R,30,R,34528263,R,5382.0,R,6415,R,30,R,34528263,R,5382.0,R,0,R,0,R,0,A,,R,7080,R,33,R,55035418,R,7773.0,R,7079,R,33,R,55029918,R,7774.0,R,1,R,1,R,5500,R,5500.0,R,2966.0,R,74.0,R,2931.0,R,73.0,R,2573.0,R,64.0,R,38360854.0,R,14909.0,R,1080.0,R,27.0,R,6529510.0,R,6046.0,R,1080.0,R,27.0,R,6345751.0,R,5876.0,R,485.0,R,12.0,R,183759.0,R,379.0,R,1314.0,R,33.0,R,11132135.0,R,8472.0,R,2467.0,R,62.0,R,20699209.0,R,8390.0,R,1170.0,R,29.0,R,8875064.0,R,7586.0,R,1140.0,R,28.0,R,5744379.0,R,5039.0,R,182.0,R,5.0,R,3130685.0,R,17202.0,2024
228796,R,20609,R,20547,R,62,R,3125,R,15,R,20609.0,R,20547.0,R,62.0,R,3125.0,R,15.0,A,,A,,A,,A,,A,,R,15004,R,73,R,132440699,R,8827.0,R,14997,R,73,R,132412956,R,8829.0,R,7,R,11,R,27743,R,3963.0,R,12697,R,62,R,72932641,R,5744.0,R,12691,R,62,R,72913692,R,5745.0,R,6,R,10,R,18949,R,3158.0,R,5513,R,27,R,36507962,R,6622.0,R,5512,R,27,R,36496862,R,6621.0,R,1,R,2,R,11100,R,11100.0,R,2765.0,R,88.0,R,2764.0,R,88.0,R,2571.0,R,82.0,R,27176959.0,R,10571.0,R,2176.0,R,70.0,R,13725645.0,R,6308.0,R,2176.0,R,70.0,R,13649351.0,R,6273.0,R,78.0,R,2.0,R,76294.0,R,978.0,R,2142.0,R,69.0,R,10793306.0,R,5039.0,R,957.0,R,31.0,R,2658008.0,R,2777.0,R,534.0,R,17.0,R,2671620.0,R,5003.0,R,529.0,R,17.0,R,2517403.0,R,4759.0,R,17.0,R,1.0,R,154217.0,R,9072.0,2024
228802,R,7287,R,7009,R,278,R,1098,R,15,R,7287.0,R,7009.0,R,278.0,R,1098.0,R,15.0,A,,A,,A,,A,,A,,R,4961,R,68,R,44022571,R,8874.0,R,4960,R,71,R,44019463,R,8875.0,R,1,R,0,R,3108,R,3108.0,R,2896,R,40,R,16752304,R,5785.0,R,2896,R,41,R,16752304,R,5785.0,R,0,R,0,R,0,A,,R,2331,R,32,R,16056918,R,6888.0,R,2331,R,33,R,16056918,R,6888.0,R,0,R,0,R,0,A,,R,992.0,R,90.0,R,969.0,R,88.0,R,903.0,R,82.0,R,9879789.0,R,10941.0,R,518.0,R,47.0,R,3318686.0,R,6407.0,R,517.0,R,47.0,R,3185624.0,R,6162.0,R,63.0,R,6.0,R,133062.0,R,2112.0,R,378.0,R,34.0,R,2224993.0,R,5886.0,R,722.0,R,66.0,R,4336110.0,R,6006.0,R,312.0,R,28.0,R,1944844.0,R,6233.0,R,295.0,R,27.0,R,1529355.0,R,5184.0,R,29.0,R,3.0,R,415489.0,R,14327.0,2024
228909,R,17,R,17,R,0,R,0,R,0,R,17.0,R,17.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,12,R,71,R,93531,R,7794.0,R,12,R,71,R,93531,R,7794.0,R,0,Z,0,R,0,A,,R,2,R,12,R,10617,R,5309.0,R,2,R,12,R,10617,R,5309.0,R,0,Z,0,R,0,A,,R,9,R,53,R,90060,R,10007.0,R,9,R,53,R,90060,R,10007.0,R,0,Z,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2024
229018,R,4583,R,4053,R,530,R,626,R,14,R,4583.0,R,4053.0,R,530.0,R,626.0,R,14.0,A,,A,,A,,A,,A,,R,2974,R,65,R,25138355,R,8453.0,R,2971,R,73,R,25126654,R,8457.0,R,3,R,1,R,11701,R,3900.0,R,1773,R,39,R,9308676,R,5250.0,R,1773,R,44,R,9308676,R,5250.0,R,0,R,0,R,0,A,,R,1330,R,29,R,1114144,R,838.0,R,1330,R,33,R,1114144,R,838.0,R,0,R,0,R,0,A,,R,613.0,R,98.0,R,612.0,R,98.0,R,605.0,R,97.0,R,5607697.0,R,9269.0,R,317.0,R,51.0,R,1580743.0,R,4987.0,R,307.0,R,49.0,R,1566518.0,R,5103.0,R,11.0,R,2.0,R,14225.0,R,1293.0,R,324.0,R,52.0,R,1818756.0,R,5613.0,R,562.0,R,90.0,R,2208198.0,R,3929.0,R,140.0,R,22.0,R,779177.0,R,5566.0,R,139.0,R,22.0,R,695231.0,R,5002.0,R,7.0,R,1.0,R,83946.0,R,11992.0,2024
229027,R,30310,R,29675,R,635,R,4872,R,16,R,30310.0,R,29675.0,R,635.0,R,4872.0,R,16.0,A,,A,,A,,A,,A,,R,21387,R,71,R,189553941,R,8863.0,R,21006,R,71,R,188237755,R,8961.0,R,381,R,60,R,1316186,R,3455.0,R,13355,R,44,R,70465645,R,5276.0,R,13354,R,45,R,70458250,R,5276.0,R,1,R,0,R,7395,R,7395.0,R,11930,R,39,R,77866015,R,6527.0,R,11868,R,40,R,77327268,R,6516.0,R,62,R,10,R,538747,R,8689.0,R,4203.0,R,86.0,R,4000.0,R,82.0,R,3706.0,R,76.0,R,41996906.0,R,11332.0,R,2634.0,R,54.0,R,15930092.0,R,6048.0,R,2634.0,R,54.0,R,15631397.0,R,5934.0,R,157.0,R,3.0,R,298695.0,R,1903.0,R,1895.0,R,39.0,R,9291157.0,R,4903.0,R,3095.0,R,64.0,R,16775657.0,R,5420.0,R,1801.0,R,37.0,R,9229048.0,R,5124.0,R,1801.0,R,37.0,R,8892603.0,R,4938.0,R,26.0,R,1.0,R,336445.0,R,12940.0,2024
229063,R,6619,R,6619,R,0,R,1536,R,23,R,6619.0,R,6619.0,R,0.0,R,1536.0,R,23.0,A,,A,,A,,A,,A,,R,5740,R,87,R,47028172,R,8193.0,R,5740,R,87,R,47028172,R,8193.0,R,0,Z,0,R,0,A,,R,4783,R,72,R,27751942,R,5802.0,R,4783,R,72,R,27751942,R,5802.0,R,0,Z,0,R,0,A,,R,4464,R,67,R,30482273,R,6828.0,R,4464,R,67,R,30482273,R,6828.0,R,0,Z,0,R,0,A,,R,1488.0,R,97.0,R,1488.0,R,97.0,R,1458.0,R,95.0,R,14321889.0,R,9823.0,R,1224.0,R,80.0,R,7883736.0,R,6441.0,R,1224.0,R,80.0,R,7628881.0,R,6233.0,R,189.0,R,12.0,R,254855.0,R,1348.0,R,1164.0,R,76.0,R,3931889.0,R,3378.0,R,1066.0,R,69.0,R,2506264.0,R,2351.0,R,1097.0,R,71.0,R,7321470.0,R,6674.0,R,1089.0,R,71.0,R,6687874.0,R,6141.0,R,43.0,R,3.0,R,633596.0,R,14735.0,2024
229115,R,32635,R,32446,R,189,R,7120,R,22,R,32635.0,R,32446.0,R,189.0,R,7120.0,R,22.0,A,,A,,A,,A,,A,,R,22737,R,70,R,233360182,R,10263.0,R,22614,R,70,R,232794267,R,10294.0,R,123,R,65,R,565915,R,4601.0,R,9057,R,28,R,53010476,R,5853.0,R,9057,R,28,R,53010476,R,5853.0,R,0,R,0,R,0,A,,R,13410,R,41,R,85162035,R,6351.0,R,13410,R,41,R,85162035,R,6351.0,R,0,R,0,R,0,A,,R,6394.0,R,90.0,R,6233.0,R,88.0,R,5637.0,R,79.0,R,59157415.0,R,10494.0,R,2228.0,R,31.0,R,13385528.0,R,6008.0,R,2227.0,R,31.0,R,13029758.0,R,5851.0,R,197.0,R,3.0,R,355770.0,R,1806.0,R,1524.0,R,21.0,R,7340703.0,R,4817.0,R,5376.0,R,76.0,R,38431184.0,R,7149.0,R,2989.0,R,42.0,R,25599795.0,R,8565.0,R,2834.0,R,40.0,R,14902609.0,R,5259.0,R,705.0,R,10.0,R,10697186.0,R,15173.0,2024
229179,R,10274,R,8794,R,1480,R,1440,R,14,R,10274.0,R,8794.0,R,1480.0,R,1440.0,R,14.0,A,,A,,A,,A,,A,,R,6691,R,65,R,58894807,R,8802.0,R,6691,R,76,R,58894807,R,8802.0,R,0,R,0,R,0,A,,R,4316,R,42,R,24067565,R,5576.0,R,4316,R,49,R,24067565,R,5576.0,R,0,R,0,R,0,A,,R,3900,R,38,R,25951061,R,6654.0,R,3900,R,44,R,25951061,R,6654.0,R,0,R,0,R,0,A,,R,1356.0,R,94.0,R,1345.0,R,93.0,R,1267.0,R,88.0,R,13061622.0,R,10309.0,R,866.0,R,60.0,R,4974111.0,R,5744.0,R,866.0,R,60.0,R,4948840.0,R,5715.0,R,31.0,R,2.0,R,25271.0,R,815.0,R,656.0,R,46.0,R,3344664.0,R,5099.0,R,995.0,R,69.0,R,4742847.0,R,4767.0,R,733.0,R,51.0,R,4554309.0,R,6213.0,R,721.0,R,50.0,R,3778336.0,R,5240.0,R,62.0,R,4.0,R,775973.0,R,12516.0,2024
229300,R,460,R,460,R,0,R,0,R,0,R,460.0,R,460.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,377,R,82,R,2670027,R,7082.0,R,377,R,82,R,2670027,R,7082.0,R,0,Z,0,R,0,A,,R,234,R,51,R,1328612,R,5678.0,R,234,R,51,R,1328612,R,5678.0,R,0,Z,0,R,0,A,,R,329,R,72,R,2597268,R,7894.0,R,329,R,72,R,2597268,R,7894.0,R,0,Z,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2024
