UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR ,YEAR
223922,R,343.0,R,1062.0,R,32.0,R,204.0,R,0.0,R,0.0,R,204.0,R,107.0,R,52.0,R,470.0,R,0.0,R,0.0,R,470.0,R,232.0,R,49.0,R,19.0,2020
224110,R,425.0,R,2808.0,R,15.0,R,687.0,R,0.0,R,0.0,R,687.0,R,387.0,R,56.0,R,721.0,R,0.0,R,0.0,R,721.0,R,320.0,R,44.0,R,18.0,2020
224147,R,1448.0,R,2269.0,R,64.0,R,1744.0,R,0.0,R,0.0,R,1744.0,R,1001.0,R,57.0,R,171.0,R,0.0,R,0.0,R,171.0,R,82.0,R,48.0,R,20.0,2020
224350,R,234.0,R,1088.0,R,22.0,R,505.0,R,0.0,R,0.0,R,505.0,R,254.0,R,50.0,R,651.0,R,0.0,R,0.0,R,651.0,R,283.0,R,43.0,R,14.0,2020
224545,R,274.0,R,577.0,R,47.0,R,207.0,R,0.0,R,0.0,R,207.0,R,133.0,R,64.0,R,5.0,R,0.0,R,0.0,R,5.0,R,3.0,R,60.0,R,14.0,2020
224554,R,697.0,R,2045.0,R,34.0,R,949.0,R,0.0,R,0.0,R,949.0,R,547.0,R,58.0,R,20.0,R,0.0,R,0.0,R,20.0,R,6.0,R,30.0,R,21.0,2020
224615,R,3573.0,R,19168.0,R,19.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,27.0,2020
224642,R,2138.0,R,3893.0,R,55.0,R,2915.0,R,1.0,R,0.0,R,2914.0,R,1211.0,R,42.0,R,1796.0,R,0.0,R,0.0,R,1796.0,R,800.0,R,45.0,R,22.0,2020
224891,R,209.0,R,380.0,R,55.0,R,159.0,R,0.0,R,0.0,R,159.0,R,98.0,R,62.0,R,29.0,R,0.0,R,0.0,R,29.0,R,14.0,R,48.0,R,18.0,2020
224961,R,172.0,R,458.0,R,38.0,R,0.0,R,0.0,Z,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,14.0,2020
225070,R,324.0,R,1042.0,R,31.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,Z,0.0,Z,0.0,R,0.0,R,0.0,A,,R,21.0,2020
225308,R,373.0,R,1579.0,R,24.0,R,775.0,Z,0.0,R,0.0,R,775.0,R,374.0,R,48.0,R,2528.0,Z,0.0,R,0.0,R,2528.0,R,1260.0,R,50.0,R,15.0,2020
225371,R,409.0,R,2248.0,R,18.0,R,538.0,R,0.0,R,0.0,R,538.0,R,295.0,R,55.0,R,119.0,R,0.0,R,0.0,R,119.0,R,41.0,R,34.0,R,18.0,2020
225414,R,282.0,R,1492.0,R,19.0,R,265.0,R,0.0,R,0.0,R,265.0,R,204.0,R,77.0,R,71.0,R,0.0,R,0.0,R,71.0,R,42.0,R,59.0,R,17.0,2020
225423,R,3255.0,R,9284.0,R,35.0,R,4167.0,R,0.0,R,0.0,R,4167.0,R,2538.0,R,61.0,R,4175.0,R,0.0,R,0.0,R,4175.0,R,1646.0,R,39.0,R,18.0,2020
225432,R,975.0,R,4128.0,R,24.0,R,1234.0,R,0.0,R,0.0,R,1234.0,R,831.0,R,67.0,R,233.0,R,0.0,R,0.0,R,233.0,R,129.0,R,55.0,R,20.0,2020
225502,R,240.0,R,1017.0,R,24.0,R,300.0,R,0.0,R,0.0,R,300.0,R,197.0,R,66.0,R,59.0,R,0.0,R,0.0,R,59.0,R,38.0,R,64.0,R,20.0,2020
225511,R,4717.0,R,10033.0,R,47.0,R,5382.0,R,0.0,R,0.0,R,5382.0,R,4626.0,R,86.0,R,298.0,R,0.0,R,0.0,R,298.0,R,204.0,R,68.0,R,23.0,2020
225520,R,330.0,R,1544.0,R,21.0,R,366.0,R,0.0,R,0.0,R,366.0,R,214.0,R,58.0,R,125.0,R,0.0,R,0.0,R,125.0,R,56.0,R,45.0,R,20.0,2020
226019,R,708.0,R,2218.0,R,32.0,R,846.0,R,0.0,R,0.0,R,846.0,R,537.0,R,63.0,R,204.0,R,0.0,R,0.0,R,204.0,R,75.0,R,37.0,R,18.0,2020
226091,R,1203.0,R,2363.0,R,51.0,R,1192.0,R,0.0,R,0.0,R,1192.0,R,820.0,R,69.0,R,99.0,R,0.0,R,0.0,R,99.0,R,56.0,R,57.0,R,19.0,2020
226107,R,275.0,R,1081.0,R,25.0,R,298.0,R,0.0,R,0.0,R,298.0,R,158.0,R,53.0,R,70.0,R,0.0,R,0.0,R,70.0,R,21.0,R,30.0,R,24.0,2020
226116,R,220.0,R,530.0,R,42.0,R,352.0,R,0.0,R,0.0,R,352.0,R,210.0,R,60.0,R,149.0,R,0.0,R,0.0,R,149.0,R,65.0,R,44.0,R,19.0,2020
226134,R,828.0,R,1300.0,R,64.0,Z,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,A,,Z,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,29.0,2020
226152,R,1228.0,R,1946.0,R,63.0,R,1359.0,R,0.0,R,0.0,R,1359.0,R,1009.0,R,74.0,R,18.0,R,0.0,R,0.0,R,18.0,R,9.0,R,50.0,R,24.0,2020
226204,R,503.0,R,1282.0,R,39.0,R,345.0,R,0.0,R,0.0,R,345.0,R,257.0,R,74.0,R,875.0,Z,0.0,Z,0.0,R,875.0,R,478.0,R,55.0,R,15.0,2020
226408,R,344.0,R,1508.0,R,23.0,R,252.0,R,0.0,R,0.0,R,252.0,R,161.0,R,64.0,R,375.0,R,0.0,R,0.0,R,375.0,R,196.0,R,52.0,R,16.0,2020
226578,R,564.0,R,1396.0,R,40.0,R,815.0,R,0.0,R,0.0,R,815.0,R,473.0,R,58.0,R,618.0,R,0.0,R,0.0,R,618.0,R,274.0,R,44.0,R,14.0,2020
226806,R,388.0,R,850.0,R,46.0,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,13.0,2020
226833,R,745.0,R,1366.0,R,55.0,R,859.0,Z,0.0,Z,0.0,R,859.0,R,566.0,R,66.0,R,7.0,Z,0.0,Z,0.0,R,7.0,R,4.0,R,57.0,R,17.0,2020
227146,R,829.0,R,1326.0,R,63.0,R,968.0,R,0.0,R,0.0,R,968.0,R,516.0,R,53.0,R,228.0,R,0.0,R,0.0,R,228.0,R,112.0,R,49.0,R,22.0,2020
227182,R,6209.0,R,22633.0,R,27.0,R,6919.0,Z,0.0,Z,0.0,R,6919.0,R,3337.0,R,48.0,R,5377.0,Z,0.0,Z,0.0,R,5377.0,R,2822.0,R,52.0,R,21.0,2020
227216,R,5121.0,R,9470.0,R,54.0,R,5308.0,R,3.0,R,0.0,R,5305.0,R,4522.0,R,85.0,R,100.0,R,0.0,R,0.0,R,100.0,R,63.0,R,63.0,R,26.0,2020
227225,R,375.0,R,611.0,R,61.0,R,437.0,R,0.0,R,0.0,R,437.0,R,250.0,R,57.0,R,96.0,R,0.0,R,0.0,R,96.0,R,33.0,R,34.0,R,16.0,2020
227304,R,492.0,R,2959.0,R,17.0,R,493.0,R,0.0,R,0.0,R,493.0,R,296.0,R,60.0,R,566.0,R,0.0,R,0.0,R,566.0,R,207.0,R,37.0,R,21.0,2020
227368,R,4851.0,R,6995.0,R,69.0,R,4477.0,R,0.0,R,0.0,R,4477.0,R,3615.0,R,81.0,R,316.0,R,0.0,R,0.0,R,316.0,R,199.0,R,63.0,R,21.0,2020
227377,R,683.0,R,3428.0,R,20.0,R,801.0,Z,0.0,R,0.0,R,801.0,R,451.0,R,56.0,R,631.0,Z,0.0,R,0.0,R,631.0,R,331.0,R,52.0,R,20.0,2020
227386,R,286.0,R,920.0,R,31.0,R,293.0,R,0.0,R,0.0,R,293.0,R,160.0,R,55.0,R,51.0,R,0.0,R,0.0,R,51.0,R,23.0,R,45.0,R,14.0,2020
227401,R,557.0,R,1832.0,R,30.0,R,637.0,R,0.0,R,0.0,R,637.0,R,392.0,R,62.0,R,178.0,R,0.0,R,0.0,R,178.0,R,68.0,R,38.0,R,25.0,2020
227526,R,1807.0,R,2344.0,R,77.0,R,1687.0,R,0.0,R,0.0,R,1687.0,R,1250.0,R,74.0,R,40.0,R,0.0,R,0.0,R,40.0,R,5.0,R,13.0,R,17.0,2020
227687,R,296.0,R,908.0,R,33.0,R,260.0,Z,0.0,Z,0.0,R,260.0,R,148.0,R,57.0,R,401.0,Z,0.0,Z,0.0,R,401.0,R,223.0,R,56.0,R,19.0,2020
227854,R,362.0,R,1907.0,R,19.0,R,539.0,Z,0.0,Z,0.0,R,539.0,R,295.0,R,55.0,R,765.0,Z,0.0,Z,0.0,R,765.0,R,259.0,R,34.0,R,18.0,2020
227881,R,2706.0,R,5171.0,R,52.0,R,2858.0,R,0.0,R,0.0,R,2858.0,R,2255.0,R,79.0,R,70.0,R,0.0,R,0.0,R,70.0,R,44.0,R,63.0,R,21.0,2020
227924,R,1118.0,R,4283.0,R,26.0,R,1549.0,Z,0.0,Z,0.0,R,1549.0,R,874.0,R,56.0,R,1751.0,Z,0.0,Z,0.0,R,1751.0,R,588.0,R,34.0,R,24.0,2020
227979,R,3147.0,R,6612.0,R,48.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,23.0,2020
228158,R,1020.0,R,2925.0,R,35.0,R,1253.0,Z,0.0,Z,0.0,R,1253.0,R,503.0,R,40.0,R,582.0,Z,0.0,Z,0.0,R,582.0,R,104.0,R,18.0,R,16.0,2020
228316,R,529.0,R,2257.0,R,23.0,R,568.0,R,0.0,R,0.0,R,568.0,R,398.0,R,70.0,R,427.0,R,0.0,R,0.0,R,427.0,R,236.0,R,55.0,R,20.0,2020
228431,R,1722.0,R,3161.0,R,54.0,R,2043.0,R,0.0,R,0.0,R,2043.0,R,1572.0,R,77.0,R,19.0,R,0.0,R,0.0,R,19.0,R,10.0,R,53.0,R,16.0,2020
228459,R,5410.0,R,8894.0,R,61.0,R,6116.0,R,6.0,R,0.0,R,6110.0,R,4693.0,R,77.0,R,246.0,R,0.0,R,0.0,R,246.0,R,137.0,R,56.0,R,22.0,2020
228501,R,240.0,R,473.0,R,51.0,R,271.0,R,0.0,R,0.0,R,271.0,R,140.0,R,52.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,11.0,2020
228529,R,2176.0,R,3638.0,R,60.0,R,1981.0,R,0.0,R,0.0,R,1981.0,R,1367.0,R,69.0,R,91.0,R,0.0,R,0.0,R,91.0,R,59.0,R,65.0,R,21.0,2020
228547,R,2172.0,R,5928.0,R,37.0,R,3947.0,Z,0.0,Z,0.0,R,3947.0,R,2493.0,R,63.0,R,3857.0,Z,0.0,Z,0.0,R,3857.0,R,1810.0,R,47.0,R,18.0,2020
228608,R,394.0,R,881.0,R,45.0,R,356.0,Z,0.0,Z,0.0,R,356.0,R,221.0,R,62.0,R,319.0,Z,0.0,Z,0.0,R,319.0,R,133.0,R,42.0,R,20.0,2020
228644,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,6.0,2020
228653,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,10.0,2020
228699,R,280.0,R,517.0,R,54.0,R,361.0,R,0.0,R,0.0,R,361.0,R,180.0,R,50.0,R,155.0,R,0.0,R,0.0,R,155.0,R,67.0,R,43.0,R,18.0,2020
228705,R,1006.0,R,1608.0,R,63.0,R,962.0,R,0.0,R,0.0,R,962.0,R,694.0,R,72.0,R,25.0,R,0.0,R,0.0,R,25.0,R,14.0,R,56.0,R,17.0,2020
228723,R,10039.0,R,15160.0,R,66.0,R,9618.0,Z,0.0,Z,0.0,R,9618.0,R,9078.0,R,94.0,R,995.0,Z,0.0,Z,0.0,R,995.0,R,926.0,R,93.0,R,19.0,2020
228769,R,3707.0,R,9251.0,R,40.0,R,3596.0,R,0.0,R,0.0,R,3596.0,R,2719.0,R,76.0,R,111.0,R,0.0,R,0.0,R,111.0,R,71.0,R,64.0,R,24.0,2020
228778,R,8318.0,R,10198.0,R,82.0,R,8007.0,R,0.0,R,0.0,R,8007.0,R,7739.0,R,97.0,R,163.0,R,0.0,R,0.0,R,163.0,R,153.0,R,94.0,R,17.0,2020
228787,R,3328.0,R,5545.0,R,60.0,R,3997.0,R,0.0,R,0.0,R,3997.0,R,3603.0,R,90.0,R,76.0,R,0.0,R,0.0,R,76.0,R,58.0,R,76.0,R,25.0,2020
228796,R,2942.0,R,4907.0,R,60.0,R,3067.0,R,0.0,R,0.0,R,3067.0,R,2368.0,R,77.0,R,549.0,R,0.0,R,0.0,R,549.0,R,314.0,R,57.0,R,21.0,2020
228802,R,1025.0,R,2406.0,R,43.0,R,822.0,R,0.0,R,0.0,R,822.0,R,530.0,R,64.0,R,21.0,R,0.0,R,0.0,R,21.0,R,14.0,R,67.0,R,19.0,2020
229018,R,505.0,R,991.0,R,51.0,R,355.0,R,0.0,R,0.0,R,355.0,R,230.0,R,65.0,R,47.0,R,0.0,R,0.0,R,47.0,R,28.0,R,60.0,R,17.0,2020
229027,R,4504.0,R,8958.0,R,50.0,R,4343.0,R,1.0,Z,0.0,R,4342.0,R,3367.0,R,78.0,R,256.0,R,0.0,Z,0.0,R,256.0,R,172.0,R,67.0,R,27.0,2020
229063,R,638.0,R,1052.0,R,61.0,R,1370.0,R,0.0,R,0.0,R,1370.0,R,694.0,R,51.0,R,105.0,R,0.0,R,0.0,R,105.0,R,14.0,R,13.0,R,14.0,2020
229115,R,6366.0,R,9996.0,R,64.0,R,6048.0,R,1.0,R,0.0,R,6047.0,R,5290.0,R,87.0,R,97.0,R,0.0,R,0.0,R,97.0,R,65.0,R,67.0,R,19.0,2020
229179,R,1090.0,R,3281.0,R,33.0,R,1277.0,R,0.0,R,0.0,R,1277.0,R,988.0,R,77.0,R,24.0,R,0.0,R,0.0,R,24.0,R,15.0,R,63.0,R,19.0,2020
229300,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,5.0,2020
229337,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,7.0,2020
229355,R,2315.0,R,4584.0,R,51.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,18.0,2020
229504,R,238.0,R,524.0,R,45.0,R,276.0,Z,0.0,Z,0.0,R,276.0,R,103.0,R,37.0,R,132.0,Z,0.0,Z,0.0,R,132.0,R,50.0,R,38.0,R,15.0,2020
229540,R,315.0,R,1014.0,R,31.0,R,417.0,Z,0.0,Z,0.0,R,417.0,R,258.0,R,62.0,R,296.0,Z,0.0,Z,0.0,R,296.0,R,130.0,R,44.0,R,14.0,2020
229799,R,484.0,R,2061.0,R,23.0,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,16.0,2020
229814,R,1216.0,R,2278.0,R,53.0,R,1216.0,R,0.0,R,0.0,R,1216.0,R,997.0,R,82.0,R,36.0,R,0.0,R,0.0,R,36.0,R,16.0,R,44.0,R,15.0,2020
229832,R,178.0,R,469.0,R,38.0,R,240.0,Z,0.0,Z,0.0,R,240.0,R,152.0,R,63.0,R,38.0,Z,0.0,Z,0.0,R,38.0,R,20.0,R,53.0,R,20.0,2020
229841,R,984.0,R,2023.0,R,49.0,R,1373.0,Z,0.0,Z,0.0,R,1373.0,R,902.0,R,66.0,R,371.0,Z,0.0,Z,0.0,R,371.0,R,155.0,R,42.0,R,17.0,2020
246354,R,742.0,R,2503.0,R,30.0,R,948.0,Z,0.0,Z,0.0,R,948.0,R,507.0,R,53.0,R,820.0,Z,0.0,Z,0.0,R,820.0,R,248.0,R,30.0,R,31.0,2020
247834,R,3295.0,R,13527.0,R,24.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,23.0,2020
382911,R,5.0,R,9.0,R,56.0,R,10.0,R,0.0,R,0.0,R,10.0,R,7.0,R,70.0,A,,A,,A,,A,,A,,A,,R,7.0,2020
409315,R,1770.0,R,6834.0,R,26.0,R,42.0,R,0.0,R,0.0,R,42.0,R,23.0,R,55.0,R,34.0,R,0.0,R,0.0,R,34.0,R,18.0,R,53.0,R,22.0,2020
416801,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,11.0,2020
420398,R,1273.0,R,3665.0,R,35.0,R,1897.0,Z,0.0,Z,0.0,R,1897.0,R,1170.0,R,62.0,R,1354.0,Z,0.0,Z,0.0,R,1354.0,R,599.0,R,44.0,R,31.0,2020
441760,R,475.0,R,1857.0,R,26.0,R,570.0,R,1.0,R,0.0,R,569.0,R,347.0,R,61.0,R,178.0,R,0.0,R,0.0,R,178.0,R,82.0,R,46.0,R,21.0,2020
459949,R,592.0,R,1705.0,R,35.0,R,664.0,R,2.0,R,0.0,R,662.0,R,447.0,R,68.0,R,41.0,R,0.0,R,0.0,R,41.0,R,22.0,R,54.0,R,18.0,2020
483036,R,17.0,R,474.0,R,4.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,16.0,2020
484905,R,327.0,R,985.0,R,33.0,R,390.0,R,0.0,R,0.0,R,390.0,R,276.0,R,71.0,R,34.0,R,0.0,R,0.0,R,34.0,R,12.0,R,35.0,R,17.0,2020
487320,R,1599.0,R,4050.0,R,39.0,R,1552.0,R,5.0,R,0.0,R,1547.0,R,1100.0,R,71.0,R,868.0,R,0.0,R,0.0,R,868.0,R,520.0,R,60.0,R,14.0,2020
488730,R,442.0,R,1482.0,R,30.0,R,802.0,Z,0.0,Z,0.0,R,802.0,R,495.0,R,62.0,R,553.0,Z,0.0,Z,0.0,R,553.0,R,216.0,R,39.0,R,31.0,2020
492689,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,9.0,2020
