UNITID,EFFYALEV,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,YEAR,XEFYGUUN,EFYGUUN,XEFYGUAN,EFYGUAN,XEFYGUTO,EFYGUTOT,XEFYGUKN,EFYGUKN ,EFYGUKN
228316,45,-2,1,R,2613,R,932,R,1681,R,12,R,3,R,9,R,10,R,7,R,3,R,16,R,6,R,10,R,2366,R,832,R,1534,R,3,R,0,R,3,R,178,R,66,R,112,R,11,R,8,R,3,R,17,R,10,R,7,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228316,51,-2,1,R,2686,R,1161,R,1525,R,6,R,3,R,3,R,14,R,7,R,7,R,22,R,7,R,15,R,2189,R,941,R,1248,R,2,R,2,R,0,R,379,R,172,R,207,R,22,R,8,R,14,R,52,R,21,R,31,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228316,59,-2,1,R,149,R,67,R,82,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,2,R,122,R,55,R,67,R,0,R,0,R,0,R,24,R,11,R,13,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228316,60,-2,1,R,2464,R,865,R,1599,R,12,R,3,R,9,R,10,R,7,R,3,R,14,R,6,R,8,R,2244,R,777,R,1467,R,3,R,0,R,3,R,154,R,55,R,99,R,10,R,7,R,3,R,17,R,10,R,7,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228431,1,1,999,R,13470,R,4760,R,8710,R,79,R,20,R,59,R,159,R,61,R,98,R,1790,R,621,R,1169,R,2661,R,912,R,1749,R,8,R,2,R,6,R,7875,R,2793,R,5082,R,572,R,215,R,357,R,185,R,71,R,114,R,141,R,65,R,76,2022,R,0.0,A,,R,0.0,R,13470.0,
228431,2,2,1,R,11446,R,4177,R,7269,R,64,R,19,R,45,R,138,R,55,R,83,R,1495,R,548,R,947,R,2376,R,826,R,1550,R,8,R,2,R,6,R,6606,R,2436,R,4170,R,510,R,191,R,319,R,168,R,63,R,105,R,81,R,37,R,44,2022,R,0.0,A,,R,0.0,R,11446.0,
228431,3,-2,1,R,10488,R,3789,R,6699,R,55,R,16,R,39,R,117,R,44,R,73,R,1440,R,535,R,905,R,2189,R,745,R,1444,R,7,R,2,R,5,R,6035,R,2200,R,3835,R,476,R,174,R,302,R,98,R,41,R,57,R,71,R,32,R,39,2022,A,,A,,A,,A,,
228431,4,-2,1,R,1698,R,608,R,1090,R,12,R,3,R,9,R,19,R,5,R,14,R,212,R,73,R,139,R,363,R,133,R,230,R,2,R,1,R,1,R,943,R,338,R,605,R,123,R,45,R,78,R,6,R,3,R,3,R,18,R,7,R,11,2022,A,,A,,A,,A,,
228431,5,-2,1,R,8790,R,3181,R,5609,R,43,R,13,R,30,R,98,R,39,R,59,R,1228,R,462,R,766,R,1826,R,612,R,1214,R,5,R,1,R,4,R,5092,R,1862,R,3230,R,353,R,129,R,224,R,92,R,38,R,54,R,53,R,25,R,28,2022,A,,A,,A,,A,,
228431,11,-2,1,R,958,R,388,R,570,R,9,R,3,R,6,R,21,R,11,R,10,R,55,R,13,R,42,R,187,R,81,R,106,R,1,Z,0,R,1,R,571,R,236,R,335,R,34,R,17,R,17,R,70,R,22,R,48,R,10,R,5,R,5,2022,A,,A,,A,,A,,
228431,12,4,3,R,2024,R,583,R,1441,R,15,R,1,R,14,R,21,R,6,R,15,R,295,R,73,R,222,R,285,R,86,R,199,R,0,R,0,Z,0,R,1269,R,357,R,912,R,62,R,24,R,38,R,17,R,8,R,9,R,60,R,28,R,32,2022,R,0.0,A,,R,0.0,R,2024.0,
228431,19,-2,1,R,1215,R,458,R,757,R,10,R,4,R,6,R,9,R,3,R,6,R,146,R,63,R,83,R,257,R,92,R,165,R,0,R,0,R,0,R,715,R,257,R,458,R,41,R,21,R,20,R,29,R,13,R,16,R,8,R,5,R,3,2022,A,,A,,A,,A,,
228431,20,-2,1,R,7575,R,2723,R,4852,R,33,R,9,R,24,R,89,R,36,R,53,R,1082,R,399,R,683,R,1569,R,520,R,1049,R,5,R,1,R,4,R,4377,R,1605,R,2772,R,312,R,108,R,204,R,63,R,25,R,38,R,45,R,20,R,25,2022,A,,A,,A,,A,,
228431,21,-2,999,R,9517,R,3382,R,6135,R,52,R,13,R,39,R,98,R,38,R,60,R,1321,R,493,R,828,R,1949,R,663,R,1286,R,4,R,1,R,3,R,5466,R,1931,R,3535,R,429,R,155,R,274,R,79,R,31,R,48,R,119,R,57,R,62,2022,A,,A,,A,,A,,
228431,22,-2,1,R,8760,R,3180,R,5580,R,46,R,12,R,34,R,93,R,36,R,57,R,1191,R,467,R,724,R,1832,R,639,R,1193,R,4,R,1,R,3,R,5044,R,1818,R,3226,R,400,R,143,R,257,R,73,R,28,R,45,R,77,R,36,R,41,2022,A,,A,,A,,A,,
228431,23,-2,1,R,8733,R,3168,R,5565,R,45,R,12,R,33,R,93,R,36,R,57,R,1191,R,467,R,724,R,1825,R,636,R,1189,R,4,R,1,R,3,R,5035,R,1814,R,3221,R,400,R,143,R,257,R,73,R,28,R,45,R,67,R,31,R,36,2022,A,,A,,A,,A,,
228431,24,-2,1,R,1661,R,592,R,1069,R,11,R,2,R,9,R,18,R,4,R,14,R,209,R,73,R,136,R,352,R,129,R,223,R,2,R,1,R,1,R,926,R,331,R,595,R,120,R,42,R,78,R,5,R,3,R,2,R,18,R,7,R,11,2022,A,,A,,A,,A,,
228431,25,-2,1,R,7072,R,2576,R,4496,R,34,R,10,R,24,R,75,R,32,R,43,R,982,R,394,R,588,R,1473,R,507,R,966,R,2,R,0,R,2,R,4109,R,1483,R,2626,R,280,R,101,R,179,R,68,R,25,R,43,R,49,R,24,R,25,2022,A,,A,,A,,A,,
228431,31,-2,1,R,27,R,12,R,15,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,3,R,4,Z,0,Z,0,Z,0,R,9,R,4,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,R,5,R,5,2022,A,,A,,A,,A,,
228431,32,-2,3,R,757,R,202,R,555,R,6,R,1,R,5,R,5,R,2,R,3,R,130,R,26,R,104,R,117,R,24,R,93,R,0,R,0,Z,0,R,422,R,113,R,309,R,29,R,12,R,17,R,6,R,3,R,3,R,42,R,21,R,21,2022,A,,A,,A,,A,,
228431,39,-2,1,R,980,R,380,R,600,R,8,R,3,R,5,R,6,R,3,R,3,R,117,R,51,R,66,R,205,R,79,R,126,R,0,R,0,R,0,R,577,R,209,R,368,R,34,R,18,R,16,R,25,R,12,R,13,R,8,R,5,R,3,2022,A,,A,,A,,A,,
228431,40,-2,1,R,6092,R,2196,R,3896,R,26,R,7,R,19,R,69,R,29,R,40,R,865,R,343,R,522,R,1268,R,428,R,840,R,2,R,0,R,2,R,3532,R,1274,R,2258,R,246,R,83,R,163,R,43,R,13,R,30,R,41,R,19,R,22,2022,A,,A,,A,,A,,
228431,41,-2,999,R,3953,R,1378,R,2575,R,27,R,7,R,20,R,61,R,23,R,38,R,469,R,128,R,341,R,712,R,249,R,463,R,4,R,1,R,3,R,2409,R,862,R,1547,R,143,R,60,R,83,R,106,R,40,R,66,R,22,R,8,R,14,2022,A,,A,,A,,A,,
228431,42,-2,1,R,2686,R,997,R,1689,R,18,R,7,R,11,R,45,R,19,R,26,R,304,R,81,R,223,R,544,R,187,R,357,R,4,R,1,R,3,R,1562,R,618,R,944,R,110,R,48,R,62,R,95,R,35,R,60,R,4,R,1,R,3,2022,A,,A,,A,,A,,
228431,43,-2,1,R,1755,R,621,R,1134,R,10,R,4,R,6,R,24,R,8,R,16,R,249,R,68,R,181,R,364,R,109,R,255,R,3,R,1,R,2,R,1000,R,386,R,614,R,76,R,31,R,45,R,25,R,13,R,12,R,4,R,1,R,3,2022,A,,A,,A,,A,,
228431,44,-2,1,R,37,R,16,R,21,R,1,R,1,Z,0,R,1,R,1,Z,0,R,3,Z,0,R,3,R,11,R,4,R,7,Z,0,Z,0,Z,0,R,17,R,7,R,10,R,3,R,3,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,2022,A,,A,,A,,A,,
228431,45,-2,1,R,1718,R,605,R,1113,R,9,R,3,R,6,R,23,R,7,R,16,R,246,R,68,R,178,R,353,R,105,R,248,R,3,R,1,R,2,R,983,R,379,R,604,R,73,R,28,R,45,R,24,R,13,R,11,R,4,R,1,R,3,2022,A,,A,,A,,A,,
228431,51,-2,1,R,931,R,376,R,555,R,8,R,3,R,5,R,21,R,11,R,10,R,55,R,13,R,42,R,180,R,78,R,102,R,1,Z,0,R,1,R,562,R,232,R,330,R,34,R,17,R,17,R,70,R,22,R,48,Z,0,Z,0,Z,0,2022,A,,A,,A,,A,,
228431,52,-2,3,R,1267,R,381,R,886,R,9,Z,0,R,9,R,16,R,4,R,12,R,165,R,47,R,118,R,168,R,62,R,106,R,0,R,0,Z,0,R,847,R,244,R,603,R,33,R,12,R,21,R,11,R,5,R,6,R,18,R,7,R,11,2022,A,,A,,A,,A,,
228431,59,-2,1,R,235,R,78,R,157,R,2,R,1,R,1,R,3,Z,0,R,3,R,29,R,12,R,17,R,52,R,13,R,39,Z,0,Z,0,Z,0,R,138,R,48,R,90,R,7,R,3,R,4,R,4,R,1,R,3,Z,0,Z,0,Z,0,2022,A,,A,,A,,A,,
228431,60,-2,1,R,1483,R,527,R,956,R,7,R,2,R,5,R,20,R,7,R,13,R,217,R,56,R,161,R,301,R,92,R,209,R,3,R,1,R,2,R,845,R,331,R,514,R,66,R,25,R,41,R,20,R,12,R,8,R,4,R,1,R,3,2022,A,,A,,A,,A,,
228459,1,1,999,R,41900,R,16690,R,25210,R,92,R,51,R,41,R,1126,R,465,R,661,R,3932,R,1576,R,2356,R,16582,R,6295,R,10287,R,48,R,25,R,23,R,17526,R,7193,R,10333,R,1543,R,587,R,956,R,345,R,139,R,206,R,706,R,359,R,347,2022,R,58.0,R,418.0,R,476.0,R,41424.0,
228459,2,2,1,R,36432,R,14792,R,21640,R,84,R,48,R,36,R,956,R,404,R,552,R,3518,R,1457,R,2061,R,15103,R,5823,R,9280,R,42,R,23,R,19,R,14906,R,6311,R,8595,R,1399,R,540,R,859,R,239,R,96,R,143,R,185,R,90,R,95,2022,R,51.0,R,364.0,R,415.0,R,36017.0,
228459,3,-2,1,R,36432,R,14792,R,21640,R,84,R,48,R,36,R,956,R,404,R,552,R,3518,R,1457,R,2061,R,15103,R,5823,R,9280,R,42,R,23,R,19,R,14906,R,6311,R,8595,R,1399,R,540,R,859,R,239,R,96,R,143,R,185,R,90,R,95,2022,A,,A,,A,,A,,
228459,4,-2,1,R,6808,R,2479,R,4329,R,16,R,6,R,10,R,164,R,57,R,107,R,711,R,268,R,443,R,2985,R,1051,R,1934,R,11,R,4,R,7,R,2599,R,985,R,1614,R,289,R,100,R,189,R,11,R,2,R,9,R,22,R,6,R,16,2022,A,,A,,A,,A,,
228459,5,-2,1,R,29624,R,12313,R,17311,R,68,R,42,R,26,R,792,R,347,R,445,R,2807,R,1189,R,1618,R,12118,R,4772,R,7346,R,31,R,19,R,12,R,12307,R,5326,R,6981,R,1110,R,440,R,670,R,228,R,94,R,134,R,163,R,84,R,79,2022,A,,A,,A,,A,,
228459,12,4,3,R,5468,R,1898,R,3570,R,8,R,3,R,5,R,170,R,61,R,109,R,414,R,119,R,295,R,1479,R,472,R,1007,R,6,R,2,R,4,R,2620,R,882,R,1738,R,144,R,47,R,97,R,106,R,43,R,63,R,521,R,269,R,252,2022,R,7.0,R,54.0,R,61.0,R,5407.0,
228459,19,-2,1,R,4301,R,1981,R,2320,R,11,R,8,R,3,R,134,R,72,R,62,R,368,R,208,R,160,R,1732,R,729,R,1003,R,6,R,6,Z,0,R,1814,R,850,R,964,R,178,R,83,R,95,R,31,R,14,R,17,R,27,R,11,R,16,2022,A,,A,,A,,A,,
228459,20,-2,1,R,25323,R,10332,R,14991,R,57,R,34,R,23,R,658,R,275,R,383,R,2439,R,981,R,1458,R,10386,R,4043,R,6343,R,25,R,13,R,12,R,10493,R,4476,R,6017,R,932,R,357,R,575,R,197,R,80,R,117,R,136,R,73,R,63,2022,A,,A,,A,,A,,
228459,21,-2,999,R,29480,R,11439,R,18041,R,68,R,38,R,30,R,745,R,296,R,449,R,2838,R,1111,R,1727,R,11634,R,4261,R,7373,R,35,R,18,R,17,R,12335,R,4959,R,7376,R,1107,R,408,R,699,R,256,R,101,R,155,R,462,R,247,R,215,2022,A,,A,,A,,A,,
228459,22,-2,1,R,26748,R,10504,R,16244,R,63,R,36,R,27,R,667,R,269,R,398,R,2643,R,1053,R,1590,R,10931,R,4059,R,6872,R,30,R,16,R,14,R,11052,R,4541,R,6511,R,1034,R,386,R,648,R,190,R,75,R,115,R,138,R,69,R,69,2022,A,,A,,A,,A,,
228459,23,-2,1,R,26748,R,10504,R,16244,R,63,R,36,R,27,R,667,R,269,R,398,R,2643,R,1053,R,1590,R,10931,R,4059,R,6872,R,30,R,16,R,14,R,11052,R,4541,R,6511,R,1034,R,386,R,648,R,190,R,75,R,115,R,138,R,69,R,69,2022,A,,A,,A,,A,,
228459,24,-2,1,R,6196,R,2197,R,3999,R,15,R,5,R,10,R,146,R,47,R,99,R,625,R,228,R,397,R,2698,R,925,R,1773,R,10,R,3,R,7,R,2413,R,896,R,1517,R,262,R,88,R,174,R,10,R,1,R,9,R,17,R,4,R,13,2022,A,,A,,A,,A,,
228459,25,-2,1,R,20552,R,8307,R,12245,R,48,R,31,R,17,R,521,R,222,R,299,R,2018,R,825,R,1193,R,8233,R,3134,R,5099,R,20,R,13,R,7,R,8639,R,3645,R,4994,R,772,R,298,R,474,R,180,R,74,R,106,R,121,R,65,R,56,2022,A,,A,,A,,A,,
228459,32,-2,3,R,2732,R,935,R,1797,R,5,R,2,R,3,R,78,R,27,R,51,R,195,R,58,R,137,R,703,R,202,R,501,R,5,R,2,R,3,R,1283,R,418,R,865,R,73,R,22,R,51,R,66,R,26,R,40,R,324,R,178,R,146,2022,A,,A,,A,,A,,
228459,39,-2,1,R,2435,R,1152,R,1283,R,7,R,5,R,2,R,62,R,32,R,30,R,221,R,127,R,94,R,955,R,411,R,544,R,3,R,3,Z,0,R,1054,R,504,R,550,R,99,R,53,R,46,R,17,R,9,R,8,R,17,R,8,R,9,2022,A,,A,,A,,A,,
228459,40,-2,1,R,18117,R,7155,R,10962,R,41,R,26,R,15,R,459,R,190,R,269,R,1797,R,698,R,1099,R,7278,R,2723,R,4555,R,17,R,10,R,7,R,7585,R,3141,R,4444,R,673,R,245,R,428,R,163,R,65,R,98,R,104,R,57,R,47,2022,A,,A,,A,,A,,
228459,41,-2,999,R,12420,R,5251,R,7169,R,24,R,13,R,11,R,381,R,169,R,212,R,1094,R,465,R,629,R,4948,R,2034,R,2914,R,13,R,7,R,6,R,5191,R,2234,R,2957,R,436,R,179,R,257,R,89,R,38,R,51,R,244,R,112,R,132,2022,A,,A,,A,,A,,
228459,42,-2,1,R,9684,R,4288,R,5396,R,21,R,12,R,9,R,289,R,135,R,154,R,875,R,404,R,471,R,4172,R,1764,R,2408,R,12,R,7,R,5,R,3854,R,1770,R,2084,R,365,R,154,R,211,R,49,R,21,R,28,R,47,R,21,R,26,2022,A,,A,,A,,A,,
228459,43,-2,1,R,9684,R,4288,R,5396,R,21,R,12,R,9,R,289,R,135,R,154,R,875,R,404,R,471,R,4172,R,1764,R,2408,R,12,R,7,R,5,R,3854,R,1770,R,2084,R,365,R,154,R,211,R,49,R,21,R,28,R,47,R,21,R,26,2022,A,,A,,A,,A,,
228459,44,-2,1,R,612,R,282,R,330,R,1,R,1,Z,0,R,18,R,10,R,8,R,86,R,40,R,46,R,287,R,126,R,161,R,1,R,1,Z,0,R,186,R,89,R,97,R,27,R,12,R,15,R,1,R,1,Z,0,R,5,R,2,R,3,2022,A,,A,,A,,A,,
228459,45,-2,1,R,9072,R,4006,R,5066,R,20,R,11,R,9,R,271,R,125,R,146,R,789,R,364,R,425,R,3885,R,1638,R,2247,R,11,R,6,R,5,R,3668,R,1681,R,1987,R,338,R,142,R,196,R,48,R,20,R,28,R,42,R,19,R,23,2022,A,,A,,A,,A,,
228459,52,-2,3,R,2736,R,963,R,1773,R,3,R,1,R,2,R,92,R,34,R,58,R,219,R,61,R,158,R,776,R,270,R,506,R,1,Z,0,R,1,R,1337,R,464,R,873,R,71,R,25,R,46,R,40,R,17,R,23,R,197,R,91,R,106,2022,A,,A,,A,,A,,
228459,59,-2,1,R,1866,R,829,R,1037,R,4,R,3,R,1,R,72,R,40,R,32,R,147,R,81,R,66,R,777,R,318,R,459,R,3,R,3,Z,0,R,760,R,346,R,414,R,79,R,30,R,49,R,14,R,5,R,9,R,10,R,3,R,7,2022,A,,A,,A,,A,,
228459,60,-2,1,R,7206,R,3177,R,4029,R,16,R,8,R,8,R,199,R,85,R,114,R,642,R,283,R,359,R,3108,R,1320,R,1788,R,8,R,3,R,5,R,2908,R,1335,R,1573,R,259,R,112,R,147,R,34,R,15,R,19,R,32,R,16,R,16,2022,A,,A,,A,,A,,
228501,1,1,999,R,2560,R,936,R,1624,R,12,R,2,R,10,R,10,R,5,R,5,R,109,R,74,R,35,R,1712,R,537,R,1175,R,2,R,1,R,1,R,614,R,264,R,350,R,72,R,42,R,30,R,25,R,8,R,17,R,4,R,3,R,1,2022,R,0.0,A,,R,0.0,R,2560.0,
228501,2,2,1,R,1925,R,733,R,1192,R,9,R,1,R,8,R,8,R,4,R,4,R,83,R,62,R,21,R,1381,R,443,R,938,R,1,R,0,R,1,R,374,R,185,R,189,R,47,R,31,R,16,R,21,R,6,R,15,R,1,R,1,R,0,2022,R,0.0,A,,R,0.0,R,1925.0,
228501,3,-2,1,R,1858,R,707,R,1151,R,9,R,1,R,8,R,6,R,2,R,4,R,83,R,62,R,21,R,1357,R,438,R,919,R,1,R,0,R,1,R,341,R,169,R,172,R,45,R,29,R,16,R,15,R,5,R,10,R,1,R,1,R,0,2022,A,,A,,A,,A,,
228501,4,-2,1,R,211,R,132,R,79,R,3,R,0,R,3,R,0,R,0,R,0,R,26,R,25,R,1,R,125,R,69,R,56,R,0,R,0,R,0,R,46,R,30,R,16,R,10,R,7,R,3,R,0,R,0,R,0,R,1,R,1,R,0,2022,A,,A,,A,,A,,
228501,5,-2,1,R,1647,R,575,R,1072,R,6,R,1,R,5,R,6,R,2,R,4,R,57,R,37,R,20,R,1232,R,369,R,863,R,1,R,0,R,1,R,295,R,139,R,156,R,35,R,22,R,13,R,15,R,5,R,10,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,11,-2,1,R,67,R,26,R,41,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,24,R,5,R,19,R,0,R,0,R,0,R,33,R,16,R,17,R,2,R,2,R,0,R,6,R,1,R,5,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,12,4,3,R,635,R,203,R,432,R,3,R,1,R,2,R,2,R,1,R,1,R,26,R,12,R,14,R,331,R,94,R,237,R,1,R,1,R,0,R,240,R,79,R,161,R,25,R,11,R,14,R,4,R,2,R,2,R,3,R,2,R,1,2022,R,0.0,A,,R,0.0,R,635.0,
228501,19,-2,1,R,322,R,109,R,213,R,2,R,1,R,1,R,1,R,1,R,0,R,10,R,7,R,3,R,249,R,74,R,175,R,1,R,0,R,1,R,49,R,21,R,28,R,5,R,3,R,2,R,5,R,2,R,3,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,20,-2,1,R,1325,R,466,R,859,R,4,R,0,R,4,R,5,R,1,R,4,R,47,R,30,R,17,R,983,R,295,R,688,R,0,R,0,R,0,R,246,R,118,R,128,R,30,R,19,R,11,R,10,R,3,R,7,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,21,-2,999,R,1248,R,573,R,675,R,4,R,1,R,3,R,5,R,3,R,2,R,79,R,59,R,20,R,792,R,313,R,479,R,0,R,0,R,0,R,317,R,167,R,150,R,42,R,24,R,18,R,5,R,3,R,2,R,4,R,3,R,1,2022,A,,A,,A,,A,,
228501,22,-2,1,R,1092,R,521,R,571,R,3,R,0,R,3,R,5,R,3,R,2,R,70,R,57,R,13,R,722,R,291,R,431,R,0,R,0,R,0,R,251,R,142,R,109,R,36,R,24,R,12,R,4,R,3,R,1,R,1,R,1,R,0,2022,A,,A,,A,,A,,
228501,23,-2,1,R,1086,R,519,R,567,R,3,R,0,R,3,R,4,R,2,R,2,R,70,R,57,R,13,R,721,R,291,R,430,R,0,R,0,R,0,R,247,R,141,R,106,R,36,R,24,R,12,R,4,R,3,R,1,R,1,R,1,R,0,2022,A,,A,,A,,A,,
228501,24,-2,1,R,195,R,124,R,71,R,2,R,0,R,2,R,0,R,0,R,0,R,24,R,24,R,0,R,115,R,65,R,50,R,0,R,0,R,0,R,44,R,28,R,16,R,9,R,6,R,3,R,0,R,0,R,0,R,1,R,1,R,0,2022,A,,A,,A,,A,,
228501,25,-2,1,R,891,R,395,R,496,R,1,R,0,R,1,R,4,R,2,R,2,R,46,R,33,R,13,R,606,R,226,R,380,R,0,R,0,R,0,R,203,R,113,R,90,R,27,R,18,R,9,R,4,R,3,R,1,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,31,-2,1,R,6,R,2,R,4,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,4,R,1,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,32,-2,3,R,156,R,52,R,104,R,1,R,1,R,0,R,0,R,0,R,0,R,9,R,2,R,7,R,70,R,22,R,48,R,0,R,0,R,0,R,66,R,25,R,41,R,6,R,0,R,6,R,1,R,0,R,1,R,3,R,2,R,1,2022,A,,A,,A,,A,,
228501,39,-2,1,R,178,R,75,R,103,R,0,R,0,R,0,R,1,R,1,R,0,R,7,R,6,R,1,R,131,R,48,R,83,R,0,R,0,R,0,R,36,R,18,R,18,R,2,R,1,R,1,R,1,R,1,R,0,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,40,-2,1,R,713,R,320,R,393,R,1,R,0,R,1,R,3,R,1,R,2,R,39,R,27,R,12,R,475,R,178,R,297,R,0,R,0,R,0,R,167,R,95,R,72,R,25,R,17,R,8,R,3,R,2,R,1,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,41,-2,999,R,1312,R,363,R,949,R,8,R,1,R,7,R,5,R,2,R,3,R,30,R,15,R,15,R,920,R,224,R,696,R,2,R,1,R,1,R,297,R,97,R,200,R,30,R,18,R,12,R,20,R,5,R,15,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,42,-2,1,R,833,R,212,R,621,R,6,R,1,R,5,R,3,R,1,R,2,R,13,R,5,R,8,R,659,R,152,R,507,R,1,R,0,R,1,R,123,R,43,R,80,R,11,R,7,R,4,R,17,R,3,R,14,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,43,-2,1,R,772,R,188,R,584,R,6,R,1,R,5,R,2,R,0,R,2,R,13,R,5,R,8,R,636,R,147,R,489,R,1,R,0,R,1,R,94,R,28,R,66,R,9,R,5,R,4,R,11,R,2,R,9,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,44,-2,1,R,16,R,8,R,8,R,1,R,0,R,1,R,0,R,0,R,0,R,2,R,1,R,1,R,10,R,4,R,6,R,0,R,0,R,0,R,2,R,2,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,45,-2,1,R,756,R,180,R,576,R,5,R,1,R,4,R,2,R,0,R,2,R,11,R,4,R,7,R,626,R,143,R,483,R,1,R,0,R,1,R,92,R,26,R,66,R,8,R,4,R,4,R,11,R,2,R,9,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,51,-2,1,R,61,R,24,R,37,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,23,R,5,R,18,R,0,R,0,R,0,R,29,R,15,R,14,R,2,R,2,R,0,R,6,R,1,R,5,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,52,-2,3,R,479,R,151,R,328,R,2,R,0,R,2,R,2,R,1,R,1,R,17,R,10,R,7,R,261,R,72,R,189,R,1,R,1,R,0,R,174,R,54,R,120,R,19,R,11,R,8,R,3,R,2,R,1,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,59,-2,1,R,144,R,34,R,110,R,2,R,1,R,1,R,0,R,0,R,0,R,3,R,1,R,2,R,118,R,26,R,92,R,1,R,0,R,1,R,13,R,3,R,10,R,3,R,2,R,1,R,4,R,1,R,3,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228501,60,-2,1,R,612,R,146,R,466,R,3,R,0,R,3,R,2,R,0,R,2,R,8,R,3,R,5,R,508,R,117,R,391,R,0,R,0,R,0,R,79,R,23,R,56,R,5,R,2,R,3,R,7,R,1,R,6,R,0,R,0,R,0,2022,A,,A,,A,,A,,
228529,1,1,999,R,16049,R,5765,R,10284,R,85,R,29,R,56,R,204,R,77,R,127,R,1373,R,521,R,852,R,3451,R,1154,R,2297,R,13,R,10,R,3,R,10085,R,3669,R,6416,R,601,R,217,R,384,R,128,R,53,R,75,R,109,R,35,R,74,2022,R,0.0,A,,R,0.0,R,16049.0,
228529,2,2,1,R,13319,R,4878,R,8441,R,74,R,27,R,47,R,149,R,59,R,90,R,1007,R,394,R,613,R,2963,R,1012,R,1951,R,10,R,8,R,2,R,8478,R,3148,R,5330,R,496,R,173,R,323,R,65,R,33,R,32,R,77,R,24,R,53,2022,R,0.0,A,,R,0.0,R,13319.0,
228529,3,-2,1,R,13307,R,4877,R,8430,R,74,R,27,R,47,R,149,R,59,R,90,R,1006,R,394,R,612,R,2961,R,1012,R,1949,R,10,R,8,R,2,R,8469,R,3147,R,5322,R,496,R,173,R,323,R,65,R,33,R,32,R,77,R,24,R,53,2022,A,,A,,A,,A,,
228529,4,-2,1,R,2275,R,818,R,1457,R,17,R,6,R,11,R,18,R,6,R,12,R,79,R,35,R,44,R,453,R,157,R,296,R,1,R,1,R,0,R,1603,R,576,R,1027,R,92,R,30,R,62,R,9,R,6,R,3,R,3,R,1,R,2,2022,A,,A,,A,,A,,
228529,5,-2,1,R,11032,R,4059,R,6973,R,57,R,21,R,36,R,131,R,53,R,78,R,927,R,359,R,568,R,2508,R,855,R,1653,R,9,R,7,R,2,R,6866,R,2571,R,4295,R,404,R,143,R,261,R,56,R,27,R,29,R,74,R,23,R,51,2022,A,,A,,A,,A,,
