UNITID,EFFYALEV,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,YEAR,XEFYGUUN,EFYGUUN,XEFYGUAN,EFYGUAN,XEFYGUTO,EFYGUTOT,XEFYGUKN,EFYGUKN ,EFYGUKN
225308,4,-2,1,R,485,R,197,R,288,R,1,R,0,R,1,R,5,R,3,R,2,R,79,R,45,R,34,R,119,R,49,R,70,R,0,R,0,R,0,R,245,R,85,R,160,R,7,R,2,R,5,R,26,R,12,R,14,R,3,R,1,R,2,2020,,,,,,,,,
225308,5,-2,1,R,7204,R,2578,R,4626,R,45,R,13,R,32,R,52,R,22,R,30,R,868,R,401,R,467,R,1578,R,560,R,1018,R,17,R,5,R,12,R,4040,R,1285,R,2755,R,213,R,85,R,128,R,338,R,171,R,167,R,53,R,36,R,17,2020,,,,,,,,,
225308,11,-2,1,R,499,R,76,R,423,R,6,R,0,R,6,R,7,R,1,R,6,R,88,R,13,R,75,R,82,R,17,R,65,R,0,R,0,R,0,R,283,R,33,R,250,R,19,R,8,R,11,R,12,R,3,R,9,R,2,R,1,R,1,2020,,,,,,,,,
225308,19,-2,1,R,547,R,169,R,378,R,4,R,2,R,2,R,3,R,2,R,1,R,132,R,38,R,94,R,71,R,20,R,51,R,2,R,0,R,2,R,322,R,102,R,220,R,1,R,1,R,0,R,12,R,4,R,8,R,0,R,0,R,0,2020,,,,,,,,,
225308,20,-2,1,R,6657,R,2409,R,4248,R,41,R,11,R,30,R,49,R,20,R,29,R,736,R,363,R,373,R,1507,R,540,R,967,R,15,R,5,R,10,R,3718,R,1183,R,2535,R,212,R,84,R,128,R,326,R,167,R,159,R,53,R,36,R,17,2020,,,,,,,,,
225308,22,-2,1,R,2870,R,1127,R,1743,R,14,R,4,R,10,R,15,R,8,R,7,R,467,R,217,R,250,R,397,R,161,R,236,R,4,R,2,R,2,R,1696,R,620,R,1076,R,135,R,49,R,86,R,87,R,29,R,58,R,55,R,37,R,18,2020,,,,,,,,,
225308,23,-2,1,R,2745,R,1105,R,1640,R,14,R,4,R,10,R,15,R,8,R,7,R,456,R,217,R,239,R,379,R,160,R,219,R,4,R,2,R,2,R,1615,R,606,R,1009,R,122,R,43,R,79,R,86,R,29,R,57,R,54,R,36,R,18,2020,,,,,,,,,
225308,24,-2,1,R,367,R,148,R,219,R,1,R,0,R,1,R,4,R,2,R,2,R,63,R,38,R,25,R,90,R,35,R,55,R,0,R,0,R,0,R,179,R,62,R,117,R,6,R,1,R,5,R,21,R,9,R,12,R,3,R,1,R,2,2020,,,,,,,,,
225308,25,-2,1,R,2378,R,957,R,1421,R,13,R,4,R,9,R,11,R,6,R,5,R,393,R,179,R,214,R,289,R,125,R,164,R,4,R,2,R,2,R,1436,R,544,R,892,R,116,R,42,R,74,R,65,R,20,R,45,R,51,R,35,R,16,2020,,,,,,,,,
225308,31,-2,1,R,125,R,22,R,103,R,0,R,0,R,0,R,0,R,0,R,0,R,11,R,0,R,11,R,18,R,1,R,17,R,0,R,0,R,0,R,81,R,14,R,67,R,13,R,6,R,7,R,1,R,0,R,1,R,1,R,1,R,0,2020,,,,,,,,,
225308,39,-2,1,R,254,R,121,R,133,R,2,R,2,R,0,R,1,R,1,R,0,R,69,R,27,R,42,R,19,R,8,R,11,R,0,R,0,R,0,R,160,R,82,R,78,R,0,R,0,R,0,R,3,R,1,R,2,R,0,R,0,R,0,2020,,,,,,,,,
225308,40,-2,1,R,2124,R,836,R,1288,R,11,R,2,R,9,R,10,R,5,R,5,R,324,R,152,R,172,R,270,R,117,R,153,R,4,R,2,R,2,R,1276,R,462,R,814,R,116,R,42,R,74,R,62,R,19,R,43,R,51,R,35,R,16,2020,,,,,,,,,
225308,42,-2,1,R,5318,R,1724,R,3594,R,38,R,9,R,29,R,49,R,18,R,31,R,568,R,242,R,326,R,1382,R,465,R,917,R,13,R,3,R,10,R,2872,R,783,R,2089,R,104,R,46,R,58,R,289,R,157,R,132,R,3,R,1,R,2,2020,,,,,,,,,
225308,43,-2,1,R,4944,R,1670,R,3274,R,32,R,9,R,23,R,42,R,17,R,25,R,491,R,229,R,262,R,1318,R,449,R,869,R,13,R,3,R,10,R,2670,R,764,R,1906,R,98,R,44,R,54,R,278,R,154,R,124,R,2,R,1,R,1,2020,,,,,,,,,
225308,44,-2,1,R,118,R,49,R,69,R,0,R,0,R,0,R,1,R,1,R,0,R,16,R,7,R,9,R,29,R,14,R,15,R,0,R,0,R,0,R,66,R,23,R,43,R,1,R,1,R,0,R,5,R,3,R,2,R,0,R,0,R,0,2020,,,,,,,,,
225308,45,-2,1,R,4826,R,1621,R,3205,R,32,R,9,R,23,R,41,R,16,R,25,R,475,R,222,R,253,R,1289,R,435,R,854,R,13,R,3,R,10,R,2604,R,741,R,1863,R,97,R,43,R,54,R,273,R,151,R,122,R,2,R,1,R,1,2020,,,,,,,,,
225308,51,-2,1,R,374,R,54,R,320,R,6,R,0,R,6,R,7,R,1,R,6,R,77,R,13,R,64,R,64,R,16,R,48,R,0,R,0,R,0,R,202,R,19,R,183,R,6,R,2,R,4,R,11,R,3,R,8,R,1,R,0,R,1,2020,,,,,,,,,
225308,59,-2,1,R,293,R,48,R,245,R,2,R,0,R,2,R,2,R,1,R,1,R,63,R,11,R,52,R,52,R,12,R,40,R,2,R,0,R,2,R,162,R,20,R,142,R,1,R,1,R,0,R,9,R,3,R,6,R,0,R,0,R,0,2020,,,,,,,,,
225308,60,-2,1,R,4533,R,1573,R,2960,R,30,R,9,R,21,R,39,R,15,R,24,R,412,R,211,R,201,R,1237,R,423,R,814,R,11,R,3,R,8,R,2442,R,721,R,1721,R,96,R,42,R,54,R,264,R,148,R,116,R,2,R,1,R,1,2020,,,,,,,,,
225371,1,1,999,R,6683,R,2620,R,4063,R,27,R,9,R,18,R,242,R,108,R,134,R,300,R,102,R,198,R,676,R,265,R,411,R,11,R,4,R,7,R,3931,R,1591,R,2340,R,1389,R,499,R,890,R,96,R,36,R,60,R,11,R,6,R,5,2020,,,,,,,,,
225371,2,2,1,R,6683,R,2620,R,4063,R,27,R,9,R,18,R,242,R,108,R,134,R,300,R,102,R,198,R,676,R,265,R,411,R,11,R,4,R,7,R,3931,R,1591,R,2340,R,1389,R,499,R,890,R,96,R,36,R,60,R,11,R,6,R,5,2020,,,,,,,,,
225371,3,-2,1,R,3162,R,1130,R,2032,R,11,R,2,R,9,R,28,R,18,R,10,R,200,R,60,R,140,R,325,R,127,R,198,R,9,R,4,R,5,R,1908,R,699,R,1209,R,641,R,207,R,434,R,31,R,9,R,22,R,9,R,4,R,5,2020,,,,,,,,,
225371,4,-2,1,R,420,R,182,R,238,R,0,R,0,R,0,R,1,R,1,R,0,R,22,R,9,R,13,R,93,R,45,R,48,R,2,R,1,R,1,R,153,R,70,R,83,R,146,R,55,R,91,R,2,R,0,R,2,R,1,R,1,R,0,2020,,,,,,,,,
225371,5,-2,1,R,2742,R,948,R,1794,R,11,R,2,R,9,R,27,R,17,R,10,R,178,R,51,R,127,R,232,R,82,R,150,R,7,R,3,R,4,R,1755,R,629,R,1126,R,495,R,152,R,343,R,29,R,9,R,20,R,8,R,3,R,5,2020,,,,,,,,,
225371,11,-2,1,R,3521,R,1490,R,2031,R,16,R,7,R,9,R,214,R,90,R,124,R,100,R,42,R,58,R,351,R,138,R,213,R,2,R,0,R,2,R,2023,R,892,R,1131,R,748,R,292,R,456,R,65,R,27,R,38,R,2,R,2,R,0,2020,,,,,,,,,
225371,19,-2,1,R,324,R,107,R,217,R,2,R,1,R,1,R,6,R,3,R,3,R,29,R,5,R,24,R,16,R,8,R,8,R,0,R,0,R,0,R,214,R,72,R,142,R,50,R,16,R,34,R,6,R,2,R,4,R,1,R,0,R,1,2020,,,,,,,,,
225371,20,-2,1,R,2418,R,841,R,1577,R,9,R,1,R,8,R,21,R,14,R,7,R,149,R,46,R,103,R,216,R,74,R,142,R,7,R,3,R,4,R,1541,R,557,R,984,R,445,R,136,R,309,R,23,R,7,R,16,R,7,R,3,R,4,2020,,,,,,,,,
225371,22,-2,1,R,1393,R,567,R,826,R,3,R,0,R,3,R,5,R,3,R,2,R,81,R,35,R,46,R,175,R,69,R,106,R,4,R,2,R,2,R,775,R,333,R,442,R,325,R,114,R,211,R,16,R,7,R,9,R,9,R,4,R,5,2020,,,,,,,,,
225371,23,-2,1,R,1215,R,494,R,721,R,3,R,0,R,3,R,2,R,1,R,1,R,77,R,33,R,44,R,153,R,60,R,93,R,4,R,2,R,2,R,693,R,301,R,392,R,262,R,88,R,174,R,12,R,5,R,7,R,9,R,4,R,5,2020,,,,,,,,,
225371,24,-2,1,R,260,R,117,R,143,R,0,R,0,R,0,R,0,R,0,R,0,R,11,R,7,R,4,R,61,R,24,R,37,R,2,R,1,R,1,R,85,R,44,R,41,R,99,R,40,R,59,R,1,R,0,R,1,R,1,R,1,R,0,2020,,,,,,,,,
225371,25,-2,1,R,955,R,377,R,578,R,3,R,0,R,3,R,2,R,1,R,1,R,66,R,26,R,40,R,92,R,36,R,56,R,2,R,1,R,1,R,608,R,257,R,351,R,163,R,48,R,115,R,11,R,5,R,6,R,8,R,3,R,5,2020,,,,,,,,,
225371,31,-2,1,R,178,R,73,R,105,R,0,R,0,R,0,R,3,R,2,R,1,R,4,R,2,R,2,R,22,R,9,R,13,R,0,R,0,R,0,R,82,R,32,R,50,R,63,R,26,R,37,R,4,R,2,R,2,R,0,R,0,R,0,2020,,,,,,,,,
225371,39,-2,1,R,90,R,41,R,49,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,3,R,6,R,4,R,4,R,0,R,0,R,0,R,0,R,66,R,32,R,34,R,9,R,1,R,8,R,1,R,1,R,0,R,1,R,0,R,1,2020,,,,,,,,,
225371,40,-2,1,R,865,R,336,R,529,R,3,R,0,R,3,R,2,R,1,R,1,R,57,R,23,R,34,R,88,R,32,R,56,R,2,R,1,R,1,R,542,R,225,R,317,R,154,R,47,R,107,R,10,R,4,R,6,R,7,R,3,R,4,2020,,,,,,,,,
225371,42,-2,1,R,5290,R,2053,R,3237,R,24,R,9,R,15,R,237,R,105,R,132,R,219,R,67,R,152,R,501,R,196,R,305,R,7,R,2,R,5,R,3156,R,1258,R,1898,R,1064,R,385,R,679,R,80,R,29,R,51,R,2,R,2,R,0,2020,,,,,,,,,
225371,43,-2,1,R,1947,R,636,R,1311,R,8,R,2,R,6,R,26,R,17,R,9,R,123,R,27,R,96,R,172,R,67,R,105,R,5,R,2,R,3,R,1215,R,398,R,817,R,379,R,119,R,260,R,19,R,4,R,15,R,0,R,0,R,0,2020,,,,,,,,,
225371,44,-2,1,R,160,R,65,R,95,R,0,R,0,R,0,R,1,R,1,R,0,R,11,R,2,R,9,R,32,R,21,R,11,R,0,R,0,R,0,R,68,R,26,R,42,R,47,R,15,R,32,R,1,R,0,R,1,R,0,R,0,R,0,2020,,,,,,,,,
225371,45,-2,1,R,1787,R,571,R,1216,R,8,R,2,R,6,R,25,R,16,R,9,R,112,R,25,R,87,R,140,R,46,R,94,R,5,R,2,R,3,R,1147,R,372,R,775,R,332,R,104,R,228,R,18,R,4,R,14,R,0,R,0,R,0,2020,,,,,,,,,
225371,51,-2,1,R,3343,R,1417,R,1926,R,16,R,7,R,9,R,211,R,88,R,123,R,96,R,40,R,56,R,329,R,129,R,200,R,2,R,0,R,2,R,1941,R,860,R,1081,R,685,R,266,R,419,R,61,R,25,R,36,R,2,R,2,R,0,2020,,,,,,,,,
225371,59,-2,1,R,234,R,66,R,168,R,2,R,1,R,1,R,6,R,3,R,3,R,20,R,2,R,18,R,12,R,4,R,8,R,0,R,0,R,0,R,148,R,40,R,108,R,41,R,15,R,26,R,5,R,1,R,4,R,0,R,0,R,0,2020,,,,,,,,,
225371,60,-2,1,R,1553,R,505,R,1048,R,6,R,1,R,5,R,19,R,13,R,6,R,92,R,23,R,69,R,128,R,42,R,86,R,5,R,2,R,3,R,999,R,332,R,667,R,291,R,89,R,202,R,13,R,3,R,10,R,0,R,0,R,0,2020,,,,,,,,,
225414,1,1,999,R,11134,R,4186,R,6948,R,23,R,8,R,15,R,905,R,397,R,508,R,1015,R,311,R,704,R,4122,R,1400,R,2722,R,8,R,3,R,5,R,4049,R,1608,R,2441,R,342,R,134,R,208,R,131,R,64,R,67,R,539,R,261,R,278,2020,,,,,,,,,
225414,2,2,1,R,8080,R,3067,R,5013,R,16,R,4,R,12,R,588,R,294,R,294,R,611,R,205,R,406,R,3414,R,1155,R,2259,R,6,R,2,R,4,R,2985,R,1200,R,1785,R,260,R,107,R,153,R,98,R,48,R,50,R,102,R,52,R,50,2020,,,,,,,,,
225414,3,-2,1,R,7895,R,3007,R,4888,R,16,R,4,R,12,R,558,R,286,R,272,R,586,R,198,R,388,R,3363,R,1143,R,2220,R,6,R,2,R,4,R,2913,R,1169,R,1744,R,256,R,106,R,150,R,95,R,47,R,48,R,102,R,52,R,50,2020,,,,,,,,,
225414,4,-2,1,R,360,R,169,R,191,R,1,R,0,R,1,R,43,R,21,R,22,R,21,R,12,R,9,R,165,R,69,R,96,R,0,R,0,R,0,R,108,R,55,R,53,R,16,R,8,R,8,R,1,R,1,R,0,R,5,R,3,R,2,2020,,,,,,,,,
225414,5,-2,1,R,7535,R,2838,R,4697,R,15,R,4,R,11,R,515,R,265,R,250,R,565,R,186,R,379,R,3198,R,1074,R,2124,R,6,R,2,R,4,R,2805,R,1114,R,1691,R,240,R,98,R,142,R,94,R,46,R,48,R,97,R,49,R,48,2020,,,,,,,,,
225414,11,-2,1,R,185,R,60,R,125,R,0,R,0,R,0,R,30,R,8,R,22,R,25,R,7,R,18,R,51,R,12,R,39,R,0,R,0,R,0,R,72,R,31,R,41,R,4,R,1,R,3,R,3,R,1,R,2,R,0,R,0,R,0,2020,,,,,,,,,
225414,12,4,3,R,3054,R,1119,R,1935,R,7,R,4,R,3,R,317,R,103,R,214,R,404,R,106,R,298,R,708,R,245,R,463,R,2,R,1,R,1,R,1064,R,408,R,656,R,82,R,27,R,55,R,33,R,16,R,17,R,437,R,209,R,228,2020,,,,,,,,,
225414,19,-2,1,R,2258,R,861,R,1397,R,4,R,0,R,4,R,165,R,80,R,85,R,165,R,59,R,106,R,988,R,340,R,648,R,4,R,1,R,3,R,799,R,324,R,475,R,75,R,23,R,52,R,21,R,13,R,8,R,37,R,21,R,16,2020,,,,,,,,,
225414,20,-2,1,R,5277,R,1977,R,3300,R,11,R,4,R,7,R,350,R,185,R,165,R,400,R,127,R,273,R,2210,R,734,R,1476,R,2,R,1,R,1,R,2006,R,790,R,1216,R,165,R,75,R,90,R,73,R,33,R,40,R,60,R,28,R,32,2020,,,,,,,,,
225414,22,-2,1,R,3869,R,1518,R,2351,R,8,R,3,R,5,R,298,R,157,R,141,R,264,R,83,R,181,R,1520,R,517,R,1003,R,4,R,1,R,3,R,1530,R,641,R,889,R,132,R,60,R,72,R,33,R,13,R,20,R,80,R,43,R,37,2020,,,,,,,,,
225414,23,-2,1,R,3863,R,1516,R,2347,R,8,R,3,R,5,R,298,R,157,R,141,R,264,R,83,R,181,R,1517,R,516,R,1001,R,4,R,1,R,3,R,1527,R,640,R,887,R,132,R,60,R,72,R,33,R,13,R,20,R,80,R,43,R,37,2020,,,,,,,,,
225414,24,-2,1,R,277,R,128,R,149,R,1,R,0,R,1,R,35,R,18,R,17,R,12,R,7,R,5,R,120,R,49,R,71,R,0,R,0,R,0,R,91,R,44,R,47,R,12,R,6,R,6,R,1,R,1,R,0,R,5,R,3,R,2,2020,,,,,,,,,
225414,25,-2,1,R,3586,R,1388,R,2198,R,7,R,3,R,4,R,263,R,139,R,124,R,252,R,76,R,176,R,1397,R,467,R,930,R,4,R,1,R,3,R,1436,R,596,R,840,R,120,R,54,R,66,R,32,R,12,R,20,R,75,R,40,R,35,2020,,,,,,,,,
225414,31,-2,1,R,6,R,2,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,1,R,2,R,0,R,0,R,0,R,3,R,1,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,2020,,,,,,,,,
225414,39,-2,1,R,1084,R,401,R,683,R,1,R,0,R,1,R,87,R,40,R,47,R,83,R,20,R,63,R,423,R,136,R,287,R,2,R,0,R,2,R,408,R,169,R,239,R,42,R,15,R,27,R,5,R,2,R,3,R,33,R,19,R,14,2020,,,,,,,,,
225414,40,-2,1,R,2502,R,987,R,1515,R,6,R,3,R,3,R,176,R,99,R,77,R,169,R,56,R,113,R,974,R,331,R,643,R,2,R,1,R,1,R,1028,R,427,R,601,R,78,R,39,R,39,R,27,R,10,R,17,R,42,R,21,R,21,2020,,,,,,,,,
225414,42,-2,1,R,4211,R,1549,R,2662,R,8,R,1,R,7,R,290,R,137,R,153,R,347,R,122,R,225,R,1894,R,638,R,1256,R,2,R,1,R,1,R,1455,R,559,R,896,R,128,R,47,R,81,R,65,R,35,R,30,R,22,R,9,R,13,2020,,,,,,,,,
225414,43,-2,1,R,4032,R,1491,R,2541,R,8,R,1,R,7,R,260,R,129,R,131,R,322,R,115,R,207,R,1846,R,627,R,1219,R,2,R,1,R,1,R,1386,R,529,R,857,R,124,R,46,R,78,R,62,R,34,R,28,R,22,R,9,R,13,2020,,,,,,,,,
225414,44,-2,1,R,83,R,41,R,42,R,0,R,0,R,0,R,8,R,3,R,5,R,9,R,5,R,4,R,45,R,20,R,25,R,0,R,0,R,0,R,17,R,11,R,6,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,2020,,,,,,,,,
225414,45,-2,1,R,3949,R,1450,R,2499,R,8,R,1,R,7,R,252,R,126,R,126,R,313,R,110,R,203,R,1801,R,607,R,1194,R,2,R,1,R,1,R,1369,R,518,R,851,R,120,R,44,R,76,R,62,R,34,R,28,R,22,R,9,R,13,2020,,,,,,,,,
225414,51,-2,1,R,179,R,58,R,121,R,0,R,0,R,0,R,30,R,8,R,22,R,25,R,7,R,18,R,48,R,11,R,37,R,0,R,0,R,0,R,69,R,30,R,39,R,4,R,1,R,3,R,3,R,1,R,2,R,0,R,0,R,0,2020,,,,,,,,,
225414,59,-2,1,R,1174,R,460,R,714,R,3,R,0,R,3,R,78,R,40,R,38,R,82,R,39,R,43,R,565,R,204,R,361,R,2,R,1,R,1,R,391,R,155,R,236,R,33,R,8,R,25,R,16,R,11,R,5,R,4,R,2,R,2,2020,,,,,,,,,
225414,60,-2,1,R,2775,R,990,R,1785,R,5,R,1,R,4,R,174,R,86,R,88,R,231,R,71,R,160,R,1236,R,403,R,833,R,0,R,0,R,0,R,978,R,363,R,615,R,87,R,36,R,51,R,46,R,23,R,23,R,18,R,7,R,11,2020,,,,,,,,,
225423,1,1,999,R,81256,R,32828,R,48428,R,124,R,51,R,73,R,8682,R,4047,R,4635,R,22964,R,7746,R,15218,R,28474,R,11524,R,16950,R,110,R,55,R,55,R,10597,R,4923,R,5674,R,1582,R,626,R,956,R,1584,R,708,R,876,R,7139,R,3148,R,3991,2020,,,,,,,,,
225423,2,2,1,R,81256,R,32828,R,48428,R,124,R,51,R,73,R,8682,R,4047,R,4635,R,22964,R,7746,R,15218,R,28474,R,11524,R,16950,R,110,R,55,R,55,R,10597,R,4923,R,5674,R,1582,R,626,R,956,R,1584,R,708,R,876,R,7139,R,3148,R,3991,2020,,,,,,,,,
225423,3,-2,1,R,80997,R,32732,R,48265,R,124,R,51,R,73,R,8637,R,4029,R,4608,R,22911,R,7732,R,15179,R,28416,R,11504,R,16912,R,110,R,55,R,55,R,10522,R,4884,R,5638,R,1576,R,625,R,951,R,1582,R,707,R,875,R,7119,R,3145,R,3974,2020,,,,,,,,,
225423,4,-2,1,R,14929,R,6593,R,8336,R,18,R,7,R,11,R,1457,R,725,R,732,R,4284,R,1706,R,2578,R,5621,R,2462,R,3159,R,17,R,11,R,6,R,1810,R,881,R,929,R,307,R,127,R,180,R,266,R,128,R,138,R,1149,R,546,R,603,2020,,,,,,,,,
225423,5,-2,1,R,66068,R,26139,R,39929,R,106,R,44,R,62,R,7180,R,3304,R,3876,R,18627,R,6026,R,12601,R,22795,R,9042,R,13753,R,93,R,44,R,49,R,8712,R,4003,R,4709,R,1269,R,498,R,771,R,1316,R,579,R,737,R,5970,R,2599,R,3371,2020,,,,,,,,,
225423,11,-2,1,R,259,R,96,R,163,R,0,R,0,R,0,R,45,R,18,R,27,R,53,R,14,R,39,R,58,R,20,R,38,R,0,R,0,R,0,R,75,R,39,R,36,R,6,R,1,R,5,R,2,R,1,R,1,R,20,R,3,R,17,2020,,,,,,,,,
225423,19,-2,1,R,5543,R,2323,R,3220,R,5,R,2,R,3,R,552,R,276,R,276,R,1830,R,633,R,1197,R,1486,R,625,R,861,R,6,R,1,R,5,R,1049,R,506,R,543,R,178,R,81,R,97,R,85,R,40,R,45,R,352,R,159,R,193,2020,,,,,,,,,
225423,20,-2,1,R,60525,R,23816,R,36709,R,101,R,42,R,59,R,6628,R,3028,R,3600,R,16797,R,5393,R,11404,R,21309,R,8417,R,12892,R,87,R,43,R,44,R,7663,R,3497,R,4166,R,1091,R,417,R,674,R,1231,R,539,R,692,R,5618,R,2440,R,3178,2020,,,,,,,,,
225423,22,-2,1,R,19693,R,8670,R,11023,R,26,R,10,R,16,R,1992,R,995,R,997,R,4605,R,1726,R,2879,R,6125,R,2668,R,3457,R,22,R,13,R,9,R,2108,R,1093,R,1015,R,410,R,172,R,238,R,273,R,129,R,144,R,4132,R,1864,R,2268,2020,,,,,,,,,
225423,23,-2,1,R,19674,R,8663,R,11011,R,26,R,10,R,16,R,1989,R,994,R,995,R,4601,R,1725,R,2876,R,6119,R,2665,R,3454,R,22,R,13,R,9,R,2104,R,1091,R,1013,R,410,R,172,R,238,R,273,R,129,R,144,R,4130,R,1864,R,2266,2020,,,,,,,,,
225423,24,-2,1,R,5837,R,2781,R,3056,R,8,R,2,R,6,R,611,R,314,R,297,R,1317,R,578,R,739,R,2313,R,1083,R,1230,R,6,R,3,R,3,R,619,R,334,R,285,R,121,R,51,R,70,R,95,R,44,R,51,R,747,R,372,R,375,2020,,,,,,,,,
225423,25,-2,1,R,13837,R,5882,R,7955,R,18,R,8,R,10,R,1378,R,680,R,698,R,3284,R,1147,R,2137,R,3806,R,1582,R,2224,R,16,R,10,R,6,R,1485,R,757,R,728,R,289,R,121,R,168,R,178,R,85,R,93,R,3383,R,1492,R,1891,2020,,,,,,,,,
225423,31,-2,1,R,19,R,7,R,12,R,0,R,0,R,0,R,3,R,1,R,2,R,4,R,1,R,3,R,6,R,3,R,3,R,0,R,0,R,0,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,2,2020,,,,,,,,,
225423,39,-2,1,R,1977,R,912,R,1065,R,1,R,0,R,1,R,181,R,94,R,87,R,621,R,231,R,390,R,498,R,228,R,270,R,1,R,0,R,1,R,326,R,187,R,139,R,77,R,37,R,40,R,21,R,13,R,8,R,251,R,122,R,129,2020,,,,,,,,,
225423,40,-2,1,R,11860,R,4970,R,6890,R,17,R,8,R,9,R,1197,R,586,R,611,R,2663,R,916,R,1747,R,3308,R,1354,R,1954,R,15,R,10,R,5,R,1159,R,570,R,589,R,212,R,84,R,128,R,157,R,72,R,85,R,3132,R,1370,R,1762,2020,,,,,,,,,
225423,42,-2,1,R,61563,R,24158,R,37405,R,98,R,41,R,57,R,6690,R,3052,R,3638,R,18359,R,6020,R,12339,R,22349,R,8856,R,13493,R,88,R,42,R,46,R,8489,R,3830,R,4659,R,1172,R,454,R,718,R,1311,R,579,R,732,R,3007,R,1284,R,1723,2020,,,,,,,,,
225423,43,-2,1,R,61323,R,24069,R,37254,R,98,R,41,R,57,R,6648,R,3035,R,3613,R,18310,R,6007,R,12303,R,22297,R,8839,R,13458,R,88,R,42,R,46,R,8418,R,3793,R,4625,R,1166,R,453,R,713,R,1309,R,578,R,731,R,2989,R,1281,R,1708,2020,,,,,,,,,
225423,44,-2,1,R,9092,R,3812,R,5280,R,10,R,5,R,5,R,846,R,411,R,435,R,2967,R,1128,R,1839,R,3308,R,1379,R,1929,R,11,R,8,R,3,R,1191,R,547,R,644,R,186,R,76,R,110,R,171,R,84,R,87,R,402,R,174,R,228,2020,,,,,,,,,
225423,45,-2,1,R,52231,R,20257,R,31974,R,88,R,36,R,52,R,5802,R,2624,R,3178,R,15343,R,4879,R,10464,R,18989,R,7460,R,11529,R,77,R,34,R,43,R,7227,R,3246,R,3981,R,980,R,377,R,603,R,1138,R,494,R,644,R,2587,R,1107,R,1480,2020,,,,,,,,,
225423,51,-2,1,R,240,R,89,R,151,R,0,R,0,R,0,R,42,R,17,R,25,R,49,R,13,R,36,R,52,R,17,R,35,R,0,R,0,R,0,R,71,R,37,R,34,R,6,R,1,R,5,R,2,R,1,R,1,R,18,R,3,R,15,2020,,,,,,,,,
225423,59,-2,1,R,3566,R,1411,R,2155,R,4,R,2,R,2,R,371,R,182,R,189,R,1209,R,402,R,807,R,988,R,397,R,591,R,5,R,1,R,4,R,723,R,319,R,404,R,101,R,44,R,57,R,64,R,27,R,37,R,101,R,37,R,64,2020,,,,,,,,,
225423,60,-2,1,R,48665,R,18846,R,29819,R,84,R,34,R,50,R,5431,R,2442,R,2989,R,14134,R,4477,R,9657,R,18001,R,7063,R,10938,R,72,R,33,R,39,R,6504,R,2927,R,3577,R,879,R,333,R,546,R,1074,R,467,R,607,R,2486,R,1070,R,1416,2020,,,,,,,,,
225432,1,1,999,R,18096,R,7177,R,10919,R,35,R,13,R,22,R,1634,R,870,R,764,R,3747,R,1265,R,2482,R,8483,R,3141,R,5342,R,31,R,15,R,16,R,2716,R,1255,R,1461,R,307,R,129,R,178,R,166,R,64,R,102,R,977,R,425,R,552,2020,,,,,,,,,
225432,2,2,1,R,16016,R,6317,R,9699,R,33,R,12,R,21,R,1406,R,752,R,654,R,3052,R,1027,R,2025,R,7903,R,2899,R,5004,R,24,R,11,R,13,R,2313,R,1063,R,1250,R,264,R,115,R,149,R,146,R,58,R,88,R,875,R,380,R,495,2020,,,,,,,,,
225432,3,-2,1,R,15736,R,6196,R,9540,R,33,R,12,R,21,R,1337,R,723,R,614,R,3001,R,1003,R,1998,R,7843,R,2879,R,4964,R,24,R,11,R,13,R,2238,R,1032,R,1206,R,256,R,110,R,146,R,143,R,57,R,86,R,861,R,369,R,492,2020,,,,,,,,,
225432,4,-2,1,R,1506,R,662,R,844,R,1,R,1,R,0,R,110,R,60,R,50,R,155,R,77,R,78,R,1087,R,459,R,628,R,1,R,1,R,0,R,66,R,32,R,34,R,13,R,5,R,8,R,1,R,0,R,1,R,72,R,27,R,45,2020,,,,,,,,,
