UNITID,GRTYPE,CHRTSTAT,SECTION,COHORT,LINE,XGRTOTLT,GRTOTLT,XGRTOTLM,GRTOTLM,XGRTOTLW,GRTOTLW,XGRAIANT,GRAIANT,XGRAIANM,GRAIANM,XGRAIANW,GRAIANW,XGRASIAT,GRASIAT,XGRASIAM,GRASIAM,XGRASIAW,GRASIAW,XGRBKAAT,GRBKAAT,XGRBKAAM,GRBKAAM,XGRBKAAW,GRBKAAW,XGRHISPT,GRHISPT,XGRHISPM,GRHISPM,XGRHISPW,GRHISPW,XGRNHPIT,GRNHPIT,XGRNHPIM,GRNHPIM,XGRNHPIW,GRNHPIW,XGRWHITT,GRWHITT,XGRWHITM,GRWHITM,XGRWHITW,GRWHITW,XGR2MORT,GR2MORT,XGR2MORM,GR2MORM,XGR2MORW,GR2MORW,XGRUNKNT,GRUNKNT,XGRUNKNM,GRUNKNM,XGRUNKNW,GRUNKNW,XGRNRALT,GRNRALT,XGRNRALM,GRNRALM,XGRNRALW,GRNRALW ,YEAR
222576,28,11,4,4,45 ,R,5,R,4.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,3.0,R,2.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2022
222576,29,12,4,4,50 ,R,1252,R,501.0,R,751.0,R,11.0,R,4.0,R,7.0,R,40.0,R,12.0,R,28.0,R,59.0,R,26.0,R,33.0,R,623.0,R,261.0,R,362.0,R,1.0,Z,0.0,R,1.0,R,460.0,R,176.0,R,284.0,R,37.0,R,15.0,R,22.0,R,21.0,R,7.0,R,14.0,Z,0.0,Z,0.0,Z,0.0,2022
222576,30,13,4,4,29A,R,346,R,148.0,R,198.0,R,2.0,Z,0.0,R,2.0,R,12.0,R,5.0,R,7.0,R,9.0,R,5.0,R,4.0,R,177.0,R,82.0,R,95.0,R,1.0,Z,0.0,R,1.0,R,131.0,R,51.0,R,80.0,R,11.0,R,4.0,R,7.0,R,3.0,R,1.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,2022
222576,31,14,4,4,11A,R,61,R,46.0,R,15.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,1.0,R,1.0,R,2.0,R,2.0,Z,0.0,R,36.0,R,28.0,R,8.0,Z,0.0,Z,0.0,Z,0.0,R,20.0,R,15.0,R,5.0,R,1.0,Z,0.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2022
222576,32,15,4,4,12A,R,285,R,102.0,R,183.0,R,2.0,Z,0.0,R,2.0,R,10.0,R,4.0,R,6.0,R,7.0,R,3.0,R,4.0,R,141.0,R,54.0,R,87.0,R,1.0,Z,0.0,R,1.0,R,111.0,R,36.0,R,75.0,R,10.0,R,4.0,R,6.0,R,3.0,R,1.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,2022
222576,33,20,4,4,30 ,R,143,R,47.0,R,96.0,Z,0.0,Z,0.0,Z,0.0,R,6.0,R,1.0,R,5.0,R,9.0,R,3.0,R,6.0,R,52.0,R,21.0,R,31.0,Z,0.0,Z,0.0,Z,0.0,R,70.0,R,21.0,R,49.0,R,3.0,R,1.0,R,2.0,R,3.0,Z,0.0,R,3.0,Z,0.0,Z,0.0,Z,0.0,2022
222576,35,22,4,4,57 ,R,203,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
222576,36,23,4,4,55 ,R,52,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
222576,37,24,4,4,56 ,R,151,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
222576,47,31,4,4,22 ,R,160,R,44.0,R,116.0,R,3.0,R,1.0,R,2.0,R,5.0,R,1.0,R,4.0,R,8.0,R,2.0,R,6.0,R,83.0,R,20.0,R,63.0,Z,0.0,Z,0.0,Z,0.0,R,55.0,R,17.0,R,38.0,R,2.0,R,1.0,R,1.0,R,4.0,R,2.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,2022
222576,48,32,4,4,23 ,R,603,R,262.0,R,341.0,R,6.0,R,3.0,R,3.0,R,17.0,R,5.0,R,12.0,R,33.0,R,16.0,R,17.0,R,311.0,R,138.0,R,173.0,R,0.0,Z,0.0,R,0.0,R,204.0,R,87.0,R,117.0,R,21.0,R,9.0,R,12.0,R,11.0,R,4.0,R,7.0,Z,0.0,Z,0.0,Z,0.0,2022
222822,29,12,4,4,50 ,R,258,R,126.0,R,132.0,R,0.0,R,0.0,R,0.0,R,3.0,R,1.0,R,2.0,R,37.0,R,18.0,R,19.0,R,97.0,R,42.0,R,55.0,R,0.0,R,0.0,R,0.0,R,101.0,R,53.0,R,48.0,R,7.0,R,2.0,R,5.0,R,0.0,R,0.0,R,0.0,R,13.0,R,10.0,R,3.0,2022
222822,30,13,4,4,29A,R,60,R,32.0,R,28.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,R,1.0,Z,0.0,R,8.0,R,3.0,R,5.0,R,24.0,R,10.0,R,14.0,Z,0.0,Z,0.0,Z,0.0,R,23.0,R,15.0,R,8.0,R,3.0,R,2.0,R,1.0,R,0.0,Z,0.0,R,0.0,R,1.0,R,1.0,Z,0.0,2022
222822,31,14,4,4,11A,R,21,R,13.0,R,8.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,4.0,R,1.0,R,3.0,R,10.0,R,6.0,R,4.0,Z,0.0,Z,0.0,Z,0.0,R,5.0,R,4.0,R,1.0,R,1.0,R,1.0,Z,0.0,R,0.0,Z,0.0,R,0.0,R,1.0,R,1.0,Z,0.0,2022
222822,32,15,4,4,12A,R,39,R,19.0,R,20.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,R,1.0,Z,0.0,R,4.0,R,2.0,R,2.0,R,14.0,R,4.0,R,10.0,Z,0.0,Z,0.0,Z,0.0,R,18.0,R,11.0,R,7.0,R,2.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2022
222822,33,20,4,4,30 ,R,33,R,15.0,R,18.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,Z,0.0,R,2.0,R,7.0,R,4.0,R,3.0,R,8.0,R,3.0,R,5.0,Z,0.0,Z,0.0,Z,0.0,R,13.0,R,7.0,R,6.0,R,2.0,Z,0.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,R,1.0,Z,0.0,2022
222822,35,22,4,4,57 ,R,18,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
222822,36,23,4,4,55 ,R,8,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
222822,37,24,4,4,56 ,R,10,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
222822,47,31,4,4,22 ,R,13,R,8.0,R,5.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,7.0,R,2.0,R,5.0,Z,0.0,Z,0.0,Z,0.0,R,6.0,R,6.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2022
222822,48,32,4,4,23 ,R,152,R,71.0,R,81.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,22.0,R,11.0,R,11.0,R,58.0,R,27.0,R,31.0,R,0.0,R,0.0,R,0.0,R,59.0,R,25.0,R,34.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,0.0,R,11.0,R,8.0,R,3.0,2022
222831,2,12,1,1,999,R,1528,R,702.0,R,826.0,R,7.0,R,2.0,R,5.0,R,8.0,R,2.0,R,6.0,R,148.0,R,85.0,R,63.0,R,556.0,R,238.0,R,318.0,R,1.0,R,1.0,R,0.0,R,723.0,R,334.0,R,389.0,R,50.0,R,21.0,R,29.0,R,0.0,R,0.0,R,0.0,R,35.0,R,19.0,R,16.0,2022
222831,3,13,1,1,999,R,623,R,263.0,R,360.0,R,5.0,R,1.0,R,4.0,R,5.0,R,1.0,R,4.0,R,47.0,R,28.0,R,19.0,R,212.0,R,82.0,R,130.0,R,0.0,R,0.0,R,0.0,R,324.0,R,140.0,R,184.0,R,14.0,R,6.0,R,8.0,R,0.0,R,0.0,R,0.0,R,16.0,R,5.0,R,11.0,2022
222831,4,20,1,1,999,R,167,R,55.0,R,112.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,23.0,R,8.0,R,15.0,R,59.0,R,20.0,R,39.0,R,0.0,R,0.0,R,0.0,R,80.0,R,25.0,R,55.0,R,3.0,R,1.0,R,2.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,2022
222831,6,10,2,2,10 ,R,1531,R,704.0,R,827.0,R,7.0,R,2.0,R,5.0,R,8.0,R,2.0,R,6.0,R,148.0,R,85.0,R,63.0,R,558.0,R,240.0,R,318.0,R,1.0,R,1.0,R,0.0,R,724.0,R,334.0,R,390.0,R,50.0,R,21.0,R,29.0,R,0.0,R,0.0,R,0.0,R,35.0,R,19.0,R,16.0,2022
222831,7,11,2,2,45 ,R,3,R,2.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2022
222831,8,12,2,2,50 ,R,1528,R,702.0,R,826.0,R,7.0,R,2.0,R,5.0,R,8.0,R,2.0,R,6.0,R,148.0,R,85.0,R,63.0,R,556.0,R,238.0,R,318.0,R,1.0,R,1.0,R,0.0,R,723.0,R,334.0,R,389.0,R,50.0,R,21.0,R,29.0,R,0.0,R,0.0,R,0.0,R,35.0,R,19.0,R,16.0,2022
222831,9,13,2,2,29A,R,623,R,263.0,R,360.0,R,5.0,R,1.0,R,4.0,R,5.0,R,1.0,R,4.0,R,47.0,R,28.0,R,19.0,R,212.0,R,82.0,R,130.0,R,0.0,R,0.0,R,0.0,R,324.0,R,140.0,R,184.0,R,14.0,R,6.0,R,8.0,R,0.0,R,0.0,R,0.0,R,16.0,R,5.0,R,11.0,2022
222831,12,16,2,2,18A,R,623,R,263.0,R,360.0,R,5.0,R,1.0,R,4.0,R,5.0,R,1.0,R,4.0,R,47.0,R,28.0,R,19.0,R,212.0,R,82.0,R,130.0,R,0.0,R,0.0,R,0.0,R,324.0,R,140.0,R,184.0,R,14.0,R,6.0,R,8.0,R,0.0,R,0.0,R,0.0,R,16.0,R,5.0,R,11.0,2022
222831,13,17,2,2,19 ,R,451,R,179.0,R,272.0,R,3.0,R,1.0,R,2.0,R,3.0,R,1.0,R,2.0,R,26.0,R,15.0,R,11.0,R,142.0,R,49.0,R,93.0,R,0.0,R,0.0,R,0.0,R,254.0,R,106.0,R,148.0,R,9.0,R,4.0,R,5.0,R,0.0,R,0.0,R,0.0,R,14.0,R,3.0,R,11.0,2022
222831,14,18,2,2,20 ,R,137,R,67.0,R,70.0,R,0.0,R,0.0,R,0.0,R,2.0,R,0.0,R,2.0,R,16.0,R,10.0,R,6.0,R,54.0,R,26.0,R,28.0,R,0.0,R,0.0,R,0.0,R,59.0,R,28.0,R,31.0,R,5.0,R,2.0,R,3.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,2022
222831,15,19,2,2,21 ,R,35,R,17.0,R,18.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,0.0,R,5.0,R,3.0,R,2.0,R,16.0,R,7.0,R,9.0,R,0.0,R,0.0,R,0.0,R,11.0,R,6.0,R,5.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,2022
222831,16,20,2,2,30 ,R,167,R,55.0,R,112.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,23.0,R,8.0,R,15.0,R,59.0,R,20.0,R,39.0,R,0.0,R,0.0,R,0.0,R,80.0,R,25.0,R,55.0,R,3.0,R,1.0,R,2.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,2022
222831,40,11,1,1,999,R,3,R,2.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2022
222831,41,31,1,1,999,R,46,R,24.0,R,22.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,4.0,R,2.0,R,2.0,R,21.0,R,8.0,R,13.0,R,0.0,R,0.0,R,0.0,R,17.0,R,11.0,R,6.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,3.0,R,3.0,R,0.0,2022
222831,42,32,1,1,999,R,692,R,360.0,R,332.0,R,1.0,R,0.0,R,1.0,R,3.0,R,1.0,R,2.0,R,74.0,R,47.0,R,27.0,R,264.0,R,128.0,R,136.0,R,1.0,R,1.0,R,0.0,R,302.0,R,158.0,R,144.0,R,32.0,R,14.0,R,18.0,R,0.0,R,0.0,R,0.0,R,15.0,R,11.0,R,4.0,2022
222831,43,31,2,2,22 ,R,46,R,24.0,R,22.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,4.0,R,2.0,R,2.0,R,21.0,R,8.0,R,13.0,R,0.0,R,0.0,R,0.0,R,17.0,R,11.0,R,6.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,3.0,R,3.0,R,0.0,2022
222831,44,32,2,2,23 ,R,692,R,360.0,R,332.0,R,1.0,R,0.0,R,1.0,R,3.0,R,1.0,R,2.0,R,74.0,R,47.0,R,27.0,R,264.0,R,128.0,R,136.0,R,1.0,R,1.0,R,0.0,R,302.0,R,158.0,R,144.0,R,32.0,R,14.0,R,18.0,R,0.0,R,0.0,R,0.0,R,15.0,R,11.0,R,4.0,2022
222992,2,12,1,1,999,R,2398,R,1244.0,R,1154.0,R,24.0,R,17.0,R,7.0,R,135.0,R,54.0,R,81.0,R,128.0,R,64.0,R,64.0,R,895.0,R,432.0,R,463.0,R,3.0,R,2.0,R,1.0,R,1035.0,R,570.0,R,465.0,R,117.0,R,71.0,R,46.0,R,14.0,R,6.0,R,8.0,R,47.0,R,28.0,R,19.0,2022
222992,3,13,1,1,999,R,339,R,169.0,R,170.0,R,2.0,R,1.0,R,1.0,R,34.0,R,14.0,R,20.0,R,9.0,R,3.0,R,6.0,R,122.0,R,50.0,R,72.0,R,1.0,Z,0.0,R,1.0,R,140.0,R,83.0,R,57.0,R,16.0,R,11.0,R,5.0,R,4.0,R,2.0,R,2.0,R,11.0,R,5.0,R,6.0,2022
222992,4,20,1,1,999,R,864,R,425.0,R,439.0,R,11.0,R,7.0,R,4.0,R,69.0,R,24.0,R,45.0,R,40.0,R,21.0,R,19.0,R,221.0,R,94.0,R,127.0,R,1.0,R,1.0,Z,0.0,R,463.0,R,245.0,R,218.0,R,45.0,R,26.0,R,19.0,R,6.0,R,2.0,R,4.0,R,8.0,R,5.0,R,3.0,2022
222992,18,10,3,3,10 ,R,2398,R,1244.0,R,1154.0,R,24.0,R,17.0,R,7.0,R,135.0,R,54.0,R,81.0,R,128.0,R,64.0,R,64.0,R,895.0,R,432.0,R,463.0,R,3.0,R,2.0,R,1.0,R,1035.0,R,570.0,R,465.0,R,117.0,R,71.0,R,46.0,R,14.0,R,6.0,R,8.0,R,47.0,R,28.0,R,19.0,2022
222992,20,12,3,3,50 ,R,2398,R,1244.0,R,1154.0,R,24.0,R,17.0,R,7.0,R,135.0,R,54.0,R,81.0,R,128.0,R,64.0,R,64.0,R,895.0,R,432.0,R,463.0,R,3.0,R,2.0,R,1.0,R,1035.0,R,570.0,R,465.0,R,117.0,R,71.0,R,46.0,R,14.0,R,6.0,R,8.0,R,47.0,R,28.0,R,19.0,2022
222992,21,13,3,3,29A,R,339,R,169.0,R,170.0,R,2.0,R,1.0,R,1.0,R,34.0,R,14.0,R,20.0,R,9.0,R,3.0,R,6.0,R,122.0,R,50.0,R,72.0,R,1.0,Z,0.0,R,1.0,R,140.0,R,83.0,R,57.0,R,16.0,R,11.0,R,5.0,R,4.0,R,2.0,R,2.0,R,11.0,R,5.0,R,6.0,2022
222992,22,14,3,3,11A,R,13,R,11.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,R,1.0,Z,0.0,R,3.0,R,2.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,R,8.0,R,7.0,R,1.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2022
222992,23,15,3,3,12A,R,326,R,158.0,R,168.0,R,2.0,R,1.0,R,1.0,R,34.0,R,14.0,R,20.0,R,8.0,R,2.0,R,6.0,R,119.0,R,48.0,R,71.0,R,1.0,Z,0.0,R,1.0,R,132.0,R,76.0,R,56.0,R,15.0,R,10.0,R,5.0,R,4.0,R,2.0,R,2.0,R,11.0,R,5.0,R,6.0,2022
222992,25,20,3,3,30 ,R,864,R,425.0,R,439.0,R,11.0,R,7.0,R,4.0,R,69.0,R,24.0,R,45.0,R,40.0,R,21.0,R,19.0,R,221.0,R,94.0,R,127.0,R,1.0,R,1.0,Z,0.0,R,463.0,R,245.0,R,218.0,R,45.0,R,26.0,R,19.0,R,6.0,R,2.0,R,4.0,R,8.0,R,5.0,R,3.0,2022
222992,41,31,1,1,999,R,509,R,268.0,R,241.0,R,4.0,R,2.0,R,2.0,R,17.0,R,10.0,R,7.0,R,38.0,R,17.0,R,21.0,R,260.0,R,124.0,R,136.0,R,1.0,R,1.0,Z,0.0,R,151.0,R,87.0,R,64.0,R,30.0,R,22.0,R,8.0,R,3.0,R,2.0,R,1.0,R,5.0,R,3.0,R,2.0,2022
222992,42,32,1,1,999,R,686,R,382.0,R,304.0,R,7.0,R,7.0,R,0.0,R,15.0,R,6.0,R,9.0,R,41.0,R,23.0,R,18.0,R,292.0,R,164.0,R,128.0,R,0.0,R,0.0,R,0.0,R,281.0,R,155.0,R,126.0,R,26.0,R,12.0,R,14.0,R,1.0,R,0.0,R,1.0,R,23.0,R,15.0,R,8.0,2022
222992,45,31,3,3,22 ,R,509,R,268.0,R,241.0,R,4.0,R,2.0,R,2.0,R,17.0,R,10.0,R,7.0,R,38.0,R,17.0,R,21.0,R,260.0,R,124.0,R,136.0,R,1.0,R,1.0,Z,0.0,R,151.0,R,87.0,R,64.0,R,30.0,R,22.0,R,8.0,R,3.0,R,2.0,R,1.0,R,5.0,R,3.0,R,2.0,2022
222992,46,32,3,3,23 ,R,686,R,382.0,R,304.0,R,7.0,R,7.0,R,0.0,R,15.0,R,6.0,R,9.0,R,41.0,R,23.0,R,18.0,R,292.0,R,164.0,R,128.0,R,0.0,R,0.0,R,0.0,R,281.0,R,155.0,R,126.0,R,26.0,R,12.0,R,14.0,R,1.0,R,0.0,R,1.0,R,23.0,R,15.0,R,8.0,2022
223320,29,12,4,4,50 ,R,461,R,215.0,R,246.0,R,1.0,R,0.0,R,1.0,R,3.0,R,0.0,R,3.0,R,22.0,R,16.0,R,6.0,R,324.0,R,134.0,R,190.0,R,0.0,R,0.0,R,0.0,R,85.0,R,41.0,R,44.0,R,2.0,R,0.0,R,2.0,R,24.0,R,24.0,R,0.0,R,0.0,R,0.0,R,0.0,2022
223320,30,13,4,4,29A,R,101,R,42.0,R,59.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,5.0,R,4.0,R,1.0,R,67.0,R,26.0,R,41.0,R,0.0,R,0.0,R,0.0,R,24.0,R,7.0,R,17.0,R,0.0,R,0.0,R,0.0,R,5.0,R,5.0,R,0.0,R,0.0,R,0.0,R,0.0,2022
223320,31,14,4,4,11A,R,66,R,31.0,R,35.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2.0,R,2.0,R,0.0,R,41.0,R,21.0,R,20.0,R,0.0,R,0.0,R,0.0,R,20.0,R,5.0,R,15.0,R,0.0,R,0.0,R,0.0,R,3.0,R,3.0,R,0.0,R,0.0,R,0.0,R,0.0,2022
223320,32,15,4,4,12A,R,35,R,11.0,R,24.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,3.0,R,2.0,R,1.0,R,26.0,R,5.0,R,21.0,R,0.0,R,0.0,R,0.0,R,4.0,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,2022
223320,35,22,4,4,57 ,R,101,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
223320,36,23,4,4,55 ,R,66,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
223320,37,24,4,4,56 ,R,35,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
223320,47,31,4,4,22 ,R,30,R,8.0,R,22.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,27.0,R,8.0,R,19.0,R,0.0,R,0.0,R,0.0,R,3.0,R,0.0,R,3.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2022
223320,48,32,4,4,23 ,R,330,R,165.0,R,165.0,R,1.0,R,0.0,R,1.0,R,3.0,R,0.0,R,3.0,R,17.0,R,12.0,R,5.0,R,230.0,R,100.0,R,130.0,R,0.0,R,0.0,R,0.0,R,58.0,R,34.0,R,24.0,R,2.0,R,0.0,R,2.0,R,19.0,R,19.0,R,0.0,R,0.0,R,0.0,R,0.0,2022
