UNITID,EFFYALEV,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,XEFYGUUN,EFYGUUN,XEFYGUAN,EFYGUAN,XEFYGUTO,EFYGUTOT,XEFYGUKN,EFYGUKN,YEAR
222567,23,-2,1,R,1178,R,563,R,615,R,7,R,6,R,1,R,62,R,30,R,32,R,170,R,80,R,90,R,469,R,205,R,264,R,4,R,3,R,1,R,420,R,220,R,200,R,0,R,0,R,0,R,23,R,13,R,10,R,23,R,6,R,17,A,,A,,A,,A,,2024
222567,24,-2,1,R,354,R,162,R,192,R,4,R,3,R,1,R,21,R,11,R,10,R,40,R,19,R,21,R,173,R,73,R,100,R,1,R,1,R,0,R,102,R,50,R,52,R,0,R,0,R,0,R,8,R,3,R,5,R,5,R,2,R,3,A,,A,,A,,A,,2024
222567,25,-2,1,R,824,R,401,R,423,R,3,R,3,R,0,R,41,R,19,R,22,R,130,R,61,R,69,R,296,R,132,R,164,R,3,R,2,R,1,R,318,R,170,R,148,R,0,R,0,R,0,R,15,R,10,R,5,R,18,R,4,R,14,A,,A,,A,,A,,2024
222567,31,-2,1,R,158,R,58,R,100,R,0,R,0,R,0,R,29,R,12,R,17,R,23,R,5,R,18,R,62,R,24,R,38,R,0,R,0,R,0,R,41,R,15,R,26,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,R,0,A,,A,,A,,A,,2024
222567,39,-2,1,R,343,R,156,R,187,R,1,R,1,R,0,R,11,R,8,R,3,R,68,R,30,R,38,R,92,R,32,R,60,R,1,R,1,R,0,R,147,R,77,R,70,R,0,R,0,R,0,R,7,R,3,R,4,R,16,R,4,R,12,A,,A,,A,,A,,2024
222567,40,-2,1,R,481,R,245,R,236,R,2,R,2,R,0,R,30,R,11,R,19,R,62,R,31,R,31,R,204,R,100,R,104,R,2,R,1,R,1,R,171,R,93,R,78,R,0,R,0,R,0,R,8,R,7,R,1,R,2,R,0,R,2,A,,A,,A,,A,,2024
222567,41,-2,999,R,6227,R,2536,R,3691,R,46,R,12,R,34,R,614,R,252,R,362,R,1199,R,463,R,736,R,2293,R,896,R,1397,R,9,R,3,R,6,R,1885,R,821,R,1064,R,0,R,0,R,0,R,142,R,76,R,66,R,39,R,13,R,26,A,,A,,A,,A,,2024
222567,42,-2,1,R,6227,R,2536,R,3691,R,46,R,12,R,34,R,614,R,252,R,362,R,1199,R,463,R,736,R,2293,R,896,R,1397,R,9,R,3,R,6,R,1885,R,821,R,1064,R,0,R,0,R,0,R,142,R,76,R,66,R,39,R,13,R,26,A,,A,,A,,A,,2024
222567,43,-2,1,R,3611,R,1511,R,2100,R,31,R,9,R,22,R,254,R,101,R,153,R,669,R,289,R,380,R,1372,R,535,R,837,R,8,R,3,R,5,R,1181,R,523,R,658,R,0,R,0,R,0,R,72,R,43,R,29,R,24,R,8,R,16,A,,A,,A,,A,,2024
222567,44,-2,1,R,591,R,300,R,291,R,5,R,4,R,1,R,42,R,17,R,25,R,105,R,61,R,44,R,240,R,118,R,122,R,3,R,1,R,2,R,177,R,91,R,86,R,0,R,0,R,0,R,13,R,6,R,7,R,6,R,2,R,4,A,,A,,A,,A,,2024
222567,45,-2,1,R,3020,R,1211,R,1809,R,26,R,5,R,21,R,212,R,84,R,128,R,564,R,228,R,336,R,1132,R,417,R,715,R,5,R,2,R,3,R,1004,R,432,R,572,R,0,R,0,R,0,R,59,R,37,R,22,R,18,R,6,R,12,A,,A,,A,,A,,2024
222567,51,-2,1,R,2616,R,1025,R,1591,R,15,R,3,R,12,R,360,R,151,R,209,R,530,R,174,R,356,R,921,R,361,R,560,R,1,R,0,R,1,R,704,R,298,R,406,R,0,R,0,R,0,R,70,R,33,R,37,R,15,R,5,R,10,A,,A,,A,,A,,2024
222567,59,-2,1,R,1297,R,428,R,869,R,14,R,3,R,11,R,98,R,35,R,63,R,318,R,102,R,216,R,369,R,107,R,262,R,4,R,2,R,2,R,459,R,168,R,291,R,0,R,0,R,0,R,27,R,10,R,17,R,8,R,1,R,7,A,,A,,A,,A,,2024
222567,60,-2,1,R,1723,R,783,R,940,R,12,R,2,R,10,R,114,R,49,R,65,R,246,R,126,R,120,R,763,R,310,R,453,R,1,R,0,R,1,R,545,R,264,R,281,R,0,R,0,R,0,R,32,R,27,R,5,R,10,R,5,R,5,A,,A,,A,,A,,2024
222576,1,1,999,R,11886,R,4283,R,7603,R,90,R,42,R,48,R,338,R,131,R,207,R,728,R,283,R,445,R,5507,R,1896,R,3611,R,7,R,1,R,6,R,4562,R,1702,R,2860,R,292,R,91,R,201,R,362,R,137,R,225,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,R,11886.0,2024
222576,2,2,1,R,11886,R,4283,R,7603,R,90,R,42,R,48,R,338,R,131,R,207,R,728,R,283,R,445,R,5507,R,1896,R,3611,R,7,R,1,R,6,R,4562,R,1702,R,2860,R,292,R,91,R,201,R,362,R,137,R,225,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,R,11886.0,2024
222576,3,-2,1,R,9577,R,3341,R,6236,R,75,R,32,R,43,R,269,R,100,R,169,R,670,R,259,R,411,R,4680,R,1564,R,3116,R,6,Z,0,R,6,R,3421,R,1220,R,2201,R,231,R,74,R,157,R,225,R,92,R,133,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,4,-2,1,R,2010,R,865,R,1145,R,21,R,13,R,8,R,64,R,23,R,41,R,145,R,77,R,68,R,1020,R,420,R,600,R,1,Z,0,R,1,R,629,R,278,R,351,R,49,R,22,R,27,R,81,R,32,R,49,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,5,-2,1,R,7567,R,2476,R,5091,R,54,R,19,R,35,R,205,R,77,R,128,R,525,R,182,R,343,R,3660,R,1144,R,2516,R,5,Z,0,R,5,R,2792,R,942,R,1850,R,182,R,52,R,130,R,144,R,60,R,84,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,11,-2,1,R,2309,R,942,R,1367,R,15,R,10,R,5,R,69,R,31,R,38,R,58,R,24,R,34,R,827,R,332,R,495,R,1,R,1,Z,0,R,1141,R,482,R,659,R,61,R,17,R,44,R,137,R,45,R,92,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,19,-2,1,R,373,R,120,R,253,R,4,R,1,R,3,R,7,R,2,R,5,R,29,R,8,R,21,R,140,R,39,R,101,Z,0,Z,0,Z,0,R,172,R,65,R,107,R,13,R,1,R,12,R,8,R,4,R,4,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,20,-2,1,R,7194,R,2356,R,4838,R,50,R,18,R,32,R,198,R,75,R,123,R,496,R,174,R,322,R,3520,R,1105,R,2415,R,5,Z,0,R,5,R,2620,R,877,R,1743,R,169,R,51,R,118,R,136,R,56,R,80,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,21,-2,999,R,4171,R,1724,R,2447,R,36,R,15,R,21,R,123,R,46,R,77,R,264,R,117,R,147,R,2046,R,842,R,1204,R,4,Z,0,R,4,R,1480,R,617,R,863,R,103,R,32,R,71,R,115,R,55,R,60,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,22,-2,1,R,4171,R,1724,R,2447,R,36,R,15,R,21,R,123,R,46,R,77,R,264,R,117,R,147,R,2046,R,842,R,1204,R,4,Z,0,R,4,R,1480,R,617,R,863,R,103,R,32,R,71,R,115,R,55,R,60,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,23,-2,1,R,4022,R,1659,R,2363,R,35,R,15,R,20,R,119,R,44,R,75,R,261,R,116,R,145,R,1996,R,816,R,1180,R,4,Z,0,R,4,R,1399,R,585,R,814,R,97,R,30,R,67,R,111,R,53,R,58,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,24,-2,1,R,1181,R,532,R,649,R,12,R,5,R,7,R,44,R,17,R,27,R,74,R,35,R,39,R,620,R,274,R,346,R,1,Z,0,R,1,R,344,R,165,R,179,R,32,R,12,R,20,R,54,R,24,R,30,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,25,-2,1,R,2841,R,1127,R,1714,R,23,R,10,R,13,R,75,R,27,R,48,R,187,R,81,R,106,R,1376,R,542,R,834,R,3,Z,0,R,3,R,1055,R,420,R,635,R,65,R,18,R,47,R,57,R,29,R,28,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,31,-2,1,R,149,R,65,R,84,R,1,Z,0,R,1,R,4,R,2,R,2,R,3,R,1,R,2,R,50,R,26,R,24,Z,0,Z,0,Z,0,R,81,R,32,R,49,R,6,R,2,R,4,R,4,R,2,R,2,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,39,-2,1,R,91,R,47,R,44,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,6,R,4,R,2,R,30,R,13,R,17,Z,0,Z,0,Z,0,R,47,R,27,R,20,R,4,R,1,R,3,R,2,R,1,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,40,-2,1,R,2750,R,1080,R,1670,R,23,R,10,R,13,R,73,R,26,R,47,R,181,R,77,R,104,R,1346,R,529,R,817,R,3,Z,0,R,3,R,1008,R,393,R,615,R,61,R,17,R,44,R,55,R,28,R,27,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,41,-2,999,R,7715,R,2559,R,5156,R,54,R,27,R,27,R,215,R,85,R,130,R,464,R,166,R,298,R,3461,R,1054,R,2407,R,3,R,1,R,2,R,3082,R,1085,R,1997,R,189,R,59,R,130,R,247,R,82,R,165,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,42,-2,1,R,7715,R,2559,R,5156,R,54,R,27,R,27,R,215,R,85,R,130,R,464,R,166,R,298,R,3461,R,1054,R,2407,R,3,R,1,R,2,R,3082,R,1085,R,1997,R,189,R,59,R,130,R,247,R,82,R,165,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,43,-2,1,R,5555,R,1682,R,3873,R,40,R,17,R,23,R,150,R,56,R,94,R,409,R,143,R,266,R,2684,R,748,R,1936,R,2,Z,0,R,2,R,2022,R,635,R,1387,R,134,R,44,R,90,R,114,R,39,R,75,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,44,-2,1,R,829,R,333,R,496,R,9,R,8,R,1,R,20,R,6,R,14,R,71,R,42,R,29,R,400,R,146,R,254,Z,0,Z,0,Z,0,R,285,R,113,R,172,R,17,R,10,R,7,R,27,R,8,R,19,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,45,-2,1,R,4726,R,1349,R,3377,R,31,R,9,R,22,R,130,R,50,R,80,R,338,R,101,R,237,R,2284,R,602,R,1682,R,2,Z,0,R,2,R,1737,R,522,R,1215,R,117,R,34,R,83,R,87,R,31,R,56,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,51,-2,1,R,2160,R,877,R,1283,R,14,R,10,R,4,R,65,R,29,R,36,R,55,R,23,R,32,R,777,R,306,R,471,R,1,R,1,Z,0,R,1060,R,450,R,610,R,55,R,15,R,40,R,133,R,43,R,90,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,59,-2,1,R,282,R,73,R,209,R,4,R,1,R,3,R,5,R,1,R,4,R,23,R,4,R,19,R,110,R,26,R,84,Z,0,Z,0,Z,0,R,125,R,38,R,87,R,9,Z,0,R,9,R,6,R,3,R,3,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222576,60,-2,1,R,4444,R,1276,R,3168,R,27,R,8,R,19,R,125,R,49,R,76,R,315,R,97,R,218,R,2174,R,576,R,1598,R,2,Z,0,R,2,R,1612,R,484,R,1128,R,108,R,34,R,74,R,81,R,28,R,53,Z,0,Z,0,Z,0,A,,A,,A,,A,,2024
222822,1,1,999,R,5319,R,1883,R,3436,R,45,R,19,R,26,R,53,R,20,R,33,R,773,R,227,R,546,R,1654,R,609,R,1045,R,2,R,0,R,2,R,2421,R,865,R,1556,R,142,R,50,R,92,R,125,R,46,R,79,R,104,R,47,R,57,R,0.0,A,,R,0.0,R,5319.0,2024
222822,2,2,1,R,5319,R,1883,R,3436,R,45,R,19,R,26,R,53,R,20,R,33,R,773,R,227,R,546,R,1654,R,609,R,1045,R,2,R,0,R,2,R,2421,R,865,R,1556,R,142,R,50,R,92,R,125,R,46,R,79,R,104,R,47,R,57,R,0.0,A,,R,0.0,R,5319.0,2024
222822,3,-2,1,R,3227,R,991,R,2236,R,33,R,13,R,20,R,17,R,6,R,11,R,516,R,125,R,391,R,1001,R,328,R,673,R,1,R,0,R,1,R,1445,R,438,R,1007,R,87,R,26,R,61,R,37,R,11,R,26,R,90,R,44,R,46,A,,A,,A,,A,,2024
222822,4,-2,1,R,914,R,338,R,576,R,7,R,4,R,3,R,3,R,1,R,2,R,119,R,41,R,78,R,306,R,109,R,197,R,0,R,0,R,0,R,415,R,157,R,258,R,23,R,8,R,15,R,13,R,4,R,9,R,28,R,14,R,14,A,,A,,A,,A,,2024
222822,5,-2,1,R,2313,R,653,R,1660,R,26,R,9,R,17,R,14,R,5,R,9,R,397,R,84,R,313,R,695,R,219,R,476,R,1,R,0,R,1,R,1030,R,281,R,749,R,64,R,18,R,46,R,24,R,7,R,17,R,62,R,30,R,32,A,,A,,A,,A,,2024
222822,11,-2,1,R,2092,R,892,R,1200,R,12,R,6,R,6,R,36,R,14,R,22,R,257,R,102,R,155,R,653,R,281,R,372,R,1,R,0,R,1,R,976,R,427,R,549,R,55,R,24,R,31,R,88,R,35,R,53,R,14,R,3,R,11,A,,A,,A,,A,,2024
222822,19,-2,1,R,291,R,82,R,209,R,4,R,1,R,3,R,3,R,1,R,2,R,67,R,15,R,52,R,56,R,21,R,35,R,0,R,0,R,0,R,141,R,36,R,105,R,12,R,3,R,9,R,1,R,0,R,1,R,7,R,5,R,2,A,,A,,A,,A,,2024
222822,20,-2,1,R,2022,R,571,R,1451,R,22,R,8,R,14,R,11,R,4,R,7,R,330,R,69,R,261,R,639,R,198,R,441,R,1,R,0,R,1,R,889,R,245,R,644,R,52,R,15,R,37,R,23,R,7,R,16,R,55,R,25,R,30,A,,A,,A,,A,,2024
222822,21,-2,999,R,1552,R,547,R,1005,R,20,R,11,R,9,R,10,R,2,R,8,R,220,R,75,R,145,R,509,R,169,R,340,R,0,R,0,R,0,R,658,R,234,R,424,R,47,R,15,R,32,R,21,R,9,R,12,R,67,R,32,R,35,A,,A,,A,,A,,2024
222822,22,-2,1,R,1552,R,547,R,1005,R,20,R,11,R,9,R,10,R,2,R,8,R,220,R,75,R,145,R,509,R,169,R,340,R,0,R,0,R,0,R,658,R,234,R,424,R,47,R,15,R,32,R,21,R,9,R,12,R,67,R,32,R,35,A,,A,,A,,A,,2024
222822,23,-2,1,R,1404,R,491,R,913,R,18,R,9,R,9,R,4,R,2,R,2,R,200,R,66,R,134,R,457,R,151,R,306,R,0,R,0,R,0,R,601,R,212,R,389,R,43,R,13,R,30,R,18,R,7,R,11,R,63,R,31,R,32,A,,A,,A,,A,,2024
222822,24,-2,1,R,551,R,206,R,345,R,6,R,3,R,3,R,1,R,0,R,1,R,71,R,27,R,44,R,192,R,61,R,131,R,0,R,0,R,0,R,234,R,93,R,141,R,16,R,6,R,10,R,7,R,3,R,4,R,24,R,13,R,11,A,,A,,A,,A,,2024
222822,25,-2,1,R,853,R,285,R,568,R,12,R,6,R,6,R,3,R,2,R,1,R,129,R,39,R,90,R,265,R,90,R,175,R,0,R,0,R,0,R,367,R,119,R,248,R,27,R,7,R,20,R,11,R,4,R,7,R,39,R,18,R,21,A,,A,,A,,A,,2024
222822,31,-2,1,R,148,R,56,R,92,R,2,R,2,R,0,R,6,R,0,R,6,R,20,R,9,R,11,R,52,R,18,R,34,R,0,R,0,R,0,R,57,R,22,R,35,R,4,R,2,R,2,R,3,R,2,R,1,R,4,R,1,R,3,A,,A,,A,,A,,2024
222822,39,-2,1,R,109,R,41,R,68,R,3,R,1,R,2,R,0,R,0,R,0,R,25,R,7,R,18,R,23,R,11,R,12,R,0,R,0,R,0,R,46,R,17,R,29,R,5,R,1,R,4,R,1,R,0,R,1,R,6,R,4,R,2,A,,A,,A,,A,,2024
222822,40,-2,1,R,744,R,244,R,500,R,9,R,5,R,4,R,3,R,2,R,1,R,104,R,32,R,72,R,242,R,79,R,163,R,0,R,0,R,0,R,321,R,102,R,219,R,22,R,6,R,16,R,10,R,4,R,6,R,33,R,14,R,19,A,,A,,A,,A,,2024
222822,41,-2,999,R,3767,R,1336,R,2431,R,25,R,8,R,17,R,43,R,18,R,25,R,553,R,152,R,401,R,1145,R,440,R,705,R,2,R,0,R,2,R,1763,R,631,R,1132,R,95,R,35,R,60,R,104,R,37,R,67,R,37,R,15,R,22,A,,A,,A,,A,,2024
222822,42,-2,1,R,3767,R,1336,R,2431,R,25,R,8,R,17,R,43,R,18,R,25,R,553,R,152,R,401,R,1145,R,440,R,705,R,2,R,0,R,2,R,1763,R,631,R,1132,R,95,R,35,R,60,R,104,R,37,R,67,R,37,R,15,R,22,A,,A,,A,,A,,2024
222822,43,-2,1,R,1823,R,500,R,1323,R,15,R,4,R,11,R,13,R,4,R,9,R,316,R,59,R,257,R,544,R,177,R,367,R,1,R,0,R,1,R,844,R,226,R,618,R,44,R,13,R,31,R,19,R,4,R,15,R,27,R,13,R,14,A,,A,,A,,A,,2024
222822,44,-2,1,R,363,R,132,R,231,R,1,R,1,R,0,R,2,R,1,R,1,R,48,R,14,R,34,R,114,R,48,R,66,R,0,R,0,R,0,R,181,R,64,R,117,R,7,R,2,R,5,R,6,R,1,R,5,R,4,R,1,R,3,A,,A,,A,,A,,2024
222822,45,-2,1,R,1460,R,368,R,1092,R,14,R,3,R,11,R,11,R,3,R,8,R,268,R,45,R,223,R,430,R,129,R,301,R,1,R,0,R,1,R,663,R,162,R,501,R,37,R,11,R,26,R,13,R,3,R,10,R,23,R,12,R,11,A,,A,,A,,A,,2024
222822,51,-2,1,R,1944,R,836,R,1108,R,10,R,4,R,6,R,30,R,14,R,16,R,237,R,93,R,144,R,601,R,263,R,338,R,1,R,0,R,1,R,919,R,405,R,514,R,51,R,22,R,29,R,85,R,33,R,52,R,10,R,2,R,8,A,,A,,A,,A,,2024
222822,59,-2,1,R,182,R,41,R,141,R,1,R,0,R,1,R,3,R,1,R,2,R,42,R,8,R,34,R,33,R,10,R,23,R,0,R,0,R,0,R,95,R,19,R,76,R,7,R,2,R,5,R,0,R,0,R,0,R,1,R,1,R,0,A,,A,,A,,A,,2024
222822,60,-2,1,R,1278,R,327,R,951,R,13,R,3,R,10,R,8,R,2,R,6,R,226,R,37,R,189,R,397,R,119,R,278,R,1,R,0,R,1,R,568,R,143,R,425,R,30,R,9,R,21,R,13,R,3,R,10,R,22,R,11,R,11,A,,A,,A,,A,,2024
222831,1,1,999,R,12798,R,5278,R,7520,R,40,R,18,R,22,R,191,R,95,R,96,R,682,R,302,R,380,R,4649,R,1833,R,2816,R,17,R,8,R,9,R,6462,R,2685,R,3777,R,413,R,177,R,236,R,60,R,25,R,35,R,284,R,135,R,149,R,0.0,A,,R,0.0,R,12798.0,2024
222831,2,2,1,R,10472,R,4558,R,5914,R,36,R,16,R,20,R,139,R,72,R,67,R,456,R,217,R,239,R,3949,R,1638,R,2311,R,16,R,8,R,8,R,5227,R,2315,R,2912,R,343,R,148,R,195,R,48,R,21,R,27,R,258,R,123,R,135,R,0.0,A,,R,0.0,R,10472.0,2024
222831,3,-2,1,R,6004,R,2684,R,3320,R,14,R,7,R,7,R,80,R,40,R,40,R,378,R,189,R,189,R,2476,R,1047,R,1429,R,9,R,4,R,5,R,2599,R,1176,R,1423,R,218,R,95,R,123,R,32,R,15,R,17,R,198,R,111,R,87,A,,A,,A,,A,,2024
222831,4,-2,1,R,1518,R,717,R,801,R,5,R,4,R,1,R,17,R,6,R,11,R,93,R,46,R,47,R,676,R,312,R,364,R,3,R,2,R,1,R,612,R,292,R,320,R,71,R,32,R,39,R,9,R,5,R,4,R,32,R,18,R,14,A,,A,,A,,A,,2024
222831,5,-2,1,R,4486,R,1967,R,2519,R,9,R,3,R,6,R,63,R,34,R,29,R,285,R,143,R,142,R,1800,R,735,R,1065,R,6,R,2,R,4,R,1987,R,884,R,1103,R,147,R,63,R,84,R,23,R,10,R,13,R,166,R,93,R,73,A,,A,,A,,A,,2024
222831,11,-2,1,R,4468,R,1874,R,2594,R,22,R,9,R,13,R,59,R,32,R,27,R,78,R,28,R,50,R,1473,R,591,R,882,R,7,R,4,R,3,R,2628,R,1139,R,1489,R,125,R,53,R,72,R,16,R,6,R,10,R,60,R,12,R,48,A,,A,,A,,A,,2024
222831,12,4,3,R,2326,R,720,R,1606,R,4,R,2,R,2,R,52,R,23,R,29,R,226,R,85,R,141,R,700,R,195,R,505,R,1,Z,0,R,1,R,1235,R,370,R,865,R,70,R,29,R,41,R,12,R,4,R,8,R,26,R,12,R,14,R,0.0,A,,R,0.0,R,2326.0,2024
222831,19,-2,1,R,638,R,275,R,363,R,3,Z,0,R,3,R,12,R,5,R,7,R,45,R,25,R,20,R,233,R,88,R,145,Z,0,Z,0,Z,0,R,268,R,116,R,152,R,22,R,11,R,11,R,10,R,4,R,6,R,45,R,26,R,19,A,,A,,A,,A,,2024
222831,20,-2,1,R,3848,R,1692,R,2156,R,6,R,3,R,3,R,51,R,29,R,22,R,240,R,118,R,122,R,1567,R,647,R,920,R,6,R,2,R,4,R,1719,R,768,R,951,R,125,R,52,R,73,R,13,R,6,R,7,R,121,R,67,R,54,A,,A,,A,,A,,2024
222831,21,-2,999,R,6579,R,2666,R,3913,R,12,R,6,R,6,R,96,R,48,R,48,R,444,R,205,R,239,R,2551,R,992,R,1559,R,11,R,4,R,7,R,2936,R,1173,R,1763,R,219,R,93,R,126,R,40,R,16,R,24,R,270,R,129,R,141,A,,A,,A,,A,,2024
222831,22,-2,1,R,5379,R,2331,R,3048,R,10,R,6,R,4,R,72,R,35,R,37,R,329,R,160,R,169,R,2193,R,898,R,1295,R,10,R,4,R,6,R,2296,R,1015,R,1281,R,191,R,82,R,109,R,30,R,13,R,17,R,248,R,118,R,130,A,,A,,A,,A,,2024
222831,23,-2,1,R,5214,R,2288,R,2926,R,10,R,6,R,4,R,71,R,34,R,37,R,328,R,160,R,168,R,2157,R,890,R,1267,R,9,R,4,R,5,R,2235,R,995,R,1240,R,187,R,80,R,107,R,29,R,13,R,16,R,188,R,106,R,82,A,,A,,A,,A,,2024
