UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR ,YEAR
224891,R,218.0,R,394.0,R,55.0,R,209.0,R,1.0,R,0.0,R,208.0,R,114.0,R,55.0,R,46.0,R,0.0,R,0.0,R,46.0,R,23.0,R,50.0,R,18.0,2021
224961,R,170.0,R,439.0,R,39.0,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,13.0,2021
225070,R,254.0,R,1066.0,R,24.0,R,29.0,R,0.0,R,0.0,R,29.0,R,5.0,R,17.0,R,73.0,R,0.0,R,0.0,R,73.0,R,17.0,R,23.0,R,21.0,2021
225308,R,424.0,R,1108.0,R,38.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,14.0,2021
225371,R,391.0,R,1477.0,R,26.0,R,409.0,R,0.0,R,0.0,R,409.0,R,189.0,R,46.0,R,159.0,R,0.0,R,0.0,R,159.0,R,66.0,R,42.0,R,20.0,2021
225414,R,263.0,R,1664.0,R,16.0,R,282.0,R,0.0,R,0.0,R,282.0,R,208.0,R,74.0,R,81.0,R,0.0,R,0.0,R,81.0,R,48.0,R,59.0,R,17.0,2021
225423,R,3646.0,R,14513.0,R,25.0,R,3255.0,R,0.0,R,0.0,R,3255.0,R,2064.0,R,63.0,R,2678.0,R,0.0,R,0.0,R,2678.0,R,1291.0,R,48.0,R,18.0,2021
225432,R,1137.0,R,3424.0,R,33.0,R,975.0,R,0.0,R,0.0,R,975.0,R,625.0,R,64.0,R,516.0,R,0.0,R,0.0,R,516.0,R,239.0,R,46.0,R,19.0,2021
225502,R,129.0,R,619.0,R,21.0,R,240.0,R,0.0,R,0.0,R,240.0,R,142.0,R,59.0,R,26.0,R,0.0,R,0.0,R,26.0,R,6.0,R,23.0,R,15.0,2021
225511,R,4998.0,R,10176.0,R,49.0,R,4717.0,R,0.0,R,0.0,R,4717.0,R,4016.0,R,85.0,R,508.0,R,0.0,R,0.0,R,508.0,R,297.0,R,58.0,R,21.0,2021
225520,R,365.0,R,1980.0,R,18.0,R,330.0,R,0.0,R,0.0,R,330.0,R,202.0,R,61.0,R,110.0,R,0.0,R,0.0,R,110.0,R,60.0,R,55.0,R,25.0,2021
226019,R,736.0,R,2328.0,R,32.0,R,708.0,R,0.0,R,0.0,R,708.0,R,432.0,R,61.0,R,223.0,R,0.0,R,0.0,R,223.0,R,78.0,R,35.0,R,17.0,2021
226091,R,1363.0,R,2192.0,R,62.0,R,1200.0,Z,0.0,Z,0.0,R,1200.0,R,684.0,R,57.0,R,264.0,Z,0.0,Z,0.0,R,264.0,R,129.0,R,49.0,R,18.0,2021
226107,R,196.0,R,923.0,R,21.0,R,275.0,R,0.0,R,0.0,R,275.0,R,147.0,R,53.0,R,61.0,R,0.0,R,0.0,R,61.0,R,25.0,R,41.0,R,23.0,2021
226116,R,218.0,R,505.0,R,43.0,R,220.0,R,0.0,R,0.0,R,220.0,R,133.0,R,60.0,R,91.0,R,0.0,R,0.0,R,91.0,R,45.0,R,49.0,R,16.0,2021
226134,R,815.0,R,1718.0,R,47.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,28.0,2021
226152,R,1119.0,R,1817.0,R,62.0,R,1228.0,R,0.0,R,0.0,R,1228.0,R,910.0,R,74.0,R,35.0,R,0.0,R,0.0,R,35.0,R,23.0,R,66.0,R,21.0,2021
226204,R,299.0,R,1280.0,R,23.0,R,505.0,R,2.0,R,0.0,R,503.0,R,111.0,R,22.0,R,577.0,R,1.0,R,0.0,R,576.0,R,89.0,R,15.0,R,15.0,2021
226408,R,414.0,R,1605.0,R,26.0,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,Z,0.0,A,,R,14.0,2021
226578,R,532.0,R,1448.0,R,37.0,R,564.0,R,1.0,R,0.0,R,563.0,R,345.0,R,61.0,R,544.0,R,0.0,R,0.0,R,544.0,R,259.0,R,48.0,R,14.0,2021
226806,R,481.0,R,1010.0,R,48.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,13.0,2021
226833,R,745.0,R,1468.0,R,51.0,R,745.0,Z,0.0,Z,0.0,R,745.0,R,467.0,R,63.0,R,55.0,Z,0.0,Z,0.0,R,55.0,R,19.0,R,35.0,R,17.0,2021
227146,R,821.0,R,1421.0,R,58.0,R,868.0,R,0.0,R,0.0,R,868.0,R,477.0,R,55.0,R,227.0,R,0.0,R,0.0,R,227.0,R,90.0,R,40.0,R,21.0,2021
227182,R,6630.0,R,24143.0,R,27.0,R,0.0,Z,0.0,Z,0.0,R,0.0,R,0.0,A,,R,0.0,Z,0.0,Z,0.0,R,0.0,R,0.0,A,,R,21.0,2021
227216,R,5363.0,R,9675.0,R,55.0,R,5071.0,R,0.0,R,0.0,R,5071.0,R,4010.0,R,79.0,R,172.0,R,0.0,R,0.0,R,172.0,R,101.0,R,59.0,R,25.0,2021
227225,R,422.0,R,617.0,R,68.0,R,375.0,R,0.0,Z,0.0,R,375.0,R,202.0,R,54.0,R,118.0,R,0.0,R,0.0,R,118.0,R,36.0,R,31.0,R,17.0,2021
227304,R,660.0,R,3640.0,R,18.0,R,492.0,R,0.0,R,0.0,R,492.0,R,284.0,R,58.0,R,509.0,R,0.0,R,0.0,R,509.0,R,195.0,R,38.0,R,26.0,2021
227368,R,4241.0,R,6828.0,R,62.0,R,4851.0,R,0.0,R,0.0,R,4851.0,R,3479.0,R,72.0,R,487.0,R,0.0,R,0.0,R,487.0,R,269.0,R,55.0,R,20.0,2021
227377,R,563.0,R,2238.0,R,25.0,R,681.0,R,0.0,R,0.0,R,681.0,R,323.0,R,47.0,R,399.0,R,0.0,R,0.0,R,399.0,R,281.0,R,70.0,R,21.0,2021
227386,R,301.0,R,940.0,R,32.0,R,286.0,R,0.0,R,0.0,R,286.0,R,195.0,R,68.0,R,48.0,R,0.0,R,0.0,R,48.0,R,33.0,R,69.0,R,14.0,2021
227401,R,531.0,R,956.0,R,56.0,R,557.0,R,0.0,R,0.0,R,557.0,R,316.0,R,57.0,R,192.0,R,1.0,R,0.0,R,191.0,R,67.0,R,35.0,R,25.0,2021
227526,R,1754.0,R,2373.0,R,74.0,R,1718.0,R,0.0,R,0.0,R,1718.0,R,1284.0,R,75.0,R,50.0,R,0.0,R,0.0,R,50.0,R,8.0,R,16.0,R,19.0,2021
227687,R,233.0,R,1106.0,R,21.0,R,296.0,Z,0.0,Z,0.0,R,296.0,R,120.0,R,41.0,R,453.0,Z,0.0,Z,0.0,R,453.0,R,315.0,R,70.0,R,18.0,2021
227854,R,385.0,R,2334.0,R,16.0,R,362.0,Z,0.0,Z,0.0,R,362.0,R,226.0,R,62.0,R,900.0,Z,0.0,Z,0.0,R,900.0,R,275.0,R,31.0,R,20.0,2021
227881,R,2758.0,R,5292.0,R,52.0,R,2706.0,R,0.0,R,0.0,R,2706.0,R,1963.0,R,73.0,R,137.0,R,0.0,R,0.0,R,137.0,R,82.0,R,60.0,R,20.0,2021
227924,R,1178.0,R,4618.0,R,26.0,R,1118.0,Z,0.0,Z,0.0,R,1118.0,R,653.0,R,58.0,R,1881.0,Z,0.0,Z,0.0,R,1881.0,R,634.0,R,34.0,R,25.0,2021
227979,R,2618.0,R,7722.0,R,34.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,23.0,2021
228158,R,1120.0,R,2942.0,R,38.0,R,1020.0,Z,0.0,Z,0.0,R,1020.0,R,453.0,R,44.0,R,316.0,Z,0.0,Z,0.0,R,316.0,R,95.0,R,30.0,R,16.0,2021
228316,R,439.0,R,2163.0,R,20.0,R,529.0,R,0.0,R,0.0,R,529.0,R,340.0,R,64.0,R,324.0,R,0.0,R,0.0,R,324.0,R,177.0,R,55.0,R,18.0,2021
228431,R,1684.0,R,2988.0,R,56.0,R,1722.0,R,0.0,R,0.0,R,1722.0,R,1313.0,R,76.0,R,42.0,R,0.0,R,0.0,R,42.0,R,19.0,R,45.0,R,17.0,2021
228459,R,6196.0,R,9762.0,R,63.0,R,5431.0,R,1.0,R,0.0,R,5430.0,R,4180.0,R,77.0,R,430.0,R,0.0,R,0.0,R,430.0,R,235.0,R,55.0,R,22.0,2021
228501,R,191.0,R,404.0,R,47.0,R,240.0,R,0.0,R,0.0,R,240.0,R,122.0,R,51.0,R,2.0,R,0.0,R,0.0,R,2.0,R,1.0,R,50.0,R,11.0,2021
228529,R,2003.0,R,3489.0,R,57.0,R,2176.0,R,0.0,Z,0.0,R,2176.0,R,1516.0,R,70.0,R,98.0,R,0.0,Z,0.0,R,98.0,R,53.0,R,54.0,R,21.0,2021
228547,R,1583.0,R,6547.0,R,24.0,R,2172.0,R,0.0,R,0.0,R,2172.0,R,1337.0,R,62.0,R,3112.0,R,0.0,R,0.0,R,3112.0,R,1583.0,R,51.0,R,17.0,2021
228608,R,250.0,R,2296.0,R,11.0,R,394.0,R,0.0,R,0.0,R,394.0,R,327.0,R,83.0,R,200.0,Z,0.0,Z,0.0,R,200.0,R,146.0,R,73.0,R,18.0,2021
228644,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,5.0,2021
228653,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,10.0,2021
228699,R,267.0,R,500.0,R,53.0,R,280.0,R,0.0,R,0.0,R,280.0,R,134.0,R,48.0,R,141.0,R,0.0,R,0.0,R,141.0,R,55.0,R,39.0,R,17.0,2021
228705,R,897.0,R,1414.0,R,63.0,R,1006.0,R,0.0,R,0.0,R,1006.0,R,662.0,R,66.0,R,49.0,R,0.0,R,0.0,R,49.0,R,16.0,R,33.0,R,17.0,2021
228723,R,11153.0,R,15859.0,R,70.0,R,10039.0,Z,0.0,Z,0.0,R,10039.0,R,9318.0,R,93.0,R,1071.0,Z,0.0,Z,0.0,R,1071.0,R,992.0,R,93.0,R,19.0,2021
228769,R,4010.0,R,9358.0,R,43.0,R,3707.0,Z,0.0,Z,0.0,R,3707.0,R,2633.0,R,71.0,R,193.0,Z,0.0,Z,0.0,R,193.0,R,86.0,R,45.0,R,24.0,2021
228778,R,8915.0,R,11135.0,R,80.0,R,8318.0,R,0.0,R,0.0,R,8318.0,R,8021.0,R,96.0,R,141.0,R,0.0,R,0.0,R,141.0,R,124.0,R,88.0,R,17.0,2021
228787,R,3840.0,R,5991.0,R,64.0,R,3328.0,R,0.0,R,0.0,R,3328.0,R,2936.0,R,88.0,R,148.0,R,0.0,R,0.0,R,148.0,R,109.0,R,74.0,R,26.0,2021
228796,R,2717.0,R,4643.0,R,59.0,R,2942.0,R,0.0,R,0.0,R,2942.0,R,2056.0,R,70.0,R,402.0,R,0.0,R,0.0,R,402.0,R,208.0,R,52.0,R,20.0,2021
228802,R,1113.0,R,2361.0,R,47.0,R,1025.0,Z,0.0,Z,0.0,R,1025.0,R,634.0,R,62.0,R,40.0,Z,0.0,Z,0.0,R,40.0,R,21.0,R,53.0,R,17.0,2021
229018,R,353.0,R,1224.0,R,29.0,R,439.0,R,0.0,R,0.0,R,439.0,R,293.0,R,67.0,R,63.0,R,0.0,R,0.0,R,63.0,R,27.0,R,43.0,R,13.0,2021
229027,R,4445.0,R,8977.0,R,50.0,R,4504.0,R,0.0,R,0.0,R,4504.0,R,3507.0,R,78.0,R,829.0,R,0.0,R,0.0,R,829.0,R,296.0,R,36.0,R,26.0,2021
229063,R,1272.0,R,1774.0,R,72.0,R,638.0,R,0.0,R,0.0,R,638.0,R,435.0,R,68.0,R,86.0,R,0.0,R,0.0,R,86.0,R,17.0,R,20.0,R,15.0,2021
229115,R,6490.0,R,9647.0,R,67.0,R,6357.0,R,3.0,R,0.0,R,6354.0,R,5407.0,R,85.0,R,147.0,R,0.0,R,0.0,R,147.0,R,84.0,R,57.0,R,21.0,2021
229179,R,1227.0,R,3366.0,R,36.0,R,1090.0,R,0.0,R,0.0,R,1090.0,R,780.0,R,72.0,R,40.0,R,0.0,R,0.0,R,40.0,R,20.0,R,50.0,R,17.0,2021
229300,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,5.0,2021
229337,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,7.0,2021
229355,R,2237.0,R,4971.0,R,45.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,18.0,2021
229504,R,169.0,R,449.0,R,38.0,R,238.0,R,0.0,R,0.0,R,238.0,R,52.0,R,22.0,R,131.0,R,0.0,R,0.0,R,131.0,R,38.0,R,29.0,R,14.0,2021
229540,R,246.0,R,1171.0,R,21.0,R,315.0,R,0.0,R,0.0,R,315.0,R,182.0,R,58.0,R,250.0,R,0.0,R,0.0,R,250.0,R,110.0,R,44.0,R,13.0,2021
229799,R,535.0,R,2841.0,R,19.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,16.0,2021
229814,R,1244.0,R,2324.0,R,54.0,R,1216.0,R,0.0,R,0.0,R,1216.0,R,700.0,R,58.0,R,38.0,R,0.0,R,0.0,R,38.0,R,18.0,R,47.0,R,17.0,2021
229832,R,142.0,R,678.0,R,21.0,R,178.0,Z,0.0,Z,0.0,R,178.0,R,92.0,R,52.0,R,29.0,Z,0.0,Z,0.0,R,29.0,R,15.0,R,52.0,R,20.0,2021
229841,R,1034.0,R,1886.0,R,55.0,R,984.0,Z,0.0,Z,0.0,R,984.0,R,668.0,R,68.0,R,330.0,Z,0.0,Z,0.0,R,330.0,R,154.0,R,47.0,R,16.0,2021
246354,R,583.0,R,2383.0,R,24.0,R,742.0,Z,0.0,Z,0.0,R,742.0,R,447.0,R,60.0,R,1304.0,Z,0.0,Z,0.0,R,1304.0,R,344.0,R,26.0,R,32.0,2021
247834,R,3273.0,R,11961.0,R,27.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,23.0,2021
382911,R,10.0,R,13.0,R,77.0,R,5.0,R,0.0,R,0.0,R,5.0,R,4.0,R,80.0,R,2.0,R,0.0,R,0.0,R,2.0,R,2.0,R,100.0,R,7.0,2021
409315,R,1802.0,R,6255.0,R,29.0,R,55.0,R,0.0,R,0.0,R,55.0,R,31.0,R,56.0,R,55.0,R,0.0,R,0.0,R,55.0,R,26.0,R,47.0,R,23.0,2021
416801,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,9.0,2021
420398,R,1059.0,R,3704.0,R,29.0,R,1273.0,Z,0.0,Z,0.0,R,1273.0,R,844.0,R,66.0,R,1605.0,Z,0.0,Z,0.0,R,1605.0,R,666.0,R,41.0,R,32.0,2021
441760,R,364.0,R,2518.0,R,14.0,R,475.0,Z,0.0,Z,0.0,R,475.0,R,258.0,R,54.0,R,319.0,Z,0.0,Z,0.0,R,319.0,R,148.0,R,46.0,R,21.0,2021
459949,R,936.0,R,1866.0,R,50.0,R,592.0,R,0.0,R,0.0,R,592.0,R,396.0,R,67.0,R,40.0,R,1.0,R,0.0,R,39.0,R,17.0,R,44.0,R,17.0,2021
483036,R,11.0,R,464.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,16.0,2021
484905,R,291.0,R,1078.0,R,27.0,R,262.0,R,0.0,R,0.0,R,262.0,R,183.0,R,70.0,R,65.0,R,0.0,R,0.0,R,65.0,R,27.0,R,42.0,R,14.0,2021
487320,R,1779.0,R,3640.0,R,49.0,R,1599.0,R,5.0,Z,0.0,R,1594.0,R,899.0,R,56.0,R,570.0,R,3.0,Z,0.0,R,567.0,R,249.0,R,44.0,R,13.0,2021
488730,R,530.0,R,1775.0,R,30.0,R,442.0,Z,0.0,Z,0.0,R,442.0,R,267.0,R,60.0,R,740.0,Z,0.0,Z,0.0,R,740.0,R,299.0,R,40.0,R,36.0,2021
492689,A,,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,A,,A,,R,8.0,2021
