UNITID,EFFYALEV,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,YEAR
222567,1,1,999,R,7481,R,3006,R,4475,R,62,R,25,R,37,R,624,R,290,R,334,R,1207,R,442,R,765,R,2683,R,1057,R,1626,R,10,R,6,R,4,R,2711,R,1101,R,1610,Z,0,Z,0,Z,0,R,86,R,50,R,36,R,98,R,35,R,63,2021
222567,2,2,1,R,7481,R,3006,R,4475,R,62,R,25,R,37,R,624,R,290,R,334,R,1207,R,442,R,765,R,2683,R,1057,R,1626,R,10,R,6,R,4,R,2711,R,1101,R,1610,Z,0,Z,0,Z,0,R,86,R,50,R,36,R,98,R,35,R,63,2021
222567,3,-2,1,R,4768,R,1893,R,2875,R,44,R,21,R,23,R,243,R,101,R,142,R,684,R,287,R,397,R,1712,R,666,R,1046,R,7,R,3,R,4,R,1954,R,762,R,1192,Z,0,Z,0,Z,0,R,51,R,28,R,23,R,73,R,25,R,48,2021
222567,4,-2,1,R,817,R,405,R,412,R,8,R,4,R,4,R,31,R,17,R,14,R,116,R,67,R,49,R,337,R,159,R,178,R,0,R,0,R,0,R,302,R,142,R,160,Z,0,Z,0,Z,0,R,11,R,11,R,0,R,12,R,5,R,7,2021
222567,5,-2,1,R,3951,R,1488,R,2463,R,36,R,17,R,19,R,212,R,84,R,128,R,568,R,220,R,348,R,1375,R,507,R,868,R,7,R,3,R,4,R,1652,R,620,R,1032,Z,0,Z,0,Z,0,R,40,R,17,R,23,R,61,R,20,R,41,2021
222567,11,-2,1,R,2713,R,1113,R,1600,R,18,R,4,R,14,R,381,R,189,R,192,R,523,R,155,R,368,R,971,R,391,R,580,R,3,R,3,R,0,R,757,R,339,R,418,Z,0,Z,0,Z,0,R,35,R,22,R,13,R,25,R,10,R,15,2021
222567,19,-2,1,R,748,R,262,R,486,R,12,R,4,R,8,R,56,R,20,R,36,R,160,R,45,R,115,R,178,R,62,R,116,R,2,R,1,R,1,R,320,R,125,R,195,Z,0,Z,0,Z,0,R,10,R,4,R,6,R,10,R,1,R,9,2021
222567,20,-2,1,R,3203,R,1226,R,1977,R,24,R,13,R,11,R,156,R,64,R,92,R,408,R,175,R,233,R,1197,R,445,R,752,R,5,R,2,R,3,R,1332,R,495,R,837,Z,0,Z,0,Z,0,R,30,R,13,R,17,R,51,R,19,R,32,2021
222567,22,-2,1,R,1519,R,642,R,877,R,17,R,7,R,10,R,85,R,36,R,49,R,202,R,76,R,126,R,561,R,222,R,339,R,2,R,1,R,1,R,614,R,285,R,329,Z,0,Z,0,Z,0,R,5,R,4,R,1,R,33,R,11,R,22,2021
222567,23,-2,1,R,1383,R,593,R,790,R,16,R,7,R,9,R,67,R,28,R,39,R,180,R,68,R,112,R,515,R,206,R,309,R,2,R,1,R,1,R,566,R,268,R,298,Z,0,Z,0,Z,0,R,5,R,4,R,1,R,32,R,11,R,21,2021
222567,24,-2,1,R,402,R,186,R,216,R,5,R,2,R,3,R,20,R,11,R,9,R,49,R,22,R,27,R,167,R,76,R,91,R,0,R,0,R,0,R,154,R,73,R,81,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,7,R,2,R,5,2021
222567,25,-2,1,R,981,R,407,R,574,R,11,R,5,R,6,R,47,R,17,R,30,R,131,R,46,R,85,R,348,R,130,R,218,R,2,R,1,R,1,R,412,R,195,R,217,Z,0,Z,0,Z,0,R,5,R,4,R,1,R,25,R,9,R,16,2021
222567,31,-2,1,R,136,R,49,R,87,R,1,R,0,R,1,R,18,R,8,R,10,R,22,R,8,R,14,R,46,R,16,R,30,R,0,R,0,R,0,R,48,R,17,R,31,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,1,R,0,R,1,2021
222567,39,-2,1,R,205,R,88,R,117,R,5,R,2,R,3,R,10,R,4,R,6,R,46,R,15,R,31,R,45,R,17,R,28,R,1,R,1,R,0,R,94,R,49,R,45,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,4,R,0,R,4,2021
222567,40,-2,1,R,776,R,319,R,457,R,6,R,3,R,3,R,37,R,13,R,24,R,85,R,31,R,54,R,303,R,113,R,190,R,1,R,0,R,1,R,318,R,146,R,172,Z,0,Z,0,Z,0,R,5,R,4,R,1,R,21,R,9,R,12,2021
222567,42,-2,1,R,5962,R,2364,R,3598,R,45,R,18,R,27,R,539,R,254,R,285,R,1005,R,366,R,639,R,2122,R,835,R,1287,R,8,R,5,R,3,R,2097,R,816,R,1281,Z,0,Z,0,Z,0,R,81,R,46,R,35,R,65,R,24,R,41,2021
222567,43,-2,1,R,3385,R,1300,R,2085,R,28,R,14,R,14,R,176,R,73,R,103,R,504,R,219,R,285,R,1197,R,460,R,737,R,5,R,2,R,3,R,1388,R,494,R,894,Z,0,Z,0,Z,0,R,46,R,24,R,22,R,41,R,14,R,27,2021
222567,44,-2,1,R,415,R,219,R,196,R,3,R,2,R,1,R,11,R,6,R,5,R,67,R,45,R,22,R,170,R,83,R,87,R,0,R,0,R,0,R,148,R,69,R,79,Z,0,Z,0,Z,0,R,11,R,11,R,0,R,5,R,3,R,2,2021
222567,45,-2,1,R,2970,R,1081,R,1889,R,25,R,12,R,13,R,165,R,67,R,98,R,437,R,174,R,263,R,1027,R,377,R,650,R,5,R,2,R,3,R,1240,R,425,R,815,Z,0,Z,0,Z,0,R,35,R,13,R,22,R,36,R,11,R,25,2021
222567,51,-2,1,R,2577,R,1064,R,1513,R,17,R,4,R,13,R,363,R,181,R,182,R,501,R,147,R,354,R,925,R,375,R,550,R,3,R,3,R,0,R,709,R,322,R,387,Z,0,Z,0,Z,0,R,35,R,22,R,13,R,24,R,10,R,14,2021
222567,59,-2,1,R,543,R,174,R,369,R,7,R,2,R,5,R,46,R,16,R,30,R,114,R,30,R,84,R,133,R,45,R,88,R,1,R,0,R,1,R,226,R,76,R,150,Z,0,Z,0,Z,0,R,10,R,4,R,6,R,6,R,1,R,5,2021
222567,60,-2,1,R,2427,R,907,R,1520,R,18,R,10,R,8,R,119,R,51,R,68,R,323,R,144,R,179,R,894,R,332,R,562,R,4,R,2,R,2,R,1014,R,349,R,665,Z,0,Z,0,Z,0,R,25,R,9,R,16,R,30,R,10,R,20,2021
222576,1,1,999,R,11769,R,4021,R,7748,R,81,R,32,R,49,R,376,R,134,R,242,R,633,R,217,R,416,R,5130,R,1642,R,3488,R,5,R,3,R,2,R,5101,R,1826,R,3275,R,335,R,130,R,205,R,108,R,37,R,71,R,0,R,0,R,0,2021
222576,2,2,1,R,11769,R,4021,R,7748,R,81,R,32,R,49,R,376,R,134,R,242,R,633,R,217,R,416,R,5130,R,1642,R,3488,R,5,R,3,R,2,R,5101,R,1826,R,3275,R,335,R,130,R,205,R,108,R,37,R,71,R,0,R,0,R,0,2021
222576,3,-2,1,R,9164,R,3033,R,6131,R,50,R,18,R,32,R,274,R,101,R,173,R,577,R,196,R,381,R,4262,R,1348,R,2914,R,5,R,3,R,2,R,3660,R,1246,R,2414,R,243,R,86,R,157,R,93,R,35,R,58,R,0,R,0,R,0,2021
222576,4,-2,1,R,1534,R,637,R,897,R,10,R,7,R,3,R,50,R,22,R,28,R,96,R,52,R,44,R,730,R,297,R,433,R,1,R,1,R,0,R,576,R,234,R,342,R,58,R,18,R,40,R,13,R,6,R,7,R,0,R,0,R,0,2021
222576,5,-2,1,R,7630,R,2396,R,5234,R,40,R,11,R,29,R,224,R,79,R,145,R,481,R,144,R,337,R,3532,R,1051,R,2481,R,4,R,2,R,2,R,3084,R,1012,R,2072,R,185,R,68,R,117,R,80,R,29,R,51,R,0,R,0,R,0,2021
222576,11,-2,1,R,2605,R,988,R,1617,R,31,R,14,R,17,R,102,R,33,R,69,R,56,R,21,R,35,R,868,R,294,R,574,R,0,R,0,R,0,R,1441,R,580,R,861,R,92,R,44,R,48,R,15,R,2,R,13,R,0,R,0,R,0,2021
222576,19,-2,1,R,274,R,103,R,171,R,1,R,1,R,0,R,2,R,1,R,1,R,18,R,6,R,12,R,77,R,25,R,52,R,0,R,0,R,0,R,161,R,64,R,97,R,9,R,4,R,5,R,6,R,2,R,4,R,0,R,0,R,0,2021
222576,20,-2,1,R,7356,R,2293,R,5063,R,39,R,10,R,29,R,222,R,78,R,144,R,463,R,138,R,325,R,3455,R,1026,R,2429,R,4,R,2,R,2,R,2923,R,948,R,1975,R,176,R,64,R,112,R,74,R,27,R,47,R,0,R,0,R,0,2021
222576,22,-2,1,R,4175,R,1476,R,2699,R,24,R,7,R,17,R,134,R,47,R,87,R,233,R,95,R,138,R,1885,R,672,R,1213,R,1,R,0,R,1,R,1735,R,597,R,1138,R,119,R,45,R,74,R,44,R,13,R,31,R,0,R,0,R,0,2021
222576,23,-2,1,R,4017,R,1433,R,2584,R,23,R,7,R,16,R,126,R,47,R,79,R,230,R,94,R,136,R,1854,R,664,R,1190,R,1,R,0,R,1,R,1626,R,563,R,1063,R,114,R,45,R,69,R,43,R,13,R,30,R,0,R,0,R,0,2021
222576,24,-2,1,R,875,R,376,R,499,R,5,R,3,R,2,R,31,R,14,R,17,R,40,R,23,R,17,R,430,R,188,R,242,R,0,R,0,R,0,R,332,R,137,R,195,R,30,R,9,R,21,R,7,R,2,R,5,R,0,R,0,R,0,2021
222576,25,-2,1,R,3142,R,1057,R,2085,R,18,R,4,R,14,R,95,R,33,R,62,R,190,R,71,R,119,R,1424,R,476,R,948,R,1,R,0,R,1,R,1294,R,426,R,868,R,84,R,36,R,48,R,36,R,11,R,25,R,0,R,0,R,0,2021
222576,31,-2,1,R,158,R,43,R,115,R,1,R,0,R,1,R,8,R,0,R,8,R,3,R,1,R,2,R,31,R,8,R,23,R,0,R,0,R,0,R,109,R,34,R,75,R,5,R,0,R,5,R,1,R,0,R,1,R,0,R,0,R,0,2021
222576,39,-2,1,R,90,R,36,R,54,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,1,R,24,R,9,R,15,R,0,R,0,R,0,R,56,R,23,R,33,R,4,R,2,R,2,R,3,R,0,R,3,R,0,R,0,R,0,2021
222576,40,-2,1,R,3052,R,1021,R,2031,R,18,R,4,R,14,R,95,R,33,R,62,R,187,R,69,R,118,R,1400,R,467,R,933,R,1,R,0,R,1,R,1238,R,403,R,835,R,80,R,34,R,46,R,33,R,11,R,22,R,0,R,0,R,0,2021
222576,42,-2,1,R,7594,R,2545,R,5049,R,57,R,25,R,32,R,242,R,87,R,155,R,400,R,122,R,278,R,3245,R,970,R,2275,R,4,R,3,R,1,R,3366,R,1229,R,2137,R,216,R,85,R,131,R,64,R,24,R,40,R,0,R,0,R,0,2021
222576,43,-2,1,R,5147,R,1600,R,3547,R,27,R,11,R,16,R,148,R,54,R,94,R,347,R,102,R,245,R,2408,R,684,R,1724,R,4,R,3,R,1,R,2034,R,683,R,1351,R,129,R,41,R,88,R,50,R,22,R,28,R,0,R,0,R,0,2021
222576,44,-2,1,R,659,R,261,R,398,R,5,R,4,R,1,R,19,R,8,R,11,R,56,R,29,R,27,R,300,R,109,R,191,R,1,R,1,R,0,R,244,R,97,R,147,R,28,R,9,R,19,R,6,R,4,R,2,R,0,R,0,R,0,2021
222576,45,-2,1,R,4488,R,1339,R,3149,R,22,R,7,R,15,R,129,R,46,R,83,R,291,R,73,R,218,R,2108,R,575,R,1533,R,3,R,2,R,1,R,1790,R,586,R,1204,R,101,R,32,R,69,R,44,R,18,R,26,R,0,R,0,R,0,2021
222576,51,-2,1,R,2447,R,945,R,1502,R,30,R,14,R,16,R,94,R,33,R,61,R,53,R,20,R,33,R,837,R,286,R,551,R,0,R,0,R,0,R,1332,R,546,R,786,R,87,R,44,R,43,R,14,R,2,R,12,R,0,R,0,R,0,2021
222576,59,-2,1,R,184,R,67,R,117,R,1,R,1,R,0,R,2,R,1,R,1,R,15,R,4,R,11,R,53,R,16,R,37,R,0,R,0,R,0,R,105,R,41,R,64,R,5,R,2,R,3,R,3,R,2,R,1,R,0,R,0,R,0,2021
222576,60,-2,1,R,4304,R,1272,R,3032,R,21,R,6,R,15,R,127,R,45,R,82,R,276,R,69,R,207,R,2055,R,559,R,1496,R,3,R,2,R,1,R,1685,R,545,R,1140,R,96,R,30,R,66,R,41,R,16,R,25,R,0,R,0,R,0,2021
222822,1,1,999,R,5724,R,1937,R,3787,R,39,R,14,R,25,R,68,R,25,R,43,R,800,R,199,R,601,R,1685,R,614,R,1071,R,7,R,2,R,5,R,2865,R,967,R,1898,R,134,R,51,R,83,R,51,R,25,R,26,R,75,R,40,R,35,2021
222822,2,2,1,R,5724,R,1937,R,3787,R,39,R,14,R,25,R,68,R,25,R,43,R,800,R,199,R,601,R,1685,R,614,R,1071,R,7,R,2,R,5,R,2865,R,967,R,1898,R,134,R,51,R,83,R,51,R,25,R,26,R,75,R,40,R,35,2021
222822,3,-2,1,R,4439,R,1416,R,3023,R,32,R,10,R,22,R,46,R,16,R,30,R,655,R,155,R,500,R,1300,R,456,R,844,R,4,R,1,R,3,R,2210,R,699,R,1511,R,105,R,36,R,69,R,22,R,8,R,14,R,65,R,35,R,30,2021
222822,4,-2,1,R,824,R,317,R,507,R,2,R,2,R,0,R,4,R,2,R,2,R,104,R,35,R,69,R,257,R,104,R,153,R,0,R,0,R,0,R,408,R,147,R,261,R,18,R,8,R,10,R,3,R,3,R,0,R,28,R,16,R,12,2021
222822,5,-2,1,R,3615,R,1099,R,2516,R,30,R,8,R,22,R,42,R,14,R,28,R,551,R,120,R,431,R,1043,R,352,R,691,R,4,R,1,R,3,R,1802,R,552,R,1250,R,87,R,28,R,59,R,19,R,5,R,14,R,37,R,19,R,18,2021
222822,11,-2,1,R,1285,R,521,R,764,R,7,R,4,R,3,R,22,R,9,R,13,R,145,R,44,R,101,R,385,R,158,R,227,R,3,R,1,R,2,R,655,R,268,R,387,R,29,R,15,R,14,R,29,R,17,R,12,R,10,R,5,R,5,2021
222822,19,-2,1,R,321,R,86,R,235,R,5,R,2,R,3,R,5,R,2,R,3,R,56,R,15,R,41,R,50,R,15,R,35,R,0,R,0,R,0,R,196,R,49,R,147,R,7,R,2,R,5,R,1,R,0,R,1,R,1,R,1,R,0,2021
222822,20,-2,1,R,3294,R,1013,R,2281,R,25,R,6,R,19,R,37,R,12,R,25,R,495,R,105,R,390,R,993,R,337,R,656,R,4,R,1,R,3,R,1606,R,503,R,1103,R,80,R,26,R,54,R,18,R,5,R,13,R,36,R,18,R,18,2021
222822,22,-2,1,R,1381,R,428,R,953,R,10,R,4,R,6,R,9,R,3,R,6,R,178,R,44,R,134,R,433,R,149,R,284,R,2,R,1,R,1,R,687,R,195,R,492,R,33,R,13,R,20,R,6,R,4,R,2,R,23,R,15,R,8,2021
222822,23,-2,1,R,1342,R,413,R,929,R,10,R,4,R,6,R,7,R,2,R,5,R,176,R,44,R,132,R,421,R,143,R,278,R,2,R,1,R,1,R,667,R,188,R,479,R,30,R,12,R,18,R,6,R,4,R,2,R,23,R,15,R,8,2021
222822,24,-2,1,R,407,R,151,R,256,R,2,R,2,R,0,R,0,R,0,R,0,R,35,R,13,R,22,R,139,R,55,R,84,R,0,R,0,R,0,R,207,R,67,R,140,R,8,R,3,R,5,R,2,R,2,R,0,R,14,R,9,R,5,2021
222822,25,-2,1,R,935,R,262,R,673,R,8,R,2,R,6,R,7,R,2,R,5,R,141,R,31,R,110,R,282,R,88,R,194,R,2,R,1,R,1,R,460,R,121,R,339,R,22,R,9,R,13,R,4,R,2,R,2,R,9,R,6,R,3,2021
222822,31,-2,1,R,39,R,15,R,24,R,0,R,0,R,0,R,2,R,1,R,1,R,2,R,0,R,2,R,12,R,6,R,6,R,0,R,0,R,0,R,20,R,7,R,13,R,3,R,1,R,2,R,0,R,0,R,0,R,0,R,0,R,0,2021
222822,39,-2,1,R,103,R,20,R,83,R,1,R,0,R,1,R,0,R,0,R,0,R,19,R,3,R,16,R,16,R,3,R,13,R,0,R,0,R,0,R,61,R,12,R,49,R,6,R,2,R,4,R,0,R,0,R,0,R,0,R,0,R,0,2021
222822,40,-2,1,R,832,R,242,R,590,R,7,R,2,R,5,R,7,R,2,R,5,R,122,R,28,R,94,R,266,R,85,R,181,R,2,R,1,R,1,R,399,R,109,R,290,R,16,R,7,R,9,R,4,R,2,R,2,R,9,R,6,R,3,2021
222822,42,-2,1,R,4343,R,1509,R,2834,R,29,R,10,R,19,R,59,R,22,R,37,R,622,R,155,R,467,R,1252,R,465,R,787,R,5,R,1,R,4,R,2178,R,772,R,1406,R,101,R,38,R,63,R,45,R,21,R,24,R,52,R,25,R,27,2021
222822,43,-2,1,R,3097,R,1003,R,2094,R,22,R,6,R,16,R,39,R,14,R,25,R,479,R,111,R,368,R,879,R,313,R,566,R,2,R,0,R,2,R,1543,R,511,R,1032,R,75,R,24,R,51,R,16,R,4,R,12,R,42,R,20,R,22,2021
222822,44,-2,1,R,417,R,166,R,251,R,0,R,0,R,0,R,4,R,2,R,2,R,69,R,22,R,47,R,118,R,49,R,69,R,0,R,0,R,0,R,201,R,80,R,121,R,10,R,5,R,5,R,1,R,1,R,0,R,14,R,7,R,7,2021
222822,45,-2,1,R,2680,R,837,R,1843,R,22,R,6,R,16,R,35,R,12,R,23,R,410,R,89,R,321,R,761,R,264,R,497,R,2,R,0,R,2,R,1342,R,431,R,911,R,65,R,19,R,46,R,15,R,3,R,12,R,28,R,13,R,15,2021
222822,51,-2,1,R,1246,R,506,R,740,R,7,R,4,R,3,R,20,R,8,R,12,R,143,R,44,R,99,R,373,R,152,R,221,R,3,R,1,R,2,R,635,R,261,R,374,R,26,R,14,R,12,R,29,R,17,R,12,R,10,R,5,R,5,2021
222822,59,-2,1,R,218,R,66,R,152,R,4,R,2,R,2,R,5,R,2,R,3,R,37,R,12,R,25,R,34,R,12,R,22,R,0,R,0,R,0,R,135,R,37,R,98,R,1,R,0,R,1,R,1,R,0,R,1,R,1,R,1,R,0,2021
222822,60,-2,1,R,2462,R,771,R,1691,R,18,R,4,R,14,R,30,R,10,R,20,R,373,R,77,R,296,R,727,R,252,R,475,R,2,R,0,R,2,R,1207,R,394,R,813,R,64,R,19,R,45,R,14,R,3,R,11,R,27,R,12,R,15,2021
222831,1,1,999,R,12391,R,4906,R,7485,R,35,R,14,R,21,R,203,R,78,R,125,R,705,R,318,R,387,R,4482,R,1656,R,2826,R,11,R,6,R,5,R,6330,R,2556,R,3774,R,380,R,160,R,220,R,38,R,13,R,25,R,207,R,105,R,102,2021
222831,2,2,1,R,10187,R,4144,R,6043,R,28,R,10,R,18,R,157,R,58,R,99,R,494,R,250,R,244,R,3896,R,1479,R,2417,R,9,R,5,R,4,R,5071,R,2108,R,2963,R,332,R,135,R,197,R,27,R,6,R,21,R,173,R,93,R,80,2021
222831,3,-2,1,R,6216,R,2641,R,3575,R,16,R,7,R,9,R,63,R,23,R,40,R,415,R,226,R,189,R,2468,R,971,R,1497,R,6,R,4,R,2,R,2864,R,1233,R,1631,R,211,R,86,R,125,R,8,Z,0,R,8,R,165,R,91,R,74,2021
222831,4,-2,1,R,1333,R,524,R,809,Z,0,Z,0,Z,0,R,15,R,6,R,9,R,76,R,35,R,41,R,521,R,189,R,332,R,1,Z,0,R,1,R,638,R,267,R,371,R,57,R,17,R,40,R,2,Z,0,R,2,R,23,R,10,R,13,2021
222831,5,-2,1,R,4883,R,2117,R,2766,R,16,R,7,R,9,R,48,R,17,R,31,R,339,R,191,R,148,R,1947,R,782,R,1165,R,5,R,4,R,1,R,2226,R,966,R,1260,R,154,R,69,R,85,R,6,Z,0,R,6,R,142,R,81,R,61,2021
222831,11,-2,1,R,3971,R,1503,R,2468,R,12,R,3,R,9,R,94,R,35,R,59,R,79,R,24,R,55,R,1428,R,508,R,920,R,3,R,1,R,2,R,2207,R,875,R,1332,R,121,R,49,R,72,R,19,R,6,R,13,R,8,R,2,R,6,2021
222831,12,4,3,R,2204,R,762,R,1442,R,7,R,4,R,3,R,46,R,20,R,26,R,211,R,68,R,143,R,586,R,177,R,409,R,2,R,1,R,1,R,1259,R,448,R,811,R,48,R,25,R,23,R,11,R,7,R,4,R,34,R,12,R,22,2021
222831,19,-2,1,R,621,R,279,R,342,R,2,R,1,R,1,R,6,R,2,R,4,R,54,R,34,R,20,R,246,R,92,R,154,R,1,R,1,Z,0,R,270,R,129,R,141,R,22,R,11,R,11,R,3,Z,0,R,3,R,17,R,9,R,8,2021
222831,20,-2,1,R,4262,R,1838,R,2424,R,14,R,6,R,8,R,42,R,15,R,27,R,285,R,157,R,128,R,1701,R,690,R,1011,R,4,R,3,R,1,R,1956,R,837,R,1119,R,132,R,58,R,74,R,3,Z,0,R,3,R,125,R,72,R,53,2021
222831,22,-2,1,R,5538,R,2268,R,3270,R,12,R,4,R,8,R,61,R,20,R,41,R,351,R,191,R,160,R,2176,R,847,R,1329,R,4,R,3,R,1,R,2573,R,1037,R,1536,R,188,R,76,R,112,R,7,Z,0,R,7,R,166,R,90,R,76,2021
222831,23,-2,1,R,5363,R,2223,R,3140,R,12,R,4,R,8,R,55,R,18,R,37,R,347,R,189,R,158,R,2126,R,838,R,1288,R,4,R,3,R,1,R,2470,R,1009,R,1461,R,184,R,74,R,110,R,7,Z,0,R,7,R,158,R,88,R,70,2021
222831,24,-2,1,R,1288,R,507,R,781,Z,0,Z,0,Z,0,R,13,R,5,R,8,R,72,R,34,R,38,R,505,R,185,R,320,Z,0,Z,0,Z,0,R,620,R,257,R,363,R,53,R,16,R,37,R,2,Z,0,R,2,R,23,R,10,R,13,2021
222831,25,-2,1,R,4075,R,1716,R,2359,R,12,R,4,R,8,R,42,R,13,R,29,R,275,R,155,R,120,R,1621,R,653,R,968,R,4,R,3,R,1,R,1850,R,752,R,1098,R,131,R,58,R,73,R,5,Z,0,R,5,R,135,R,78,R,57,2021
222831,31,-2,1,R,175,R,45,R,130,Z,0,Z,0,Z,0,R,6,R,2,R,4,R,4,R,2,R,2,R,50,R,9,R,41,Z,0,Z,0,Z,0,R,103,R,28,R,75,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,8,R,2,R,6,2021
222831,39,-2,1,R,487,R,213,R,274,R,1,Z,0,R,1,R,4,R,1,R,3,R,44,R,29,R,15,R,198,R,76,R,122,Z,0,Z,0,Z,0,R,205,R,92,R,113,R,16,R,7,R,9,R,3,Z,0,R,3,R,16,R,8,R,8,2021
222831,40,-2,1,R,3588,R,1503,R,2085,R,11,R,4,R,7,R,38,R,12,R,26,R,231,R,126,R,105,R,1423,R,577,R,846,R,4,R,3,R,1,R,1645,R,660,R,985,R,115,R,51,R,64,R,2,Z,0,R,2,R,119,R,70,R,49,2021
222831,42,-2,1,R,4649,R,1876,R,2773,R,16,R,6,R,10,R,96,R,38,R,58,R,143,R,59,R,84,R,1720,R,632,R,1088,R,5,R,2,R,3,R,2498,R,1071,R,1427,R,144,R,59,R,85,R,20,R,6,R,14,R,7,R,3,R,4,2021
222831,43,-2,1,R,853,R,418,R,435,R,4,R,3,R,1,R,8,R,5,R,3,R,68,R,37,R,31,R,342,R,133,R,209,R,2,R,1,R,1,R,394,R,224,R,170,R,27,R,12,R,15,R,1,Z,0,R,1,R,7,R,3,R,4,2021
222831,44,-2,1,R,45,R,17,R,28,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,4,R,1,R,3,R,16,R,4,R,12,R,1,Z,0,R,1,R,18,R,10,R,8,R,4,R,1,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,2021
222831,45,-2,1,R,808,R,401,R,407,R,4,R,3,R,1,R,6,R,4,R,2,R,64,R,36,R,28,R,326,R,129,R,197,R,1,R,1,Z,0,R,376,R,214,R,162,R,23,R,11,R,12,R,1,Z,0,R,1,R,7,R,3,R,4,2021
222831,51,-2,1,R,3796,R,1458,R,2338,R,12,R,3,R,9,R,88,R,33,R,55,R,75,R,22,R,53,R,1378,R,499,R,879,R,3,R,1,R,2,R,2104,R,847,R,1257,R,117,R,47,R,70,R,19,R,6,R,13,Z,0,Z,0,Z,0,2021
222831,59,-2,1,R,134,R,66,R,68,R,1,R,1,Z,0,R,2,R,1,R,1,R,10,R,5,R,5,R,48,R,16,R,32,R,1,R,1,Z,0,R,65,R,37,R,28,R,6,R,4,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,2021
222831,60,-2,1,R,674,R,335,R,339,R,3,R,2,R,1,R,4,R,3,R,1,R,54,R,31,R,23,R,278,R,113,R,165,Z,0,Z,0,Z,0,R,311,R,177,R,134,R,17,R,7,R,10,R,1,Z,0,R,1,R,6,R,2,R,4,2021
222992,1,1,999,R,61370,R,25017,R,36353,R,241,R,86,R,155,R,5131,R,2237,R,2894,R,4807,R,1744,R,3063,R,22319,R,8415,R,13904,R,105,R,48,R,57,R,25466,R,11101,R,14365,R,2317,R,998,R,1319,R,410,R,170,R,240,R,574,R,218,R,356,2021
222992,2,2,1,R,61370,R,25017,R,36353,R,241,R,86,R,155,R,5131,R,2237,R,2894,R,4807,R,1744,R,3063,R,22319,R,8415,R,13904,R,105,R,48,R,57,R,25466,R,11101,R,14365,R,2317,R,998,R,1319,R,410,R,170,R,240,R,574,R,218,R,356,2021
222992,3,-2,1,R,44274,R,17970,R,26304,R,183,R,60,R,123,R,2942,R,1237,R,1705,R,3792,R,1387,R,2405,R,16632,R,6273,R,10359,R,85,R,42,R,43,R,18119,R,7922,R,10197,R,1664,R,717,R,947,R,321,R,126,R,195,R,536,R,206,R,330,2021
222992,4,-2,1,R,6309,R,2801,R,3508,R,12,R,6,R,6,R,353,R,180,R,173,R,467,R,199,R,268,R,2746,R,1122,R,1624,R,8,R,3,R,5,R,2393,R,1156,R,1237,R,262,R,109,R,153,R,31,R,13,R,18,R,37,R,13,R,24,2021
222992,5,-2,1,R,37965,R,15169,R,22796,R,171,R,54,R,117,R,2589,R,1057,R,1532,R,3325,R,1188,R,2137,R,13886,R,5151,R,8735,R,77,R,39,R,38,R,15726,R,6766,R,8960,R,1402,R,608,R,794,R,290,R,113,R,177,R,499,R,193,R,306,2021
222992,11,-2,1,R,17096,R,7047,R,10049,R,58,R,26,R,32,R,2189,R,1000,R,1189,R,1015,R,357,R,658,R,5687,R,2142,R,3545,R,20,R,6,R,14,R,7347,R,3179,R,4168,R,653,R,281,R,372,R,89,R,44,R,45,R,38,R,12,R,26,2021
222992,19,-2,1,R,8788,R,3638,R,5150,R,26,R,11,R,15,R,729,R,294,R,435,R,791,R,313,R,478,R,2581,R,1040,R,1541,R,18,R,11,R,7,R,4149,R,1774,R,2375,R,352,R,138,R,214,R,42,R,17,R,25,R,100,R,40,R,60,2021
222992,20,-2,1,R,29177,R,11531,R,17646,R,145,R,43,R,102,R,1860,R,763,R,1097,R,2534,R,875,R,1659,R,11305,R,4111,R,7194,R,59,R,28,R,31,R,11577,R,4992,R,6585,R,1050,R,470,R,580,R,248,R,96,R,152,R,399,R,153,R,246,2021
