UNITID,GRTYPE,CHRTSTAT,SECTION,COHORT,LINE,XGRTOTLT,GRTOTLT,XGRTOTLM,GRTOTLM,XGRTOTLW,GRTOTLW,XGRAIANT,GRAIANT,XGRAIANM,GRAIANM,XGRAIANW,GRAIANW,XGRASIAT,GRASIAT,XGRASIAM,GRASIAM,XGRASIAW,GRASIAW,XGRBKAAT,GRBKAAT,XGRBKAAM,GRBKAAM,XGRBKAAW,GRBKAAW,XGRHISPT,GRHISPT,XGRHISPM,GRHISPM,XGRHISPW,GRHISPW,XGRNHPIT,GRNHPIT,XGRNHPIM,GRNHPIM,XGRNHPIW,GRNHPIW,XGRWHITT,GRWHITT,XGRWHITM,GRWHITM,XGRWHITW,GRWHITW,XGR2MORT,GR2MORT,XGR2MORM,GR2MORM,XGR2MORW,GR2MORW,XGRUNKNT,GRUNKNT,XGRUNKNM,GRUNKNM,XGRUNKNW,GRUNKNW,XGRNRALT,GRNRALT,XGRNRALM,GRNRALM,XGRNRALW,GRNRALW ,YEAR
222567,48,32,4,4,23 ,R,164,R,80.0,R,84.0,R,0.0,R,0.0,R,0.0,R,3.0,R,3.0,R,0.0,R,12.0,R,6.0,R,6.0,R,70.0,R,34.0,R,36.0,R,0.0,R,0.0,R,0.0,R,72.0,R,34.0,R,38.0,R,4.0,R,1.0,R,3.0,R,1.0,R,1.0,R,0.0,R,2.0,R,1.0,R,1.0,2021
222576,27,10,4,4,10 ,R,964,R,425.0,R,539.0,R,4.0,R,3.0,R,1.0,R,36.0,R,14.0,R,22.0,R,51.0,R,24.0,R,27.0,R,469.0,R,209.0,R,260.0,R,3.0,R,3.0,R,0.0,R,356.0,R,157.0,R,199.0,R,26.0,R,9.0,R,17.0,R,19.0,R,6.0,R,13.0,R,0.0,R,0.0,R,0.0,2021
222576,28,11,4,4,45 ,R,3,R,2.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021
222576,29,12,4,4,50 ,R,961,R,423.0,R,538.0,R,4.0,R,3.0,R,1.0,R,36.0,R,14.0,R,22.0,R,51.0,R,24.0,R,27.0,R,468.0,R,208.0,R,260.0,R,3.0,R,3.0,R,0.0,R,354.0,R,156.0,R,198.0,R,26.0,R,9.0,R,17.0,R,19.0,R,6.0,R,13.0,R,0.0,R,0.0,R,0.0,2021
222576,30,13,4,4,29A,R,272,R,130.0,R,142.0,R,1.0,R,1.0,R,0.0,R,7.0,R,3.0,R,4.0,R,7.0,R,4.0,R,3.0,R,139.0,R,67.0,R,72.0,R,1.0,R,1.0,R,0.0,R,102.0,R,49.0,R,53.0,R,10.0,R,2.0,R,8.0,R,5.0,R,3.0,R,2.0,R,0.0,R,0.0,R,0.0,2021
222576,31,14,4,4,11A,R,52,R,37.0,R,15.0,R,1.0,R,1.0,R,0.0,R,1.0,R,1.0,R,0.0,R,2.0,R,1.0,R,1.0,R,25.0,R,19.0,R,6.0,R,0.0,R,0.0,R,0.0,R,21.0,R,14.0,R,7.0,R,1.0,R,1.0,R,0.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,2021
222576,32,15,4,4,12A,R,220,R,93.0,R,127.0,R,0.0,R,0.0,R,0.0,R,6.0,R,2.0,R,4.0,R,5.0,R,3.0,R,2.0,R,114.0,R,48.0,R,66.0,R,1.0,R,1.0,R,0.0,R,81.0,R,35.0,R,46.0,R,9.0,R,1.0,R,8.0,R,4.0,R,3.0,R,1.0,R,0.0,R,0.0,R,0.0,2021
222576,33,20,4,4,30 ,R,104,R,41.0,R,63.0,R,0.0,R,0.0,R,0.0,R,9.0,R,5.0,R,4.0,R,8.0,R,2.0,R,6.0,R,48.0,R,21.0,R,27.0,R,0.0,R,0.0,R,0.0,R,35.0,R,12.0,R,23.0,R,2.0,R,1.0,R,1.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,0.0,2021
222576,35,22,4,4,57 ,R,145,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021
222576,36,23,4,4,55 ,R,47,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021
222576,37,24,4,4,56 ,R,98,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021
222576,47,31,4,4,22 ,R,148,R,49.0,R,99.0,R,0.0,R,0.0,R,0.0,R,8.0,R,2.0,R,6.0,R,5.0,R,2.0,R,3.0,R,70.0,R,23.0,R,47.0,R,0.0,R,0.0,R,0.0,R,59.0,R,19.0,R,40.0,R,4.0,R,3.0,R,1.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,0.0,2021
222576,48,32,4,4,23 ,R,437,R,203.0,R,234.0,R,3.0,R,2.0,R,1.0,R,12.0,R,4.0,R,8.0,R,31.0,R,16.0,R,15.0,R,211.0,R,97.0,R,114.0,R,2.0,R,2.0,R,0.0,R,158.0,R,76.0,R,82.0,R,10.0,R,3.0,R,7.0,R,10.0,R,3.0,R,7.0,R,0.0,R,0.0,R,0.0,2021
222822,27,10,4,4,10 ,R,432,R,189.0,R,243.0,R,2.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,R,75.0,R,27.0,R,48.0,R,159.0,R,73.0,R,86.0,R,1.0,Z,0.0,R,1.0,R,175.0,R,81.0,R,94.0,R,14.0,R,4.0,R,10.0,R,2.0,R,1.0,R,1.0,R,4.0,R,2.0,R,2.0,2021
222822,29,12,4,4,50 ,R,432,R,189.0,R,243.0,R,2.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,R,75.0,R,27.0,R,48.0,R,159.0,R,73.0,R,86.0,R,1.0,Z,0.0,R,1.0,R,175.0,R,81.0,R,94.0,R,14.0,R,4.0,R,10.0,R,2.0,R,1.0,R,1.0,R,4.0,R,2.0,R,2.0,2021
222822,30,13,4,4,29A,R,60,R,28.0,R,32.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,Z,0.0,R,1.0,R,26.0,R,11.0,R,15.0,Z,0.0,Z,0.0,Z,0.0,R,26.0,R,14.0,R,12.0,R,5.0,R,2.0,R,3.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,1.0,R,1.0,2021
222822,31,14,4,4,11A,R,15,R,12.0,R,3.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,6.0,R,4.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,R,8.0,R,7.0,R,1.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021
222822,32,15,4,4,12A,R,45,R,16.0,R,29.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,Z,0.0,R,1.0,R,20.0,R,7.0,R,13.0,Z,0.0,Z,0.0,Z,0.0,R,18.0,R,7.0,R,11.0,R,4.0,R,1.0,R,3.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,1.0,R,1.0,2021
222822,33,20,4,4,30 ,R,109,R,48.0,R,61.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,29.0,R,9.0,R,20.0,R,27.0,R,15.0,R,12.0,R,1.0,Z,0.0,R,1.0,R,46.0,R,21.0,R,25.0,R,5.0,R,2.0,R,3.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,R,1.0,Z,0.0,2021
222822,35,22,4,4,57 ,R,41,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021
222822,36,23,4,4,55 ,R,14,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021
222822,37,24,4,4,56 ,R,27,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021
222822,47,31,4,4,22 ,R,55,R,20.0,R,35.0,R,1.0,Z,0.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,R,10.0,R,3.0,R,7.0,R,27.0,R,10.0,R,17.0,Z,0.0,Z,0.0,Z,0.0,R,16.0,R,7.0,R,9.0,R,1.0,Z,0.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,R,0.0,2021
222822,48,32,4,4,23 ,R,208,R,93.0,R,115.0,R,1.0,R,1.0,R,0.0,Z,0.0,Z,0.0,Z,0.0,R,35.0,R,15.0,R,20.0,R,79.0,R,37.0,R,42.0,R,0.0,Z,0.0,R,0.0,R,87.0,R,39.0,R,48.0,R,3.0,R,0.0,R,3.0,R,2.0,R,1.0,R,1.0,R,1.0,R,0.0,R,1.0,2021
222831,2,12,1,1,999,R,1316,R,581.0,R,735.0,R,7.0,R,4.0,R,3.0,R,9.0,R,4.0,R,5.0,R,104.0,R,57.0,R,47.0,R,469.0,R,180.0,R,289.0,R,1.0,R,0.0,R,1.0,R,656.0,R,296.0,R,360.0,R,33.0,R,19.0,R,14.0,R,0.0,R,0.0,R,0.0,R,37.0,R,21.0,R,16.0,2021
222831,3,13,1,1,999,R,587,R,240.0,R,347.0,R,4.0,R,1.0,R,3.0,R,5.0,R,1.0,R,4.0,R,41.0,R,22.0,R,19.0,R,179.0,R,65.0,R,114.0,R,0.0,R,0.0,R,0.0,R,323.0,R,136.0,R,187.0,R,16.0,R,9.0,R,7.0,R,0.0,R,0.0,R,0.0,R,19.0,R,6.0,R,13.0,2021
222831,4,20,1,1,999,R,355,R,137.0,R,218.0,R,0.0,R,0.0,R,0.0,R,2.0,R,2.0,R,0.0,R,41.0,R,22.0,R,19.0,R,132.0,R,39.0,R,93.0,R,1.0,R,0.0,R,1.0,R,165.0,R,66.0,R,99.0,R,12.0,R,7.0,R,5.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,2021
222831,6,10,2,2,10 ,R,1316,R,581.0,R,735.0,R,7.0,R,4.0,R,3.0,R,9.0,R,4.0,R,5.0,R,104.0,R,57.0,R,47.0,R,469.0,R,180.0,R,289.0,R,1.0,R,0.0,R,1.0,R,656.0,R,296.0,R,360.0,R,33.0,R,19.0,R,14.0,R,0.0,R,0.0,R,0.0,R,37.0,R,21.0,R,16.0,2021
222831,8,12,2,2,50 ,R,1316,R,581.0,R,735.0,R,7.0,R,4.0,R,3.0,R,9.0,R,4.0,R,5.0,R,104.0,R,57.0,R,47.0,R,469.0,R,180.0,R,289.0,R,1.0,R,0.0,R,1.0,R,656.0,R,296.0,R,360.0,R,33.0,R,19.0,R,14.0,R,0.0,R,0.0,R,0.0,R,37.0,R,21.0,R,16.0,2021
222831,9,13,2,2,29A,R,587,R,240.0,R,347.0,R,4.0,R,1.0,R,3.0,R,5.0,R,1.0,R,4.0,R,41.0,R,22.0,R,19.0,R,179.0,R,65.0,R,114.0,R,0.0,R,0.0,R,0.0,R,323.0,R,136.0,R,187.0,R,16.0,R,9.0,R,7.0,R,0.0,R,0.0,R,0.0,R,19.0,R,6.0,R,13.0,2021
222831,12,16,2,2,18A,R,587,R,240.0,R,347.0,R,4.0,R,1.0,R,3.0,R,5.0,R,1.0,R,4.0,R,41.0,R,22.0,R,19.0,R,179.0,R,65.0,R,114.0,R,0.0,R,0.0,R,0.0,R,323.0,R,136.0,R,187.0,R,16.0,R,9.0,R,7.0,R,0.0,R,0.0,R,0.0,R,19.0,R,6.0,R,13.0,2021
222831,13,17,2,2,19 ,R,412,R,167.0,R,245.0,R,4.0,R,1.0,R,3.0,R,4.0,R,1.0,R,3.0,R,24.0,R,13.0,R,11.0,R,113.0,R,42.0,R,71.0,R,0.0,R,0.0,R,0.0,R,244.0,R,99.0,R,145.0,R,11.0,R,7.0,R,4.0,R,0.0,R,0.0,R,0.0,R,12.0,R,4.0,R,8.0,2021
222831,14,18,2,2,20 ,R,144,R,56.0,R,88.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,12.0,R,6.0,R,6.0,R,56.0,R,19.0,R,37.0,R,0.0,R,0.0,R,0.0,R,64.0,R,28.0,R,36.0,R,5.0,R,2.0,R,3.0,R,0.0,R,0.0,R,0.0,R,6.0,R,1.0,R,5.0,2021
222831,15,19,2,2,21 ,R,31,R,17.0,R,14.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,5.0,R,3.0,R,2.0,R,10.0,R,4.0,R,6.0,R,0.0,R,0.0,R,0.0,R,15.0,R,9.0,R,6.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,2021
222831,16,20,2,2,30 ,R,355,R,137.0,R,218.0,R,0.0,R,0.0,R,0.0,R,2.0,R,2.0,R,0.0,R,41.0,R,22.0,R,19.0,R,132.0,R,39.0,R,93.0,R,1.0,R,0.0,R,1.0,R,165.0,R,66.0,R,99.0,R,12.0,R,7.0,R,5.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,2021
222831,41,31,1,1,999,R,31,R,13.0,R,18.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,16.0,R,5.0,R,11.0,R,0.0,R,0.0,R,0.0,R,10.0,R,4.0,R,6.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,4.0,R,4.0,R,0.0,2021
222831,42,32,1,1,999,R,343,R,191.0,R,152.0,R,3.0,R,3.0,R,0.0,R,2.0,R,1.0,R,1.0,R,22.0,R,13.0,R,9.0,R,142.0,R,71.0,R,71.0,R,0.0,R,0.0,R,0.0,R,158.0,R,90.0,R,68.0,R,4.0,R,3.0,R,1.0,R,0.0,R,0.0,R,0.0,R,12.0,R,10.0,R,2.0,2021
222831,43,31,2,2,22 ,R,31,R,13.0,R,18.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,16.0,R,5.0,R,11.0,R,0.0,R,0.0,R,0.0,R,10.0,R,4.0,R,6.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,4.0,R,4.0,R,0.0,2021
222831,44,32,2,2,23 ,R,343,R,191.0,R,152.0,R,3.0,R,3.0,R,0.0,R,2.0,R,1.0,R,1.0,R,22.0,R,13.0,R,9.0,R,142.0,R,71.0,R,71.0,R,0.0,R,0.0,R,0.0,R,158.0,R,90.0,R,68.0,R,4.0,R,3.0,R,1.0,R,0.0,R,0.0,R,0.0,R,12.0,R,10.0,R,2.0,2021
222992,2,12,1,1,999,R,2099,R,1077.0,R,1022.0,R,20.0,R,13.0,R,7.0,R,86.0,R,42.0,R,44.0,R,118.0,R,67.0,R,51.0,R,700.0,R,334.0,R,366.0,R,2.0,R,2.0,R,0.0,R,893.0,R,477.0,R,416.0,R,111.0,R,55.0,R,56.0,R,80.0,R,40.0,R,40.0,R,89.0,R,47.0,R,42.0,2021
222992,3,13,1,1,999,R,187,R,90.0,R,97.0,R,1.0,Z,0.0,R,1.0,R,12.0,R,5.0,R,7.0,R,9.0,R,5.0,R,4.0,R,65.0,R,28.0,R,37.0,Z,0.0,Z,0.0,Z,0.0,R,75.0,R,42.0,R,33.0,R,6.0,R,4.0,R,2.0,R,9.0,R,3.0,R,6.0,R,10.0,R,3.0,R,7.0,2021
222992,4,20,1,1,999,R,821,R,405.0,R,416.0,R,4.0,R,2.0,R,2.0,R,42.0,R,20.0,R,22.0,R,48.0,R,22.0,R,26.0,R,227.0,R,114.0,R,113.0,Z,0.0,Z,0.0,Z,0.0,R,418.0,R,214.0,R,204.0,R,39.0,R,12.0,R,27.0,R,24.0,R,8.0,R,16.0,R,19.0,R,13.0,R,6.0,2021
222992,18,10,3,3,10 ,R,2099,R,1077.0,R,1022.0,R,20.0,R,13.0,R,7.0,R,86.0,R,42.0,R,44.0,R,118.0,R,67.0,R,51.0,R,700.0,R,334.0,R,366.0,R,2.0,R,2.0,R,0.0,R,893.0,R,477.0,R,416.0,R,111.0,R,55.0,R,56.0,R,80.0,R,40.0,R,40.0,R,89.0,R,47.0,R,42.0,2021
222992,20,12,3,3,50 ,R,2099,R,1077.0,R,1022.0,R,20.0,R,13.0,R,7.0,R,86.0,R,42.0,R,44.0,R,118.0,R,67.0,R,51.0,R,700.0,R,334.0,R,366.0,R,2.0,R,2.0,R,0.0,R,893.0,R,477.0,R,416.0,R,111.0,R,55.0,R,56.0,R,80.0,R,40.0,R,40.0,R,89.0,R,47.0,R,42.0,2021
222992,21,13,3,3,29A,R,187,R,90.0,R,97.0,R,1.0,Z,0.0,R,1.0,R,12.0,R,5.0,R,7.0,R,9.0,R,5.0,R,4.0,R,65.0,R,28.0,R,37.0,Z,0.0,Z,0.0,Z,0.0,R,75.0,R,42.0,R,33.0,R,6.0,R,4.0,R,2.0,R,9.0,R,3.0,R,6.0,R,10.0,R,3.0,R,7.0,2021
222992,22,14,3,3,11A,R,9,R,8.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,R,6.0,R,6.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021
222992,23,15,3,3,12A,R,178,R,82.0,R,96.0,R,1.0,Z,0.0,R,1.0,R,12.0,R,5.0,R,7.0,R,9.0,R,5.0,R,4.0,R,63.0,R,27.0,R,36.0,Z,0.0,Z,0.0,Z,0.0,R,69.0,R,36.0,R,33.0,R,6.0,R,4.0,R,2.0,R,8.0,R,2.0,R,6.0,R,10.0,R,3.0,R,7.0,2021
222992,25,20,3,3,30 ,R,821,R,405.0,R,416.0,R,4.0,R,2.0,R,2.0,R,42.0,R,20.0,R,22.0,R,48.0,R,22.0,R,26.0,R,227.0,R,114.0,R,113.0,Z,0.0,Z,0.0,Z,0.0,R,418.0,R,214.0,R,204.0,R,39.0,R,12.0,R,27.0,R,24.0,R,8.0,R,16.0,R,19.0,R,13.0,R,6.0,2021
222992,41,31,1,1,999,R,422,R,218.0,R,204.0,R,6.0,R,6.0,Z,0.0,R,15.0,R,8.0,R,7.0,R,24.0,R,15.0,R,9.0,R,181.0,R,82.0,R,99.0,Z,0.0,Z,0.0,Z,0.0,R,140.0,R,79.0,R,61.0,R,19.0,R,8.0,R,11.0,R,16.0,R,11.0,R,5.0,R,21.0,R,9.0,R,12.0,2021
222992,42,32,1,1,999,R,669,R,364.0,R,305.0,R,9.0,R,5.0,R,4.0,R,17.0,R,9.0,R,8.0,R,37.0,R,25.0,R,12.0,R,227.0,R,110.0,R,117.0,R,2.0,R,2.0,R,0.0,R,260.0,R,142.0,R,118.0,R,47.0,R,31.0,R,16.0,R,31.0,R,18.0,R,13.0,R,39.0,R,22.0,R,17.0,2021
222992,45,31,3,3,22 ,R,422,R,218.0,R,204.0,R,6.0,R,6.0,Z,0.0,R,15.0,R,8.0,R,7.0,R,24.0,R,15.0,R,9.0,R,181.0,R,82.0,R,99.0,Z,0.0,Z,0.0,Z,0.0,R,140.0,R,79.0,R,61.0,R,19.0,R,8.0,R,11.0,R,16.0,R,11.0,R,5.0,R,21.0,R,9.0,R,12.0,2021
222992,46,32,3,3,23 ,R,669,R,364.0,R,305.0,R,9.0,R,5.0,R,4.0,R,17.0,R,9.0,R,8.0,R,37.0,R,25.0,R,12.0,R,227.0,R,110.0,R,117.0,R,2.0,R,2.0,R,0.0,R,260.0,R,142.0,R,118.0,R,47.0,R,31.0,R,16.0,R,31.0,R,18.0,R,13.0,R,39.0,R,22.0,R,17.0,2021
223320,27,10,4,4,10 ,R,445,R,188.0,R,257.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,R,10.0,R,3.0,R,7.0,R,314.0,R,129.0,R,185.0,R,0.0,R,0.0,R,0.0,R,94.0,R,42.0,R,52.0,R,6.0,R,3.0,R,3.0,R,19.0,R,10.0,R,9.0,R,0.0,R,0.0,R,0.0,2021
223320,29,12,4,4,50 ,R,445,R,188.0,R,257.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,R,10.0,R,3.0,R,7.0,R,314.0,R,129.0,R,185.0,R,0.0,R,0.0,R,0.0,R,94.0,R,42.0,R,52.0,R,6.0,R,3.0,R,3.0,R,19.0,R,10.0,R,9.0,R,0.0,R,0.0,R,0.0,2021
223320,30,13,4,4,29A,R,118,R,39.0,R,79.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,R,2.0,R,0.0,R,2.0,R,74.0,R,23.0,R,51.0,R,0.0,R,0.0,R,0.0,R,29.0,R,12.0,R,17.0,R,2.0,R,1.0,R,1.0,R,9.0,R,2.0,R,7.0,R,0.0,R,0.0,R,0.0,2021
223320,31,14,4,4,11A,R,39,R,9.0,R,30.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,25.0,R,5.0,R,20.0,Z,0.0,Z,0.0,Z,0.0,R,7.0,R,4.0,R,3.0,Z,0.0,Z,0.0,Z,0.0,R,7.0,R,0.0,R,7.0,Z,0.0,Z,0.0,Z,0.0,2021
223320,32,15,4,4,12A,R,79,R,30.0,R,49.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,R,2.0,R,0.0,R,2.0,R,49.0,R,18.0,R,31.0,R,0.0,R,0.0,R,0.0,R,22.0,R,8.0,R,14.0,R,2.0,R,1.0,R,1.0,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,2021
223320,35,22,4,4,57 ,R,51,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021
223320,36,23,4,4,55 ,R,1,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021
223320,37,24,4,4,56 ,R,50,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021
