UNITID,EFFYALEV,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,XEFYGUUN,EFYGUUN,XEFYGUKN,EFYGUKN,YEAR
222567,1,1,999,R,7842,R,3235,R,4607,R,53,R,22,R,31,R,760,R,320,R,440,R,1487,R,571,R,916,R,2977,R,1173,R,1804,R,8,R,5,R,3,R,2326,R,1042,R,1284,R,0,R,0,R,0,R,163,R,81,R,82,R,68,R,21,R,47,R,0.0,R,7842.0,2025
222567,2,2,1,R,7842,R,3235,R,4607,R,53,R,22,R,31,R,760,R,320,R,440,R,1487,R,571,R,916,R,2977,R,1173,R,1804,R,8,R,5,R,3,R,2326,R,1042,R,1284,R,0,R,0,R,0,R,163,R,81,R,82,R,68,R,21,R,47,R,0.0,R,7842.0,2025
222567,3,-2,1,R,4104,R,1688,R,2416,R,31,R,14,R,17,R,230,R,93,R,137,R,769,R,315,R,454,R,1670,R,628,R,1042,R,5,R,4,R,1,R,1278,R,586,R,692,R,0,R,0,R,0,R,77,R,38,R,39,R,44,R,10,R,34,A,,A,,2025
222567,4,-2,1,R,1005,R,500,R,505,R,9,R,4,R,5,R,69,R,30,R,39,R,161,R,91,R,70,R,434,R,193,R,241,R,1,R,1,R,0,R,309,R,170,R,139,R,0,R,0,R,0,R,20,R,10,R,10,R,2,R,1,R,1,A,,A,,2025
222567,5,-2,1,R,3099,R,1188,R,1911,R,22,R,10,R,12,R,161,R,63,R,98,R,608,R,224,R,384,R,1236,R,435,R,801,R,4,R,3,R,1,R,969,R,416,R,553,R,0,R,0,R,0,R,57,R,28,R,29,R,42,R,9,R,33,A,,A,,2025
222567,11,-2,1,R,3738,R,1547,R,2191,R,22,R,8,R,14,R,530,R,227,R,303,R,718,R,256,R,462,R,1307,R,545,R,762,R,3,R,1,R,2,R,1048,R,456,R,592,R,0,R,0,R,0,R,86,R,43,R,43,R,24,R,11,R,13,A,,A,,2025
222567,19,-2,1,R,579,R,194,R,385,R,8,R,3,R,5,R,28,R,14,R,14,R,169,R,39,R,130,R,175,R,48,R,127,R,1,R,1,R,0,R,177,R,81,R,96,R,0,R,0,R,0,R,10,R,5,R,5,R,11,R,3,R,8,A,,A,,2025
222567,20,-2,1,R,2520,R,994,R,1526,R,14,R,7,R,7,R,133,R,49,R,84,R,439,R,185,R,254,R,1061,R,387,R,674,R,3,R,2,R,1,R,792,R,335,R,457,R,0,R,0,R,0,R,47,R,23,R,24,R,31,R,6,R,25,A,,A,,2025
222567,21,-2,999,R,2286,R,979,R,1307,R,23,R,9,R,14,R,204,R,79,R,125,R,409,R,154,R,255,R,860,R,337,R,523,R,3,R,3,R,0,R,710,R,366,R,344,R,0,R,0,R,0,R,50,R,22,R,28,R,27,R,9,R,18,A,,A,,2025
222567,22,-2,1,R,2286,R,979,R,1307,R,23,R,9,R,14,R,204,R,79,R,125,R,409,R,154,R,255,R,860,R,337,R,523,R,3,R,3,R,0,R,710,R,366,R,344,R,0,R,0,R,0,R,50,R,22,R,28,R,27,R,9,R,18,A,,A,,2025
222567,23,-2,1,R,1487,R,665,R,822,R,14,R,6,R,8,R,86,R,37,R,49,R,253,R,108,R,145,R,580,R,229,R,351,R,3,R,3,R,0,R,493,R,258,R,235,R,0,R,0,R,0,R,36,R,18,R,18,R,22,R,6,R,16,A,,A,,2025
222567,24,-2,1,R,532,R,260,R,272,R,9,R,4,R,5,R,45,R,19,R,26,R,75,R,39,R,36,R,219,R,98,R,121,R,1,R,1,R,0,R,171,R,94,R,77,R,0,R,0,R,0,R,12,R,5,R,7,R,0,R,0,R,0,A,,A,,2025
222567,25,-2,1,R,955,R,405,R,550,R,5,R,2,R,3,R,41,R,18,R,23,R,178,R,69,R,109,R,361,R,131,R,230,R,2,R,2,R,0,R,322,R,164,R,158,R,0,R,0,R,0,R,24,R,13,R,11,R,22,R,6,R,16,A,,A,,2025
222567,31,-2,1,R,799,R,314,R,485,R,9,R,3,R,6,R,118,R,42,R,76,R,156,R,46,R,110,R,280,R,108,R,172,R,0,R,0,R,0,R,217,R,108,R,109,R,0,R,0,R,0,R,14,R,4,R,10,R,5,R,3,R,2,A,,A,,2025
222567,39,-2,1,R,257,R,110,R,147,R,3,R,1,R,2,R,10,R,6,R,4,R,64,R,20,R,44,R,78,R,27,R,51,R,1,R,1,R,0,R,89,R,49,R,40,R,0,R,0,R,0,R,6,R,4,R,2,R,6,R,2,R,4,A,,A,,2025
222567,40,-2,1,R,698,R,295,R,403,R,2,R,1,R,1,R,31,R,12,R,19,R,114,R,49,R,65,R,283,R,104,R,179,R,1,R,1,R,0,R,233,R,115,R,118,R,0,R,0,R,0,R,18,R,9,R,9,R,16,R,4,R,12,A,,A,,2025
222567,41,-2,999,R,5556,R,2256,R,3300,R,30,R,13,R,17,R,556,R,241,R,315,R,1078,R,417,R,661,R,2117,R,836,R,1281,R,5,R,2,R,3,R,1616,R,676,R,940,R,0,R,0,R,0,R,113,R,59,R,54,R,41,R,12,R,29,A,,A,,2025
222567,42,-2,1,R,5556,R,2256,R,3300,R,30,R,13,R,17,R,556,R,241,R,315,R,1078,R,417,R,661,R,2117,R,836,R,1281,R,5,R,2,R,3,R,1616,R,676,R,940,R,0,R,0,R,0,R,113,R,59,R,54,R,41,R,12,R,29,A,,A,,2025
222567,43,-2,1,R,2617,R,1023,R,1594,R,17,R,8,R,9,R,144,R,56,R,88,R,516,R,207,R,309,R,1090,R,399,R,691,R,2,R,1,R,1,R,785,R,328,R,457,R,0,R,0,R,0,R,41,R,20,R,21,R,22,R,4,R,18,A,,A,,2025
222567,44,-2,1,R,473,R,240,R,233,R,0,R,0,R,0,R,24,R,11,R,13,R,86,R,52,R,34,R,215,R,95,R,120,R,0,R,0,R,0,R,138,R,76,R,62,R,0,R,0,R,0,R,8,R,5,R,3,R,2,R,1,R,1,A,,A,,2025
222567,45,-2,1,R,2144,R,783,R,1361,R,17,R,8,R,9,R,120,R,45,R,75,R,430,R,155,R,275,R,875,R,304,R,571,R,2,R,1,R,1,R,647,R,252,R,395,R,0,R,0,R,0,R,33,R,15,R,18,R,20,R,3,R,17,A,,A,,2025
222567,51,-2,1,R,2939,R,1233,R,1706,R,13,R,5,R,8,R,412,R,185,R,227,R,562,R,210,R,352,R,1027,R,437,R,590,R,3,R,1,R,2,R,831,R,348,R,483,R,0,R,0,R,0,R,72,R,39,R,33,R,19,R,8,R,11,A,,A,,2025
222567,59,-2,1,R,322,R,84,R,238,R,5,R,2,R,3,R,18,R,8,R,10,R,105,R,19,R,86,R,97,R,21,R,76,R,0,R,0,R,0,R,88,R,32,R,56,R,0,R,0,R,0,R,4,R,1,R,3,R,5,R,1,R,4,A,,A,,2025
222567,60,-2,1,R,1822,R,699,R,1123,R,12,R,6,R,6,R,102,R,37,R,65,R,325,R,136,R,189,R,778,R,283,R,495,R,2,R,1,R,1,R,559,R,220,R,339,R,0,R,0,R,0,R,29,R,14,R,15,R,15,R,2,R,13,A,,A,,2025
222576,1,1,999,R,12016,R,4356,R,7660,R,71,R,32,R,39,R,364,R,139,R,225,R,660,R,266,R,394,R,5752,R,1960,R,3792,R,7,R,1,R,6,R,4475,R,1704,R,2771,R,309,R,101,R,208,R,378,R,153,R,225,Z,0,Z,0,Z,0,R,0.0,R,12016.0,2025
222576,2,2,1,R,12016,R,4356,R,7660,R,71,R,32,R,39,R,364,R,139,R,225,R,660,R,266,R,394,R,5752,R,1960,R,3792,R,7,R,1,R,6,R,4475,R,1704,R,2771,R,309,R,101,R,208,R,378,R,153,R,225,Z,0,Z,0,Z,0,R,0.0,R,12016.0,2025
222576,3,-2,1,R,9549,R,3313,R,6236,R,53,R,20,R,33,R,294,R,109,R,185,R,595,R,239,R,356,R,4797,R,1570,R,3227,R,7,R,1,R,6,R,3311,R,1199,R,2112,R,245,R,78,R,167,R,247,R,97,R,150,Z,0,Z,0,Z,0,A,,A,,2025
222576,4,-2,1,R,2010,R,854,R,1156,R,11,R,3,R,8,R,71,R,31,R,40,R,115,R,52,R,63,R,1032,R,439,R,593,R,2,R,1,R,1,R,644,R,284,R,360,R,55,R,18,R,37,R,80,R,26,R,54,Z,0,Z,0,Z,0,A,,A,,2025
222576,5,-2,1,R,7539,R,2459,R,5080,R,42,R,17,R,25,R,223,R,78,R,145,R,480,R,187,R,293,R,3765,R,1131,R,2634,R,5,Z,0,R,5,R,2667,R,915,R,1752,R,190,R,60,R,130,R,167,R,71,R,96,Z,0,Z,0,Z,0,A,,A,,2025
222576,11,-2,1,R,2467,R,1043,R,1424,R,18,R,12,R,6,R,70,R,30,R,40,R,65,R,27,R,38,R,955,R,390,R,565,Z,0,Z,0,Z,0,R,1164,R,505,R,659,R,64,R,23,R,41,R,131,R,56,R,75,Z,0,Z,0,Z,0,A,,A,,2025
222576,19,-2,1,R,276,R,100,R,176,R,1,R,1,Z,0,R,8,R,4,R,4,R,24,R,16,R,8,R,111,R,32,R,79,Z,0,Z,0,Z,0,R,116,R,39,R,77,R,8,R,4,R,4,R,8,R,4,R,4,Z,0,Z,0,Z,0,A,,A,,2025
222576,20,-2,1,R,7263,R,2359,R,4904,R,41,R,16,R,25,R,215,R,74,R,141,R,456,R,171,R,285,R,3654,R,1099,R,2555,R,5,Z,0,R,5,R,2551,R,876,R,1675,R,182,R,56,R,126,R,159,R,67,R,92,Z,0,Z,0,Z,0,A,,A,,2025
222576,21,-2,999,R,4215,R,1684,R,2531,R,27,R,12,R,15,R,133,R,55,R,78,R,232,R,109,R,123,R,2055,R,789,R,1266,R,3,R,1,R,2,R,1527,R,626,R,901,R,101,R,37,R,64,R,137,R,55,R,82,Z,0,Z,0,Z,0,A,,A,,2025
222576,22,-2,1,R,4215,R,1684,R,2531,R,27,R,12,R,15,R,133,R,55,R,78,R,232,R,109,R,123,R,2055,R,789,R,1266,R,3,R,1,R,2,R,1527,R,626,R,901,R,101,R,37,R,64,R,137,R,55,R,82,Z,0,Z,0,Z,0,A,,A,,2025
222576,23,-2,1,R,3996,R,1603,R,2393,R,26,R,11,R,15,R,126,R,51,R,75,R,228,R,107,R,121,R,1992,R,764,R,1228,R,3,R,1,R,2,R,1397,R,580,R,817,R,97,R,37,R,60,R,127,R,52,R,75,Z,0,Z,0,Z,0,A,,A,,2025
222576,24,-2,1,R,1178,R,535,R,643,R,8,R,2,R,6,R,43,R,23,R,20,R,53,R,24,R,29,R,617,R,278,R,339,R,2,R,1,R,1,R,378,R,180,R,198,R,30,R,11,R,19,R,47,R,16,R,31,Z,0,Z,0,Z,0,A,,A,,2025
222576,25,-2,1,R,2818,R,1068,R,1750,R,18,R,9,R,9,R,83,R,28,R,55,R,175,R,83,R,92,R,1375,R,486,R,889,R,1,Z,0,R,1,R,1019,R,400,R,619,R,67,R,26,R,41,R,80,R,36,R,44,Z,0,Z,0,Z,0,A,,A,,2025
222576,31,-2,1,R,219,R,81,R,138,R,1,R,1,Z,0,R,7,R,4,R,3,R,4,R,2,R,2,R,63,R,25,R,38,Z,0,Z,0,Z,0,R,130,R,46,R,84,R,4,Z,0,R,4,R,10,R,3,R,7,Z,0,Z,0,Z,0,A,,A,,2025
222576,39,-2,1,R,63,R,33,R,30,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,8,R,6,R,2,R,18,R,9,R,9,Z,0,Z,0,Z,0,R,29,R,13,R,16,R,2,R,1,R,1,R,3,R,2,R,1,Z,0,Z,0,Z,0,A,,A,,2025
222576,40,-2,1,R,2755,R,1035,R,1720,R,18,R,9,R,9,R,80,R,26,R,54,R,167,R,77,R,90,R,1357,R,477,R,880,R,1,Z,0,R,1,R,990,R,387,R,603,R,65,R,25,R,40,R,77,R,34,R,43,Z,0,Z,0,Z,0,A,,A,,2025
222576,41,-2,999,R,7801,R,2672,R,5129,R,44,R,20,R,24,R,231,R,84,R,147,R,428,R,157,R,271,R,3697,R,1171,R,2526,R,4,Z,0,R,4,R,2948,R,1078,R,1870,R,208,R,64,R,144,R,241,R,98,R,143,Z,0,Z,0,Z,0,A,,A,,2025
222576,42,-2,1,R,7801,R,2672,R,5129,R,44,R,20,R,24,R,231,R,84,R,147,R,428,R,157,R,271,R,3697,R,1171,R,2526,R,4,Z,0,R,4,R,2948,R,1078,R,1870,R,208,R,64,R,144,R,241,R,98,R,143,Z,0,Z,0,Z,0,A,,A,,2025
222576,43,-2,1,R,5553,R,1710,R,3843,R,27,R,9,R,18,R,168,R,58,R,110,R,367,R,132,R,235,R,2805,R,806,R,1999,R,4,Z,0,R,4,R,1914,R,619,R,1295,R,148,R,41,R,107,R,120,R,45,R,75,Z,0,Z,0,Z,0,A,,A,,2025
222576,44,-2,1,R,832,R,319,R,513,R,3,R,1,R,2,R,28,R,8,R,20,R,62,R,28,R,34,R,415,R,161,R,254,Z,0,Z,0,Z,0,R,266,R,104,R,162,R,25,R,7,R,18,R,33,R,10,R,23,Z,0,Z,0,Z,0,A,,A,,2025
222576,45,-2,1,R,4721,R,1391,R,3330,R,24,R,8,R,16,R,140,R,50,R,90,R,305,R,104,R,201,R,2390,R,645,R,1745,R,4,Z,0,R,4,R,1648,R,515,R,1133,R,123,R,34,R,89,R,87,R,35,R,52,Z,0,Z,0,Z,0,A,,A,,2025
222576,51,-2,1,R,2248,R,962,R,1286,R,17,R,11,R,6,R,63,R,26,R,37,R,61,R,25,R,36,R,892,R,365,R,527,Z,0,Z,0,Z,0,R,1034,R,459,R,575,R,60,R,23,R,37,R,121,R,53,R,68,Z,0,Z,0,Z,0,A,,A,,2025
222576,59,-2,1,R,213,R,67,R,146,R,1,R,1,Z,0,R,5,R,2,R,3,R,16,R,10,R,6,R,93,R,23,R,70,Z,0,Z,0,Z,0,R,87,R,26,R,61,R,6,R,3,R,3,R,5,R,2,R,3,Z,0,Z,0,Z,0,A,,A,,2025
222576,60,-2,1,R,4508,R,1324,R,3184,R,23,R,7,R,16,R,135,R,48,R,87,R,289,R,94,R,195,R,2297,R,622,R,1675,R,4,Z,0,R,4,R,1561,R,489,R,1072,R,117,R,31,R,86,R,82,R,33,R,49,Z,0,Z,0,Z,0,A,,A,,2025
222822,1,1,999,R,5510,R,1896,R,3614,R,36,R,11,R,25,R,52,R,20,R,32,R,803,R,212,R,591,R,1771,R,640,R,1131,R,5,R,3,R,2,R,2469,R,871,R,1598,R,144,R,44,R,100,R,116,R,47,R,69,R,114,R,48,R,66,R,0.0,R,5510.0,2025
222822,2,2,1,R,5510,R,1896,R,3614,R,36,R,11,R,25,R,52,R,20,R,32,R,803,R,212,R,591,R,1771,R,640,R,1131,R,5,R,3,R,2,R,2469,R,871,R,1598,R,144,R,44,R,100,R,116,R,47,R,69,R,114,R,48,R,66,R,0.0,R,5510.0,2025
222822,3,-2,1,R,3465,R,1022,R,2443,R,29,R,8,R,21,R,18,R,3,R,15,R,574,R,128,R,446,R,1137,R,353,R,784,R,2,R,0,R,2,R,1476,R,451,R,1025,R,89,R,22,R,67,R,40,R,12,R,28,R,100,R,45,R,55,A,,A,,2025
222822,4,-2,1,R,1011,R,396,R,615,R,6,R,3,R,3,R,4,R,0,R,4,R,146,R,51,R,95,R,370,R,152,R,218,R,1,R,0,R,1,R,402,R,157,R,245,R,29,R,5,R,24,R,15,R,6,R,9,R,38,R,22,R,16,A,,A,,2025
222822,5,-2,1,R,2454,R,626,R,1828,R,23,R,5,R,18,R,14,R,3,R,11,R,428,R,77,R,351,R,767,R,201,R,566,R,1,R,0,R,1,R,1074,R,294,R,780,R,60,R,17,R,43,R,25,R,6,R,19,R,62,R,23,R,39,A,,A,,2025
222822,11,-2,1,R,2045,R,874,R,1171,R,7,R,3,R,4,R,34,R,17,R,17,R,229,R,84,R,145,R,634,R,287,R,347,R,3,R,3,R,0,R,993,R,420,R,573,R,55,R,22,R,33,R,76,R,35,R,41,R,14,R,3,R,11,A,,A,,2025
222822,19,-2,1,R,335,R,91,R,244,R,2,R,0,R,2,R,1,R,0,R,1,R,82,R,23,R,59,R,62,R,13,R,49,R,1,R,0,R,1,R,166,R,49,R,117,R,9,R,2,R,7,R,2,R,2,R,0,R,10,R,2,R,8,A,,A,,2025
222822,20,-2,1,R,2119,R,535,R,1584,R,21,R,5,R,16,R,13,R,3,R,10,R,346,R,54,R,292,R,705,R,188,R,517,R,0,R,0,R,0,R,908,R,245,R,663,R,51,R,15,R,36,R,23,R,4,R,19,R,52,R,21,R,31,A,,A,,2025
222822,21,-2,999,R,1586,R,551,R,1035,R,12,R,6,R,6,R,8,R,3,R,5,R,211,R,63,R,148,R,523,R,173,R,350,R,1,R,0,R,1,R,693,R,254,R,439,R,50,R,14,R,36,R,23,R,7,R,16,R,65,R,31,R,34,A,,A,,2025
222822,22,-2,1,R,1586,R,551,R,1035,R,12,R,6,R,6,R,8,R,3,R,5,R,211,R,63,R,148,R,523,R,173,R,350,R,1,R,0,R,1,R,693,R,254,R,439,R,50,R,14,R,36,R,23,R,7,R,16,R,65,R,31,R,34,A,,A,,2025
222822,23,-2,1,R,1424,R,486,R,938,R,12,R,6,R,6,R,4,R,0,R,4,R,190,R,57,R,133,R,473,R,155,R,318,R,1,R,0,R,1,R,624,R,221,R,403,R,45,R,12,R,33,R,17,R,5,R,12,R,58,R,30,R,28,A,,A,,2025
222822,24,-2,1,R,575,R,217,R,358,R,3,R,2,R,1,R,3,R,0,R,3,R,69,R,23,R,46,R,197,R,73,R,124,R,1,R,0,R,1,R,242,R,93,R,149,R,19,R,5,R,14,R,11,R,4,R,7,R,30,R,17,R,13,A,,A,,2025
222822,25,-2,1,R,849,R,269,R,580,R,9,R,4,R,5,R,1,R,0,R,1,R,121,R,34,R,87,R,276,R,82,R,194,R,0,R,0,R,0,R,382,R,128,R,254,R,26,R,7,R,19,R,6,R,1,R,5,R,28,R,13,R,15,A,,A,,2025
222822,31,-2,1,R,162,R,65,R,97,R,0,R,0,R,0,R,4,R,3,R,1,R,21,R,6,R,15,R,50,R,18,R,32,R,0,R,0,R,0,R,69,R,33,R,36,R,5,R,2,R,3,R,6,R,2,R,4,R,7,R,1,R,6,A,,A,,2025
222822,39,-2,1,R,114,R,41,R,73,R,1,R,0,R,1,R,0,R,0,R,0,R,26,R,12,R,14,R,23,R,8,R,15,R,0,R,0,R,0,R,54,R,19,R,35,R,5,R,1,R,4,R,0,R,0,R,0,R,5,R,1,R,4,A,,A,,2025
222822,40,-2,1,R,735,R,228,R,507,R,8,R,4,R,4,R,1,R,0,R,1,R,95,R,22,R,73,R,253,R,74,R,179,R,0,R,0,R,0,R,328,R,109,R,219,R,21,R,6,R,15,R,6,R,1,R,5,R,23,R,12,R,11,A,,A,,2025
222822,41,-2,999,R,3924,R,1345,R,2579,R,24,R,5,R,19,R,44,R,17,R,27,R,592,R,149,R,443,R,1248,R,467,R,781,R,4,R,3,R,1,R,1776,R,617,R,1159,R,94,R,30,R,64,R,93,R,40,R,53,R,49,R,17,R,32,A,,A,,2025
222822,42,-2,1,R,3924,R,1345,R,2579,R,24,R,5,R,19,R,44,R,17,R,27,R,592,R,149,R,443,R,1248,R,467,R,781,R,4,R,3,R,1,R,1776,R,617,R,1159,R,94,R,30,R,64,R,93,R,40,R,53,R,49,R,17,R,32,A,,A,,2025
222822,43,-2,1,R,2041,R,536,R,1505,R,17,R,2,R,15,R,14,R,3,R,11,R,384,R,71,R,313,R,664,R,198,R,466,R,1,R,0,R,1,R,852,R,230,R,622,R,44,R,10,R,34,R,23,R,7,R,16,R,42,R,15,R,27,A,,A,,2025
222822,44,-2,1,R,436,R,179,R,257,R,3,R,1,R,2,R,1,R,0,R,1,R,77,R,28,R,49,R,173,R,79,R,94,R,0,R,0,R,0,R,160,R,64,R,96,R,10,R,0,R,10,R,4,R,2,R,2,R,8,R,5,R,3,A,,A,,2025
222822,45,-2,1,R,1605,R,357,R,1248,R,14,R,1,R,13,R,13,R,3,R,10,R,307,R,43,R,264,R,491,R,119,R,372,R,1,R,0,R,1,R,692,R,166,R,526,R,34,R,10,R,24,R,19,R,5,R,14,R,34,R,10,R,24,A,,A,,2025
222822,51,-2,1,R,1883,R,809,R,1074,R,7,R,3,R,4,R,30,R,14,R,16,R,208,R,78,R,130,R,584,R,269,R,315,R,3,R,3,R,0,R,924,R,387,R,537,R,50,R,20,R,30,R,70,R,33,R,37,R,7,R,2,R,5,A,,A,,2025
222822,59,-2,1,R,221,R,50,R,171,R,1,R,0,R,1,R,1,R,0,R,1,R,56,R,11,R,45,R,39,R,5,R,34,R,1,R,0,R,1,R,112,R,30,R,82,R,4,R,1,R,3,R,2,R,2,R,0,R,5,R,1,R,4,A,,A,,2025
222822,60,-2,1,R,1384,R,307,R,1077,R,13,R,1,R,12,R,12,R,3,R,9,R,251,R,32,R,219,R,452,R,114,R,338,R,0,R,0,R,0,R,580,R,136,R,444,R,30,R,9,R,21,R,17,R,3,R,14,R,29,R,9,R,20,A,,A,,2025
222831,1,1,999,R,13149,R,5360,R,7789,R,39,R,15,R,24,R,216,R,107,R,109,R,714,R,316,R,398,R,4847,R,1862,R,2985,R,13,R,4,R,9,R,6440,R,2687,R,3753,R,423,R,177,R,246,R,84,R,31,R,53,R,373,R,161,R,212,R,0.0,R,13149.0,2025
222831,2,2,1,R,10634,R,4574,R,6060,R,36,R,15,R,21,R,158,R,81,R,77,R,468,R,229,R,239,R,4064,R,1637,R,2427,R,11,R,4,R,7,R,5169,R,2295,R,2874,R,338,R,147,R,191,R,56,R,24,R,32,R,334,R,142,R,192,R,0.0,R,10634.0,2025
222831,3,-2,1,R,6237,R,2705,R,3532,R,20,R,9,R,11,R,81,R,40,R,41,R,369,R,190,R,179,R,2581,R,1018,R,1563,R,7,R,3,R,4,R,2647,R,1191,R,1456,R,214,R,99,R,115,R,43,R,20,R,23,R,275,R,135,R,140,A,,A,,2025
222831,4,-2,1,R,1586,R,692,R,894,R,9,R,3,R,6,R,14,R,8,R,6,R,84,R,51,R,33,R,661,R,252,R,409,R,2,Z,0,R,2,R,672,R,312,R,360,R,55,R,23,R,32,R,9,R,7,R,2,R,80,R,36,R,44,A,,A,,2025
222831,5,-2,1,R,4651,R,2013,R,2638,R,11,R,6,R,5,R,67,R,32,R,35,R,285,R,139,R,146,R,1920,R,766,R,1154,R,5,R,3,R,2,R,1975,R,879,R,1096,R,159,R,76,R,83,R,34,R,13,R,21,R,195,R,99,R,96,A,,A,,2025
222831,11,-2,1,R,4397,R,1869,R,2528,R,16,R,6,R,10,R,77,R,41,R,36,R,99,R,39,R,60,R,1483,R,619,R,864,R,4,R,1,R,3,R,2522,R,1104,R,1418,R,124,R,48,R,76,R,13,R,4,R,9,R,59,R,7,R,52,A,,A,,2025
222831,12,4,3,R,2515,R,786,R,1729,R,3,Z,0,R,3,R,58,R,26,R,32,R,246,R,87,R,159,R,783,R,225,R,558,R,2,Z,0,R,2,R,1271,R,392,R,879,R,85,R,30,R,55,R,28,R,7,R,21,R,39,R,19,R,20,R,0.0,R,2515.0,2025
222831,19,-2,1,R,699,R,278,R,421,R,3,Z,0,R,3,R,9,R,5,R,4,R,55,R,25,R,30,R,271,R,88,R,183,Z,0,Z,0,Z,0,R,268,R,122,R,146,R,24,R,13,R,11,R,9,R,3,R,6,R,60,R,22,R,38,A,,A,,2025
222831,20,-2,1,R,3952,R,1735,R,2217,R,8,R,6,R,2,R,58,R,27,R,31,R,230,R,114,R,116,R,1649,R,678,R,971,R,5,R,3,R,2,R,1707,R,757,R,950,R,135,R,63,R,72,R,25,R,10,R,15,R,135,R,77,R,58,A,,A,,2025
222831,21,-2,999,R,7025,R,2802,R,4223,R,21,R,8,R,13,R,100,R,50,R,50,R,449,R,216,R,233,R,2721,R,1012,R,1709,R,9,R,3,R,6,R,3079,R,1236,R,1843,R,236,R,103,R,133,R,46,R,19,R,27,R,364,R,155,R,209,A,,A,,2025
222831,22,-2,1,R,5683,R,2416,R,3267,R,19,R,8,R,11,R,72,R,39,R,33,R,325,R,167,R,158,R,2302,R,896,R,1406,R,7,R,3,R,4,R,2400,R,1055,R,1345,R,191,R,90,R,101,R,35,R,17,R,18,R,332,R,141,R,191,A,,A,,2025
222831,23,-2,1,R,5467,R,2353,R,3114,R,19,R,8,R,11,R,68,R,37,R,31,R,323,R,166,R,157,R,2244,R,874,R,1370,R,7,R,3,R,4,R,2309,R,1025,R,1284,R,189,R,89,R,100,R,35,R,17,R,18,R,273,R,134,R,139,A,,A,,2025
222831,24,-2,1,R,1559,R,683,R,876,R,9,R,3,R,6,R,14,R,8,R,6,R,84,R,51,R,33,R,647,R,247,R,400,R,2,Z,0,R,2,R,660,R,308,R,352,R,54,R,23,R,31,R,9,R,7,R,2,R,80,R,36,R,44,A,,A,,2025
222831,25,-2,1,R,3908,R,1670,R,2238,R,10,R,5,R,5,R,54,R,29,R,25,R,239,R,115,R,124,R,1597,R,627,R,970,R,5,R,3,R,2,R,1649,R,717,R,932,R,135,R,66,R,69,R,26,R,10,R,16,R,193,R,98,R,95,A,,A,,2025
222831,31,-2,1,R,216,R,63,R,153,Z,0,Z,0,Z,0,R,4,R,2,R,2,R,2,R,1,R,1,R,58,R,22,R,36,Z,0,Z,0,Z,0,R,91,R,30,R,61,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,59,R,7,R,52,A,,A,,2025
222831,32,-2,3,R,1342,R,386,R,956,R,2,Z,0,R,2,R,28,R,11,R,17,R,124,R,49,R,75,R,419,R,116,R,303,R,2,Z,0,R,2,R,679,R,181,R,498,R,45,R,13,R,32,R,11,R,2,R,9,R,32,R,14,R,18,A,,A,,2025
222831,39,-2,1,R,554,R,216,R,338,R,3,Z,0,R,3,R,7,R,4,R,3,R,45,R,22,R,23,R,201,R,65,R,136,Z,0,Z,0,Z,0,R,213,R,92,R,121,R,19,R,9,R,10,R,6,R,2,R,4,R,60,R,22,R,38,A,,A,,2025
222831,40,-2,1,R,3354,R,1454,R,1900,R,7,R,5,R,2,R,47,R,25,R,22,R,194,R,93,R,101,R,1396,R,562,R,834,R,5,R,3,R,2,R,1436,R,625,R,811,R,116,R,57,R,59,R,20,R,8,R,12,R,133,R,76,R,57,A,,A,,2025
222831,41,-2,999,R,6124,R,2558,R,3566,R,18,R,7,R,11,R,116,R,57,R,59,R,265,R,100,R,165,R,2126,R,850,R,1276,R,4,R,1,R,3,R,3361,R,1451,R,1910,R,187,R,74,R,113,R,38,R,12,R,26,R,9,R,6,R,3,A,,A,,2025
222831,42,-2,1,R,4951,R,2158,R,2793,R,17,R,7,R,10,R,86,R,42,R,44,R,143,R,62,R,81,R,1762,R,741,R,1021,R,4,R,1,R,3,R,2769,R,1240,R,1529,R,147,R,57,R,90,R,21,R,7,R,14,R,2,R,1,R,1,A,,A,,2025
