UNITID,EFFYALEV,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,XEFYGUUN,EFYGUUN,XEFYGUKN,EFYGUKN,YEAR
224350,11,-2,1,R,4793,R,2462,R,2331,R,13,R,7,R,6,R,141,R,74,R,67,R,82,R,31,R,51,R,3210,R,1636,R,1574,R,4,R,0,R,4,R,929,R,437,R,492,R,31,R,16,R,15,R,88,R,50,R,38,R,295,R,211,R,84,A,,A,,2025
224350,19,-2,1,R,551,R,216,R,335,R,2,R,1,R,1,R,11,R,5,R,6,R,23,R,15,R,8,R,325,R,126,R,199,R,0,R,0,R,0,R,166,R,63,R,103,R,9,R,2,R,7,R,9,R,2,R,7,R,6,R,2,R,4,A,,A,,2025
224350,20,-2,1,R,7456,R,2833,R,4623,R,8,R,3,R,5,R,133,R,56,R,77,R,155,R,58,R,97,R,5618,R,2107,R,3511,R,6,R,4,R,2,R,1293,R,494,R,799,R,53,R,17,R,36,R,74,R,29,R,45,R,116,R,65,R,51,A,,A,,2025
224350,21,-2,999,R,2994,R,1462,R,1532,R,4,R,4,R,0,R,45,R,20,R,25,R,59,R,21,R,38,R,2231,R,1068,R,1163,R,1,R,1,R,0,R,501,R,249,R,252,R,20,R,11,R,9,R,43,R,22,R,21,R,90,R,66,R,24,A,,A,,2025
224350,22,-2,1,R,2994,R,1462,R,1532,R,4,R,4,R,0,R,45,R,20,R,25,R,59,R,21,R,38,R,2231,R,1068,R,1163,R,1,R,1,R,0,R,501,R,249,R,252,R,20,R,11,R,9,R,43,R,22,R,21,R,90,R,66,R,24,A,,A,,2025
224350,23,-2,1,R,2348,R,1117,R,1231,R,2,R,2,R,0,R,25,R,10,R,15,R,48,R,16,R,32,R,1767,R,825,R,942,R,1,R,1,R,0,R,405,R,200,R,205,R,17,R,10,R,7,R,29,R,14,R,15,R,54,R,39,R,15,A,,A,,2025
224350,24,-2,1,R,440,R,205,R,235,R,0,Z,0,R,0,R,6,R,3,R,3,R,9,R,3,R,6,R,323,R,142,R,181,R,1,R,1,R,0,R,70,R,39,R,31,R,6,R,3,R,3,R,9,R,5,R,4,R,16,R,9,R,7,A,,A,,2025
224350,25,-2,1,R,1908,R,912,R,996,R,2,R,2,R,0,R,19,R,7,R,12,R,39,R,13,R,26,R,1444,R,683,R,761,R,0,R,0,R,0,R,335,R,161,R,174,R,11,R,7,R,4,R,20,R,9,R,11,R,38,R,30,R,8,A,,A,,2025
224350,31,-2,1,R,646,R,345,R,301,R,2,R,2,R,0,R,20,R,10,R,10,R,11,R,5,R,6,R,464,R,243,R,221,R,0,R,0,R,0,R,96,R,49,R,47,R,3,R,1,R,2,R,14,R,8,R,6,R,36,R,27,R,9,A,,A,,2025
224350,39,-2,1,R,113,R,49,R,64,R,0,Z,0,R,0,R,1,Z,0,R,1,R,7,R,5,R,2,R,65,R,26,R,39,R,0,R,0,R,0,R,31,R,14,R,17,R,1,R,1,Z,0,R,6,R,1,R,5,R,2,R,2,R,0,A,,A,,2025
224350,40,-2,1,R,1795,R,863,R,932,R,2,R,2,R,0,R,18,R,7,R,11,R,32,R,8,R,24,R,1379,R,657,R,722,R,0,R,0,R,0,R,304,R,147,R,157,R,10,R,6,R,4,R,14,R,8,R,6,R,36,R,28,R,8,A,,A,,2025
224350,41,-2,999,R,11055,R,4597,R,6458,R,20,R,8,R,12,R,252,R,122,R,130,R,228,R,92,R,136,R,7848,R,3188,R,4660,R,13,R,5,R,8,R,2100,R,856,R,1244,R,85,R,30,R,55,R,148,R,68,R,80,R,361,R,228,R,133,A,,A,,2025
224350,42,-2,1,R,11055,R,4597,R,6458,R,20,R,8,R,12,R,252,R,122,R,130,R,228,R,92,R,136,R,7848,R,3188,R,4660,R,13,R,5,R,8,R,2100,R,856,R,1244,R,85,R,30,R,55,R,148,R,68,R,80,R,361,R,228,R,133,A,,A,,2025
224350,43,-2,1,R,6908,R,2480,R,4428,R,9,R,3,R,6,R,131,R,58,R,73,R,157,R,66,R,91,R,5102,R,1795,R,3307,R,9,R,5,R,4,R,1267,R,468,R,799,R,57,R,15,R,42,R,74,R,26,R,48,R,102,R,44,R,58,A,,A,,2025
224350,44,-2,1,R,809,R,343,R,466,R,1,R,1,Z,0,R,6,R,4,R,2,R,18,R,6,R,12,R,603,R,245,R,358,R,3,R,1,R,2,R,143,R,72,R,71,R,6,R,3,R,3,R,11,R,4,R,7,R,18,R,7,R,11,A,,A,,2025
224350,45,-2,1,R,6099,R,2137,R,3962,R,8,R,2,R,6,R,125,R,54,R,71,R,139,R,60,R,79,R,4499,R,1550,R,2949,R,6,R,4,R,2,R,1124,R,396,R,728,R,51,R,12,R,39,R,63,R,22,R,41,R,84,R,37,R,47,A,,A,,2025
224350,51,-2,1,R,4147,R,2117,R,2030,R,11,R,5,R,6,R,121,R,64,R,57,R,71,R,26,R,45,R,2746,R,1393,R,1353,R,4,Z,0,R,4,R,833,R,388,R,445,R,28,R,15,R,13,R,74,R,42,R,32,R,259,R,184,R,75,A,,A,,2025
224350,59,-2,1,R,438,R,167,R,271,R,2,R,1,R,1,R,10,R,5,R,5,R,16,R,10,R,6,R,260,R,100,R,160,Z,0,Z,0,Z,0,R,135,R,49,R,86,R,8,R,1,R,7,R,3,R,1,R,2,R,4,Z,0,R,4,A,,A,,2025
224350,60,-2,1,R,5661,R,1970,R,3691,R,6,R,1,R,5,R,115,R,49,R,66,R,123,R,50,R,73,R,4239,R,1450,R,2789,R,6,R,4,R,2,R,989,R,347,R,642,R,43,R,11,R,32,R,60,R,21,R,39,R,80,R,37,R,43,A,,A,,2025
224545,1,1,999,R,2805,R,1050,R,1755,R,12,R,6,R,6,R,30,R,14,R,16,R,490,R,157,R,333,R,507,R,190,R,317,R,2,R,2,R,0,R,1412,R,516,R,896,R,146,R,57,R,89,R,19,R,9,R,10,R,187,R,99,R,88,R,0.0,R,2805.0,2025
224545,2,2,1,R,2270,R,891,R,1379,R,10,R,6,R,4,R,29,R,14,R,15,R,391,R,128,R,263,R,457,R,176,R,281,R,2,R,2,R,0,R,1074,R,419,R,655,R,125,R,50,R,75,R,15,R,7,R,8,R,167,R,89,R,78,R,0.0,R,2270.0,2025
224545,3,-2,1,R,2256,R,886,R,1370,R,10,R,6,R,4,R,29,R,14,R,15,R,390,R,128,R,262,R,456,R,175,R,281,R,2,R,2,R,0,R,1062,R,415,R,647,R,125,R,50,R,75,R,15,R,7,R,8,R,167,R,89,R,78,A,,A,,2025
224545,4,-2,1,R,452,R,191,R,261,R,2,R,1,R,1,R,6,R,4,R,2,R,60,R,24,R,36,R,100,R,43,R,57,R,0,R,0,R,0,R,190,R,74,R,116,R,29,R,12,R,17,R,3,R,2,R,1,R,62,R,31,R,31,A,,A,,2025
224545,5,-2,1,R,1804,R,695,R,1109,R,8,R,5,R,3,R,23,R,10,R,13,R,330,R,104,R,226,R,356,R,132,R,224,R,2,R,2,R,0,R,872,R,341,R,531,R,96,R,38,R,58,R,12,R,5,R,7,R,105,R,58,R,47,A,,A,,2025
224545,11,-2,1,R,14,R,5,R,9,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,1,R,0,R,0,R,0,R,0,R,12,R,4,R,8,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,2025
224545,12,4,3,R,535,R,159,R,376,R,2,R,0,R,2,R,1,R,0,R,1,R,99,R,29,R,70,R,50,R,14,R,36,R,0,R,0,R,0,R,338,R,97,R,241,R,21,R,7,R,14,R,4,R,2,R,2,R,20,R,10,R,10,R,0.0,R,535.0,2025
224545,19,-2,1,R,554,R,219,R,335,R,3,R,2,R,1,R,7,R,3,R,4,R,109,R,34,R,75,R,105,R,36,R,69,R,0,R,0,R,0,R,276,R,116,R,160,R,24,R,10,R,14,R,2,R,1,R,1,R,28,R,17,R,11,A,,A,,2025
224545,20,-2,1,R,1250,R,476,R,774,R,5,R,3,R,2,R,16,R,7,R,9,R,221,R,70,R,151,R,251,R,96,R,155,R,2,R,2,R,0,R,596,R,225,R,371,R,72,R,28,R,44,R,10,R,4,R,6,R,77,R,41,R,36,A,,A,,2025
224545,21,-2,999,R,1833,R,710,R,1123,R,10,R,5,R,5,R,21,R,7,R,14,R,312,R,101,R,211,R,360,R,136,R,224,R,2,R,2,R,0,R,845,R,325,R,520,R,101,R,39,R,62,R,12,R,5,R,7,R,170,R,90,R,80,A,,A,,2025
224545,22,-2,1,R,1711,R,675,R,1036,R,9,R,5,R,4,R,21,R,7,R,14,R,281,R,94,R,187,R,349,R,133,R,216,R,2,R,2,R,0,R,791,R,309,R,482,R,96,R,39,R,57,R,11,R,5,R,6,R,151,R,81,R,70,A,,A,,2025
224545,23,-2,1,R,1708,R,673,R,1035,R,9,R,5,R,4,R,21,R,7,R,14,R,280,R,94,R,186,R,349,R,133,R,216,R,2,R,2,R,0,R,789,R,307,R,482,R,96,R,39,R,57,R,11,R,5,R,6,R,151,R,81,R,70,A,,A,,2025
224545,24,-2,1,R,397,R,165,R,232,R,2,R,1,R,1,R,6,R,4,R,2,R,51,R,21,R,30,R,89,R,36,R,53,R,0,R,0,R,0,R,162,R,62,R,100,R,24,R,10,R,14,R,3,R,2,R,1,R,60,R,29,R,31,A,,A,,2025
224545,25,-2,1,R,1311,R,508,R,803,R,7,R,4,R,3,R,15,R,3,R,12,R,229,R,73,R,156,R,260,R,97,R,163,R,2,R,2,R,0,R,627,R,245,R,382,R,72,R,29,R,43,R,8,R,3,R,5,R,91,R,52,R,39,A,,A,,2025
224545,31,-2,1,R,3,R,2,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,2025
224545,32,-2,3,R,122,R,35,R,87,R,1,R,0,R,1,R,0,R,0,R,0,R,31,R,7,R,24,R,11,R,3,R,8,R,0,R,0,R,0,R,54,R,16,R,38,R,5,R,0,R,5,R,1,R,0,R,1,R,19,R,9,R,10,A,,A,,2025
224545,39,-2,1,R,411,R,158,R,253,R,3,R,2,R,1,R,5,R,1,R,4,R,82,R,24,R,58,R,77,R,27,R,50,R,0,R,0,R,0,R,204,R,82,R,122,R,16,R,6,R,10,R,0,R,0,R,0,R,24,R,16,R,8,A,,A,,2025
224545,40,-2,1,R,900,R,350,R,550,R,4,R,2,R,2,R,10,R,2,R,8,R,147,R,49,R,98,R,183,R,70,R,113,R,2,R,2,R,0,R,423,R,163,R,260,R,56,R,23,R,33,R,8,R,3,R,5,R,67,R,36,R,31,A,,A,,2025
224545,41,-2,999,R,972,R,340,R,632,R,2,R,1,R,1,R,9,R,7,R,2,R,178,R,56,R,122,R,147,R,54,R,93,R,0,R,0,R,0,R,567,R,191,R,376,R,45,R,18,R,27,R,7,R,4,R,3,R,17,R,9,R,8,A,,A,,2025
224545,42,-2,1,R,559,R,216,R,343,R,1,R,1,R,0,R,8,R,7,R,1,R,110,R,34,R,76,R,108,R,43,R,65,R,0,R,0,R,0,R,283,R,110,R,173,R,29,R,11,R,18,R,4,R,2,R,2,R,16,R,8,R,8,A,,A,,2025
224545,43,-2,1,R,548,R,213,R,335,R,1,R,1,R,0,R,8,R,7,R,1,R,110,R,34,R,76,R,107,R,42,R,65,R,0,R,0,R,0,R,273,R,108,R,165,R,29,R,11,R,18,R,4,R,2,R,2,R,16,R,8,R,8,A,,A,,2025
224545,44,-2,1,R,55,R,26,R,29,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,3,R,6,R,11,R,7,R,4,R,0,R,0,R,0,R,28,R,12,R,16,R,5,R,2,R,3,R,0,R,0,R,0,R,2,R,2,R,0,A,,A,,2025
224545,45,-2,1,R,493,R,187,R,306,R,1,R,1,R,0,R,8,R,7,R,1,R,101,R,31,R,70,R,96,R,35,R,61,R,0,R,0,R,0,R,245,R,96,R,149,R,24,R,9,R,15,R,4,R,2,R,2,R,14,R,6,R,8,A,,A,,2025
224545,51,-2,1,R,11,R,3,R,8,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,10,R,2,R,8,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,2025
224545,52,-2,3,R,413,R,124,R,289,R,1,R,0,R,1,R,1,R,0,R,1,R,68,R,22,R,46,R,39,R,11,R,28,R,0,R,0,R,0,R,284,R,81,R,203,R,16,R,7,R,9,R,3,R,2,R,1,R,1,R,1,R,0,A,,A,,2025
224545,59,-2,1,R,143,R,61,R,82,R,0,R,0,R,0,R,2,R,2,R,0,R,27,R,10,R,17,R,28,R,9,R,19,R,0,R,0,R,0,R,72,R,34,R,38,R,8,R,4,R,4,R,2,R,1,R,1,R,4,R,1,R,3,A,,A,,2025
224545,60,-2,1,R,350,R,126,R,224,R,1,R,1,R,0,R,6,R,5,R,1,R,74,R,21,R,53,R,68,R,26,R,42,R,0,R,0,R,0,R,173,R,62,R,111,R,16,R,5,R,11,R,2,R,1,R,1,R,10,R,5,R,5,A,,A,,2025
224554,1,1,999,R,16591,R,6520,R,10071,R,72,R,27,R,45,R,587,R,268,R,319,R,3288,R,1273,R,2015,R,4020,R,1452,R,2568,R,14,R,4,R,10,R,6557,R,2613,R,3944,R,663,R,241,R,422,R,789,R,321,R,468,R,601,R,321,R,280,R,0.0,R,16591.0,2025
224554,2,2,1,R,12250,R,5005,R,7245,R,60,R,24,R,36,R,316,R,158,R,158,R,2437,R,989,R,1448,R,3280,R,1224,R,2056,R,12,R,4,R,8,R,4834,R,2063,R,2771,R,489,R,189,R,300,R,618,R,260,R,358,R,204,R,94,R,110,R,0.0,R,12250.0,2025
224554,3,-2,1,R,9429,R,3935,R,5494,R,34,R,14,R,20,R,207,R,101,R,106,R,2123,R,878,R,1245,R,2414,R,904,R,1510,R,8,R,4,R,4,R,3745,R,1648,R,2097,R,411,R,166,R,245,R,290,R,128,R,162,R,197,R,92,R,105,A,,A,,2025
224554,4,-2,1,R,1641,R,759,R,882,R,7,R,2,R,5,R,35,R,17,R,18,R,559,R,245,R,314,R,415,R,180,R,235,R,1,R,1,R,0,R,494,R,253,R,241,R,69,R,28,R,41,R,54,R,27,R,27,R,7,R,6,R,1,A,,A,,2025
224554,5,-2,1,R,7788,R,3176,R,4612,R,27,R,12,R,15,R,172,R,84,R,88,R,1564,R,633,R,931,R,1999,R,724,R,1275,R,7,R,3,R,4,R,3251,R,1395,R,1856,R,342,R,138,R,204,R,236,R,101,R,135,R,190,R,86,R,104,A,,A,,2025
224554,11,-2,1,R,2821,R,1070,R,1751,R,26,R,10,R,16,R,109,R,57,R,52,R,314,R,111,R,203,R,866,R,320,R,546,R,4,R,0,R,4,R,1089,R,415,R,674,R,78,R,23,R,55,R,328,R,132,R,196,R,7,R,2,R,5,A,,A,,2025
224554,12,4,3,R,4341,R,1515,R,2826,R,12,R,3,R,9,R,271,R,110,R,161,R,851,R,284,R,567,R,740,R,228,R,512,R,2,R,0,R,2,R,1723,R,550,R,1173,R,174,R,52,R,122,R,171,R,61,R,110,R,397,R,227,R,170,R,0.0,R,4341.0,2025
224554,19,-2,1,R,2431,R,1059,R,1372,R,10,R,5,R,5,R,58,R,30,R,28,R,493,R,196,R,297,R,582,R,232,R,350,R,3,R,3,R,0,R,1042,R,492,R,550,R,91,R,29,R,62,R,52,R,24,R,28,R,100,R,48,R,52,A,,A,,2025
224554,20,-2,1,R,5357,R,2117,R,3240,R,17,R,7,R,10,R,114,R,54,R,60,R,1071,R,437,R,634,R,1417,R,492,R,925,R,4,R,0,R,4,R,2209,R,903,R,1306,R,251,R,109,R,142,R,184,R,77,R,107,R,90,R,38,R,52,A,,A,,2025
224554,21,-2,999,R,9140,R,3674,R,5466,R,26,R,9,R,17,R,289,R,130,R,159,R,2044,R,827,R,1217,R,2146,R,778,R,1368,R,9,R,3,R,6,R,3525,R,1424,R,2101,R,392,R,153,R,239,R,294,R,125,R,169,R,415,R,225,R,190,A,,A,,2025
224554,22,-2,1,R,7535,R,3107,R,4428,R,23,R,9,R,14,R,162,R,76,R,86,R,1718,R,713,R,1005,R,1905,R,715,R,1190,R,7,R,3,R,4,R,2971,R,1271,R,1700,R,321,R,128,R,193,R,243,R,105,R,138,R,185,R,87,R,98,A,,A,,2025
224554,23,-2,1,R,7442,R,3073,R,4369,R,22,R,8,R,14,R,161,R,75,R,86,R,1714,R,711,R,1003,R,1878,R,705,R,1173,R,7,R,3,R,4,R,2925,R,1254,R,1671,R,318,R,127,R,191,R,232,R,103,R,129,R,185,R,87,R,98,A,,A,,2025
224554,24,-2,1,R,1496,R,690,R,806,R,5,R,1,R,4,R,33,R,15,R,18,R,525,R,232,R,293,R,380,R,166,R,214,R,1,R,1,R,0,R,431,R,218,R,213,R,63,R,25,R,38,R,51,R,26,R,25,R,7,R,6,R,1,A,,A,,2025
224554,25,-2,1,R,5946,R,2383,R,3563,R,17,R,7,R,10,R,128,R,60,R,68,R,1189,R,479,R,710,R,1498,R,539,R,959,R,6,R,2,R,4,R,2494,R,1036,R,1458,R,255,R,102,R,153,R,181,R,77,R,104,R,178,R,81,R,97,A,,A,,2025
224554,31,-2,1,R,93,R,34,R,59,R,1,R,1,R,0,R,1,R,1,R,0,R,4,R,2,R,2,R,27,R,10,R,17,R,0,R,0,R,0,R,46,R,17,R,29,R,3,R,1,R,2,R,11,R,2,R,9,R,0,R,0,R,0,A,,A,,2025
224554,32,-2,3,R,1605,R,567,R,1038,R,3,R,0,R,3,R,127,R,54,R,73,R,326,R,114,R,212,R,241,R,63,R,178,R,2,R,0,R,2,R,554,R,153,R,401,R,71,R,25,R,46,R,51,R,20,R,31,R,230,R,138,R,92,A,,A,,2025
224554,39,-2,1,R,1746,R,747,R,999,R,7,R,4,R,3,R,41,R,20,R,21,R,349,R,134,R,215,R,397,R,158,R,239,R,2,R,2,R,0,R,757,R,348,R,409,R,66,R,22,R,44,R,32,R,14,R,18,R,95,R,45,R,50,A,,A,,2025
224554,40,-2,1,R,4200,R,1636,R,2564,R,10,R,3,R,7,R,87,R,40,R,47,R,840,R,345,R,495,R,1101,R,381,R,720,R,4,R,0,R,4,R,1737,R,688,R,1049,R,189,R,80,R,109,R,149,R,63,R,86,R,83,R,36,R,47,A,,A,,2025
224554,41,-2,999,R,7451,R,2846,R,4605,R,46,R,18,R,28,R,298,R,138,R,160,R,1244,R,446,R,798,R,1874,R,674,R,1200,R,5,R,1,R,4,R,3032,R,1189,R,1843,R,271,R,88,R,183,R,495,R,196,R,299,R,186,R,96,R,90,A,,A,,2025
224554,42,-2,1,R,4715,R,1898,R,2817,R,37,R,15,R,22,R,154,R,82,R,72,R,719,R,276,R,443,R,1375,R,509,R,866,R,5,R,1,R,4,R,1863,R,792,R,1071,R,168,R,61,R,107,R,375,R,155,R,220,R,19,R,7,R,12,A,,A,,2025
224554,43,-2,1,R,1987,R,862,R,1125,R,12,R,6,R,6,R,46,R,26,R,20,R,409,R,167,R,242,R,536,R,199,R,337,R,1,R,1,R,0,R,820,R,394,R,426,R,93,R,39,R,54,R,58,R,25,R,33,R,12,R,5,R,7,A,,A,,2025
224554,44,-2,1,R,145,R,69,R,76,R,2,R,1,R,1,R,2,R,2,R,0,R,34,R,13,R,21,R,35,R,14,R,21,R,0,R,0,R,0,R,63,R,35,R,28,R,6,R,3,R,3,R,3,R,1,R,2,R,0,R,0,R,0,A,,A,,2025
224554,45,-2,1,R,1842,R,793,R,1049,R,10,R,5,R,5,R,44,R,24,R,20,R,375,R,154,R,221,R,501,R,185,R,316,R,1,R,1,R,0,R,757,R,359,R,398,R,87,R,36,R,51,R,55,R,24,R,31,R,12,R,5,R,7,A,,A,,2025
224554,51,-2,1,R,2728,R,1036,R,1692,R,25,R,9,R,16,R,108,R,56,R,52,R,310,R,109,R,201,R,839,R,310,R,529,R,4,R,0,R,4,R,1043,R,398,R,645,R,75,R,22,R,53,R,317,R,130,R,187,R,7,R,2,R,5,A,,A,,2025
224554,52,-2,3,R,2736,R,948,R,1788,R,9,R,3,R,6,R,144,R,56,R,88,R,525,R,170,R,355,R,499,R,165,R,334,R,0,R,0,R,0,R,1169,R,397,R,772,R,103,R,27,R,76,R,120,R,41,R,79,R,167,R,89,R,78,A,,A,,2025
224554,59,-2,1,R,685,R,312,R,373,R,3,R,1,R,2,R,17,R,10,R,7,R,144,R,62,R,82,R,185,R,74,R,111,R,1,R,1,R,0,R,285,R,144,R,141,R,25,R,7,R,18,R,20,R,10,R,10,R,5,R,3,R,2,A,,A,,2025
224554,60,-2,1,R,1157,R,481,R,676,R,7,R,4,R,3,R,27,R,14,R,13,R,231,R,92,R,139,R,316,R,111,R,205,R,0,R,0,R,0,R,472,R,215,R,257,R,62,R,29,R,33,R,35,R,14,R,21,R,7,R,2,R,5,A,,A,,2025
224615,1,1,999,R,107417,R,44053,R,63364,R,341,R,166,R,175,R,9626,R,4557,R,5069,R,21302,R,7660,R,13642,R,49236,R,19310,R,29926,R,15,R,8,R,7,R,16791,R,7785,R,9006,R,1947,R,765,R,1182,R,4579,R,2068,R,2511,R,3580,R,1734,R,1846,R,1.0,R,107416.0,2025
224615,2,2,1,R,107417,R,44053,R,63364,R,341,R,166,R,175,R,9626,R,4557,R,5069,R,21302,R,7660,R,13642,R,49236,R,19310,R,29926,R,15,R,8,R,7,R,16791,R,7785,R,9006,R,1947,R,765,R,1182,R,4579,R,2068,R,2511,R,3580,R,1734,R,1846,R,1.0,R,107416.0,2025
224615,3,-2,1,R,65145,R,26246,R,38899,R,216,R,106,R,110,R,4499,R,2133,R,2366,R,13955,R,4804,R,9151,R,29365,R,11228,R,18137,R,14,R,7,R,7,R,9881,R,4723,R,5158,R,891,R,318,R,573,R,2831,R,1238,R,1593,R,3493,R,1689,R,1804,A,,A,,2025
224615,4,-2,1,R,13275,R,5922,R,7353,R,46,R,24,R,22,R,883,R,455,R,428,R,2518,R,1091,R,1427,R,7187,R,2993,R,4194,R,0,R,0,R,0,R,1677,R,882,R,795,R,170,R,76,R,94,R,561,R,293,R,268,R,233,R,108,R,125,A,,A,,2025
224615,5,-2,1,R,51870,R,20324,R,31546,R,170,R,82,R,88,R,3616,R,1678,R,1938,R,11437,R,3713,R,7724,R,22178,R,8235,R,13943,R,14,R,7,R,7,R,8204,R,3841,R,4363,R,721,R,242,R,479,R,2270,R,945,R,1325,R,3260,R,1581,R,1679,A,,A,,2025
224615,11,-2,1,R,42272,R,17807,R,24465,R,125,R,60,R,65,R,5127,R,2424,R,2703,R,7347,R,2856,R,4491,R,19871,R,8082,R,11789,R,1,R,1,R,0,R,6910,R,3062,R,3848,R,1056,R,447,R,609,R,1748,R,830,R,918,R,87,R,45,R,42,A,,A,,2025
224615,19,-2,1,R,8095,R,3443,R,4652,R,27,R,16,R,11,R,672,R,300,R,372,R,2084,R,718,R,1366,R,1799,R,704,R,1095,R,2,R,1,R,1,R,1827,R,907,R,920,R,120,R,46,R,74,R,376,R,168,R,208,R,1188,R,583,R,605,A,,A,,2025
224615,20,-2,1,R,43775,R,16881,R,26894,R,143,R,66,R,77,R,2944,R,1378,R,1566,R,9353,R,2995,R,6358,R,20379,R,7531,R,12848,R,12,R,6,R,6,R,6377,R,2934,R,3443,R,601,R,196,R,405,R,1894,R,777,R,1117,R,2072,R,998,R,1074,A,,A,,2025
224615,21,-2,999,R,20794,R,9434,R,11360,R,60,R,34,R,26,R,1260,R,637,R,623,R,3774,R,1570,R,2204,R,9773,R,4156,R,5617,R,1,R,1,R,0,R,2470,R,1351,R,1119,R,281,R,120,R,161,R,753,R,360,R,393,R,2422,R,1205,R,1217,A,,A,,2025
224615,22,-2,1,R,20794,R,9434,R,11360,R,60,R,34,R,26,R,1260,R,637,R,623,R,3774,R,1570,R,2204,R,9773,R,4156,R,5617,R,1,R,1,R,0,R,2470,R,1351,R,1119,R,281,R,120,R,161,R,753,R,360,R,393,R,2422,R,1205,R,1217,A,,A,,2025
224615,23,-2,1,R,16284,R,7497,R,8787,R,49,R,27,R,22,R,934,R,462,R,472,R,2865,R,1209,R,1656,R,7143,R,3062,R,4081,R,1,R,1,R,0,R,2079,R,1157,R,922,R,202,R,83,R,119,R,619,R,308,R,311,R,2392,R,1188,R,1204,A,,A,,2025
224615,24,-2,1,R,4434,R,2109,R,2325,R,14,R,7,R,7,R,230,R,125,R,105,R,710,R,350,R,360,R,2681,R,1194,R,1487,R,0,R,0,R,0,R,479,R,265,R,214,R,48,R,26,R,22,R,162,R,88,R,74,R,110,R,54,R,56,A,,A,,2025
224615,25,-2,1,R,11850,R,5388,R,6462,R,35,R,20,R,15,R,704,R,337,R,367,R,2155,R,859,R,1296,R,4462,R,1868,R,2594,R,1,R,1,R,0,R,1600,R,892,R,708,R,154,R,57,R,97,R,457,R,220,R,237,R,2282,R,1134,R,1148,A,,A,,2025
224615,31,-2,1,R,4510,R,1937,R,2573,R,11,R,7,R,4,R,326,R,175,R,151,R,909,R,361,R,548,R,2630,R,1094,R,1536,R,0,R,0,R,0,R,391,R,194,R,197,R,79,R,37,R,42,R,134,R,52,R,82,R,30,R,17,R,13,A,,A,,2025
224615,39,-2,1,R,2659,R,1373,R,1286,R,9,R,7,R,2,R,131,R,58,R,73,R,514,R,237,R,277,R,490,R,230,R,260,R,0,R,0,R,0,R,430,R,286,R,144,R,41,R,19,R,22,R,78,R,47,R,31,R,966,R,489,R,477,A,,A,,2025
224615,40,-2,1,R,9191,R,4015,R,5176,R,26,R,13,R,13,R,573,R,279,R,294,R,1641,R,622,R,1019,R,3972,R,1638,R,2334,R,1,R,1,R,0,R,1170,R,606,R,564,R,113,R,38,R,75,R,379,R,173,R,206,R,1316,R,645,R,671,A,,A,,2025
224615,41,-2,999,R,86623,R,34619,R,52004,R,281,R,132,R,149,R,8366,R,3920,R,4446,R,17528,R,6090,R,11438,R,39463,R,15154,R,24309,R,14,R,7,R,7,R,14321,R,6434,R,7887,R,1666,R,645,R,1021,R,3826,R,1708,R,2118,R,1158,R,529,R,629,A,,A,,2025
224615,42,-2,1,R,86623,R,34619,R,52004,R,281,R,132,R,149,R,8366,R,3920,R,4446,R,17528,R,6090,R,11438,R,39463,R,15154,R,24309,R,14,R,7,R,7,R,14321,R,6434,R,7887,R,1666,R,645,R,1021,R,3826,R,1708,R,2118,R,1158,R,529,R,629,A,,A,,2025
224615,43,-2,1,R,48861,R,18749,R,30112,R,167,R,79,R,88,R,3565,R,1671,R,1894,R,11090,R,3595,R,7495,R,22222,R,8166,R,14056,R,13,R,6,R,7,R,7802,R,3566,R,4236,R,689,R,235,R,454,R,2212,R,930,R,1282,R,1101,R,501,R,600,A,,A,,2025
