UNITID,GRTYPE,CHRTSTAT,SECTION,COHORT,LINE,XGRTOTLT,GRTOTLT,XGRTOTLM,GRTOTLM,XGRTOTLW,GRTOTLW,XGRAIANT,GRAIANT,XGRAIANM,GRAIANM,XGRAIANW,GRAIANW,XGRASIAT,GRASIAT,XGRASIAM,GRASIAM,XGRASIAW,GRASIAW,XGRBKAAT,GRBKAAT,XGRBKAAM,GRBKAAM,XGRBKAAW,GRBKAAW,XGRHISPT,GRHISPT,XGRHISPM,GRHISPM,XGRHISPW,GRHISPW,XGRNHPIT,GRNHPIT,XGRNHPIM,GRNHPIM,XGRNHPIW,GRNHPIW,XGRWHITT,GRWHITT,XGRWHITM,GRWHITM,XGRWHITW,GRWHITW,XGR2MORT,GR2MORT,XGR2MORM,GR2MORM,XGR2MORW,GR2MORW,XGRUNKNT,GRUNKNT,XGRUNKNM,GRUNKNM,XGRUNKNW,GRUNKNW,XGRNRALT,GRNRALT,XGRNRALM,GRNRALM,XGRNRALW,GRNRALW,YEAR
222822,29,12,4,4,50,R,461,R,160.0,R,301.0,R,3.0,R,2.0,R,1.0,R,1.0,R,1.0,R,0.0,R,62.0,R,19.0,R,43.0,R,139.0,R,52.0,R,87.0,R,0.0,R,0.0,R,0.0,R,230.0,R,72.0,R,158.0,R,13.0,R,6.0,R,7.0,R,2.0,R,2.0,R,0.0,R,11.0,R,6.0,R,5.0,2023
222822,30,13,4,4,29A,R,126,R,51.0,R,75.0,R,0.0,R,0.0,Z,0.0,R,0.0,R,0.0,Z,0.0,R,13.0,R,6.0,R,7.0,R,33.0,R,16.0,R,17.0,R,0.0,R,0.0,Z,0.0,R,70.0,R,23.0,R,47.0,R,2.0,R,0.0,R,2.0,R,2.0,R,2.0,Z,0.0,R,6.0,R,4.0,R,2.0,2023
222822,31,14,4,4,11A,R,43,R,28.0,R,15.0,R,0.0,R,0.0,Z,0.0,R,0.0,R,0.0,Z,0.0,R,2.0,R,1.0,R,1.0,R,16.0,R,9.0,R,7.0,R,0.0,R,0.0,Z,0.0,R,19.0,R,13.0,R,6.0,R,0.0,R,0.0,Z,0.0,R,2.0,R,2.0,Z,0.0,R,4.0,R,3.0,R,1.0,2023
222822,32,15,4,4,12A,R,83,R,23.0,R,60.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,11.0,R,5.0,R,6.0,R,17.0,R,7.0,R,10.0,Z,0.0,Z,0.0,Z,0.0,R,51.0,R,10.0,R,41.0,R,2.0,Z,0.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,1.0,R,1.0,2023
222822,33,20,4,4,30,R,76,R,24.0,R,52.0,R,1.0,Z,0.0,R,1.0,R,1.0,R,1.0,Z,0.0,R,5.0,Z,0.0,R,5.0,R,18.0,R,5.0,R,13.0,Z,0.0,Z,0.0,Z,0.0,R,47.0,R,17.0,R,30.0,R,3.0,R,1.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,Z,0.0,R,1.0,2023
222822,35,22,4,4,57,R,112,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2023
222822,36,23,4,4,55,R,39,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2023
222822,37,24,4,4,56,R,73,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2023
222822,47,31,4,4,22,R,39,R,6.0,R,33.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,6.0,Z,0.0,R,6.0,R,19.0,R,4.0,R,15.0,Z,0.0,Z,0.0,Z,0.0,R,9.0,Z,0.0,R,9.0,R,3.0,R,1.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,1.0,R,1.0,2023
222822,48,32,4,4,23,R,220,R,79.0,R,141.0,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,38.0,R,13.0,R,25.0,R,69.0,R,27.0,R,42.0,R,0.0,R,0.0,R,0.0,R,104.0,R,32.0,R,72.0,R,5.0,R,4.0,R,1.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,2023
222831,1,10,1,1,999,R,1561,R,713.0,R,848.0,R,11.0,R,4.0,R,7.0,R,9.0,R,4.0,R,5.0,R,108.0,R,56.0,R,52.0,R,636.0,R,270.0,R,366.0,R,3.0,R,2.0,R,1.0,R,702.0,R,331.0,R,371.0,R,62.0,R,30.0,R,32.0,Z,0.0,Z,0.0,Z,0.0,R,30.0,R,16.0,R,14.0,2023
222831,2,12,1,1,999,R,1559,R,712.0,R,847.0,R,11.0,R,4.0,R,7.0,R,9.0,R,4.0,R,5.0,R,108.0,R,56.0,R,52.0,R,635.0,R,269.0,R,366.0,R,3.0,R,2.0,R,1.0,R,701.0,R,331.0,R,370.0,R,62.0,R,30.0,R,32.0,R,0.0,R,0.0,R,0.0,R,30.0,R,16.0,R,14.0,2023
222831,3,13,1,1,999,R,635,R,250.0,R,385.0,R,5.0,R,3.0,R,2.0,R,5.0,R,1.0,R,4.0,R,32.0,R,17.0,R,15.0,R,241.0,R,87.0,R,154.0,R,1.0,R,1.0,R,0.0,R,310.0,R,122.0,R,188.0,R,28.0,R,13.0,R,15.0,R,0.0,R,0.0,R,0.0,R,13.0,R,6.0,R,7.0,2023
222831,4,20,1,1,999,R,350,R,127.0,R,223.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,0.0,R,32.0,R,13.0,R,19.0,R,157.0,R,56.0,R,101.0,R,0.0,R,0.0,R,0.0,R,148.0,R,55.0,R,93.0,R,9.0,R,2.0,R,7.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,2023
222831,6,10,2,2,10,R,1561,R,713.0,R,848.0,R,11.0,R,4.0,R,7.0,R,9.0,R,4.0,R,5.0,R,108.0,R,56.0,R,52.0,R,636.0,R,270.0,R,366.0,R,3.0,R,2.0,R,1.0,R,702.0,R,331.0,R,371.0,R,62.0,R,30.0,R,32.0,R,0.0,R,0.0,R,0.0,R,30.0,R,16.0,R,14.0,2023
222831,7,11,2,2,45,R,2,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2023
222831,8,12,2,2,50,R,1559,R,712.0,R,847.0,R,11.0,R,4.0,R,7.0,R,9.0,R,4.0,R,5.0,R,108.0,R,56.0,R,52.0,R,635.0,R,269.0,R,366.0,R,3.0,R,2.0,R,1.0,R,701.0,R,331.0,R,370.0,R,62.0,R,30.0,R,32.0,R,0.0,R,0.0,R,0.0,R,30.0,R,16.0,R,14.0,2023
222831,9,13,2,2,29A,R,635,R,250.0,R,385.0,R,5.0,R,3.0,R,2.0,R,5.0,R,1.0,R,4.0,R,32.0,R,17.0,R,15.0,R,241.0,R,87.0,R,154.0,R,1.0,R,1.0,R,0.0,R,310.0,R,122.0,R,188.0,R,28.0,R,13.0,R,15.0,R,0.0,R,0.0,R,0.0,R,13.0,R,6.0,R,7.0,2023
222831,12,16,2,2,18A,R,635,R,250.0,R,385.0,R,5.0,R,3.0,R,2.0,R,5.0,R,1.0,R,4.0,R,32.0,R,17.0,R,15.0,R,241.0,R,87.0,R,154.0,R,1.0,R,1.0,R,0.0,R,310.0,R,122.0,R,188.0,R,28.0,R,13.0,R,15.0,R,0.0,R,0.0,R,0.0,R,13.0,R,6.0,R,7.0,2023
222831,13,17,2,2,19,R,455,R,157.0,R,298.0,R,5.0,R,3.0,R,2.0,R,5.0,R,1.0,R,4.0,R,22.0,R,10.0,R,12.0,R,150.0,R,46.0,R,104.0,R,0.0,R,0.0,R,0.0,R,239.0,R,83.0,R,156.0,R,21.0,R,8.0,R,13.0,R,0.0,R,0.0,R,0.0,R,13.0,R,6.0,R,7.0,2023
222831,14,18,2,2,20,R,143,R,73.0,R,70.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,8.0,R,6.0,R,2.0,R,72.0,R,32.0,R,40.0,R,0.0,R,0.0,R,0.0,R,58.0,R,32.0,R,26.0,R,5.0,R,3.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2023
222831,15,19,2,2,21,R,37,R,20.0,R,17.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,R,19.0,R,9.0,R,10.0,R,1.0,R,1.0,R,0.0,R,13.0,R,7.0,R,6.0,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2023
222831,16,20,2,2,30,R,350,R,127.0,R,223.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,0.0,R,32.0,R,13.0,R,19.0,R,157.0,R,56.0,R,101.0,R,0.0,R,0.0,R,0.0,R,148.0,R,55.0,R,93.0,R,9.0,R,2.0,R,7.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,2023
222831,40,11,1,1,999,R,2,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2023
222831,41,31,1,1,999,R,44,R,26.0,R,18.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,5.0,R,2.0,R,3.0,R,19.0,R,11.0,R,8.0,R,0.0,R,0.0,R,0.0,R,17.0,R,10.0,R,7.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,3.0,R,3.0,R,0.0,2023
222831,42,32,1,1,999,R,530,R,309.0,R,221.0,R,4.0,R,1.0,R,3.0,R,4.0,R,3.0,R,1.0,R,39.0,R,24.0,R,15.0,R,218.0,R,115.0,R,103.0,R,2.0,R,1.0,R,1.0,R,226.0,R,144.0,R,82.0,R,25.0,R,15.0,R,10.0,R,0.0,R,0.0,R,0.0,R,12.0,R,6.0,R,6.0,2023
222831,43,31,2,2,22,R,44,R,26.0,R,18.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,5.0,R,2.0,R,3.0,R,19.0,R,11.0,R,8.0,R,0.0,R,0.0,R,0.0,R,17.0,R,10.0,R,7.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,3.0,R,3.0,R,0.0,2023
222831,44,32,2,2,23,R,530,R,309.0,R,221.0,R,4.0,R,1.0,R,3.0,R,4.0,R,3.0,R,1.0,R,39.0,R,24.0,R,15.0,R,218.0,R,115.0,R,103.0,R,2.0,R,1.0,R,1.0,R,226.0,R,144.0,R,82.0,R,25.0,R,15.0,R,10.0,R,0.0,R,0.0,R,0.0,R,12.0,R,6.0,R,6.0,2023
222992,1,10,1,1,999,R,2344,R,1215.0,R,1129.0,R,16.0,R,10.0,R,6.0,R,127.0,R,73.0,R,54.0,R,107.0,R,58.0,R,49.0,R,858.0,R,419.0,R,439.0,R,2.0,R,1.0,R,1.0,R,1052.0,R,565.0,R,487.0,R,108.0,R,55.0,R,53.0,R,7.0,R,3.0,R,4.0,R,67.0,R,31.0,R,36.0,2023
222992,2,12,1,1,999,R,2344,R,1215.0,R,1129.0,R,16.0,R,10.0,R,6.0,R,127.0,R,73.0,R,54.0,R,107.0,R,58.0,R,49.0,R,858.0,R,419.0,R,439.0,R,2.0,R,1.0,R,1.0,R,1052.0,R,565.0,R,487.0,R,108.0,R,55.0,R,53.0,R,7.0,R,3.0,R,4.0,R,67.0,R,31.0,R,36.0,2023
222992,3,13,1,1,999,R,422,R,212.0,R,210.0,R,2.0,R,1.0,R,1.0,R,29.0,R,12.0,R,17.0,R,9.0,R,4.0,R,5.0,R,144.0,R,73.0,R,71.0,Z,0.0,Z,0.0,Z,0.0,R,194.0,R,100.0,R,94.0,R,23.0,R,13.0,R,10.0,R,1.0,Z,0.0,R,1.0,R,20.0,R,9.0,R,11.0,2023
222992,4,20,1,1,999,R,840,R,430.0,R,410.0,R,9.0,R,5.0,R,4.0,R,53.0,R,34.0,R,19.0,R,39.0,R,18.0,R,21.0,R,233.0,R,112.0,R,121.0,R,1.0,Z,0.0,R,1.0,R,451.0,R,234.0,R,217.0,R,34.0,R,14.0,R,20.0,R,3.0,R,2.0,R,1.0,R,17.0,R,11.0,R,6.0,2023
222992,18,10,3,3,10,R,2344,R,1215.0,R,1129.0,R,16.0,R,10.0,R,6.0,R,127.0,R,73.0,R,54.0,R,107.0,R,58.0,R,49.0,R,858.0,R,419.0,R,439.0,R,2.0,R,1.0,R,1.0,R,1052.0,R,565.0,R,487.0,R,108.0,R,55.0,R,53.0,R,7.0,R,3.0,R,4.0,R,67.0,R,31.0,R,36.0,2023
222992,20,12,3,3,50,R,2344,R,1215.0,R,1129.0,R,16.0,R,10.0,R,6.0,R,127.0,R,73.0,R,54.0,R,107.0,R,58.0,R,49.0,R,858.0,R,419.0,R,439.0,R,2.0,R,1.0,R,1.0,R,1052.0,R,565.0,R,487.0,R,108.0,R,55.0,R,53.0,R,7.0,R,3.0,R,4.0,R,67.0,R,31.0,R,36.0,2023
222992,21,13,3,3,29A,R,422,R,212.0,R,210.0,R,2.0,R,1.0,R,1.0,R,29.0,R,12.0,R,17.0,R,9.0,R,4.0,R,5.0,R,144.0,R,73.0,R,71.0,Z,0.0,Z,0.0,Z,0.0,R,194.0,R,100.0,R,94.0,R,23.0,R,13.0,R,10.0,R,1.0,Z,0.0,R,1.0,R,20.0,R,9.0,R,11.0,2023
222992,22,14,3,3,11A,R,24,R,24.0,Z,0.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,8.0,R,8.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,13.0,R,13.0,Z,0.0,R,2.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2023
222992,23,15,3,3,12A,R,398,R,188.0,R,210.0,R,1.0,Z,0.0,R,1.0,R,29.0,R,12.0,R,17.0,R,9.0,R,4.0,R,5.0,R,136.0,R,65.0,R,71.0,Z,0.0,Z,0.0,Z,0.0,R,181.0,R,87.0,R,94.0,R,21.0,R,11.0,R,10.0,R,1.0,Z,0.0,R,1.0,R,20.0,R,9.0,R,11.0,2023
222992,25,20,3,3,30,R,840,R,430.0,R,410.0,R,9.0,R,5.0,R,4.0,R,53.0,R,34.0,R,19.0,R,39.0,R,18.0,R,21.0,R,233.0,R,112.0,R,121.0,R,1.0,Z,0.0,R,1.0,R,451.0,R,234.0,R,217.0,R,34.0,R,14.0,R,20.0,R,3.0,R,2.0,R,1.0,R,17.0,R,11.0,R,6.0,2023
222992,41,31,1,1,999,R,443,R,205.0,R,238.0,R,2.0,R,1.0,R,1.0,R,23.0,R,12.0,R,11.0,R,21.0,R,14.0,R,7.0,R,208.0,R,88.0,R,120.0,Z,0.0,Z,0.0,Z,0.0,R,158.0,R,76.0,R,82.0,R,21.0,R,13.0,R,8.0,Z,0.0,Z,0.0,Z,0.0,R,10.0,R,1.0,R,9.0,2023
222992,42,32,1,1,999,R,639,R,368.0,R,271.0,R,3.0,R,3.0,R,0.0,R,22.0,R,15.0,R,7.0,R,38.0,R,22.0,R,16.0,R,273.0,R,146.0,R,127.0,R,1.0,R,1.0,R,0.0,R,249.0,R,155.0,R,94.0,R,30.0,R,15.0,R,15.0,R,3.0,R,1.0,R,2.0,R,20.0,R,10.0,R,10.0,2023
222992,45,31,3,3,22,R,443,R,205.0,R,238.0,R,2.0,R,1.0,R,1.0,R,23.0,R,12.0,R,11.0,R,21.0,R,14.0,R,7.0,R,208.0,R,88.0,R,120.0,Z,0.0,Z,0.0,Z,0.0,R,158.0,R,76.0,R,82.0,R,21.0,R,13.0,R,8.0,Z,0.0,Z,0.0,Z,0.0,R,10.0,R,1.0,R,9.0,2023
222992,46,32,3,3,23,R,639,R,368.0,R,271.0,R,3.0,R,3.0,R,0.0,R,22.0,R,15.0,R,7.0,R,38.0,R,22.0,R,16.0,R,273.0,R,146.0,R,127.0,R,1.0,R,1.0,R,0.0,R,249.0,R,155.0,R,94.0,R,30.0,R,15.0,R,15.0,R,3.0,R,1.0,R,2.0,R,20.0,R,10.0,R,10.0,2023
223320,27,10,4,4,10,R,652,R,289.0,R,363.0,R,2.0,R,1.0,R,1.0,R,5.0,R,2.0,R,3.0,R,29.0,R,15.0,R,14.0,R,451.0,R,178.0,R,273.0,R,0.0,R,0.0,R,0.0,R,142.0,R,74.0,R,68.0,R,1.0,R,0.0,R,1.0,R,22.0,R,19.0,R,3.0,R,0.0,R,0.0,R,0.0,2023
223320,29,12,4,4,50,R,652,R,289.0,R,363.0,R,2.0,R,1.0,R,1.0,R,5.0,R,2.0,R,3.0,R,29.0,R,15.0,R,14.0,R,451.0,R,178.0,R,273.0,R,0.0,R,0.0,R,0.0,R,142.0,R,74.0,R,68.0,R,1.0,R,0.0,R,1.0,R,22.0,R,19.0,R,3.0,R,0.0,R,0.0,R,0.0,2023
223320,30,13,4,4,29A,R,72,R,24.0,R,48.0,Z,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,R,0.0,R,5.0,R,1.0,R,4.0,R,58.0,R,15.0,R,43.0,Z,0.0,Z,0.0,Z,0.0,R,9.0,R,8.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2023
