UNITID,XSCUGRAD,SCUGRAD,XSCUGDGSK,SCUGDGSK,XSCUGNDGS,SCUGNDGS,XSCUGFFN,SCUGFFN,XSCUGFFP,SCUGFFP,XSCFA2,SCFA2,XSCFA2DG,SCFA2DG,XSCFA2ND,SCFA2ND,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFA11N,SCFA11N,XSCFA11P,SCFA11P,XSCFA12N,SCFA12N,XSCFA12P,SCFA12P,XSCFA13N,SCFA13N,XSCFA13P,SCFA13P,XSCFA14N,SCFA14N,XSCFA14P,SCFA14P,XSCFY2,SCFY2,XSCFY2DG,SCFY2DG,XSCFY2ND,SCFY2ND,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XUAGRNTN,UAGRNTN,XUAGRNTP,UAGRNTP,XUAGRNTT,UAGRNTT,XUAGRNTA,UAGRNTA,XUDGAGRNTN,UDGAGRNTN,XUDGAGRNTP,UDGAGRNTP,XUDGAGRNTT,UDGAGRNTT,XUDGAGRNTA,UDGAGRNTA,XUNDAGRNTN,UNDAGRNTN,XUNDAGRNTP,UNDAGRNTP,XUNDAGRNTT,UNDAGRNTT,XUNDAGRNTA,UNDAGRNTA,XUPGRNTN,UPGRNTN,XUPGRNTP,UPGRNTP,XUPGRNTT,UPGRNTT,XUPGRNTA,UPGRNTA,XUDGPGRNTN,UDGPGRNTN,XUDGPGRNTP,UDGPGRNTP,XUDGPGRNTT,UDGPGRNTT,XUDGPGRNTA,UDGPGRNTA,XUNDPGRNTN,UNDPGRNTN,XUNDPGRNTP,UNDPGRNTP,XUNDPGRNTT,UNDPGRNTT,XUNDPGRNTA,UNDPGRNTA,XUFLOANN,UFLOANN,XUFLOANP,UFLOANP,XUFLOANT,UFLOANT,XUFLOANA,UFLOANA,XUDGFLOANN,UDGFLOANN,XUDGFLOANP,UDGFLOANP,XUDGFLOANT,UDGFLOANT,XUDGFLOANA,UDGFLOANA,XUNDFLOANN,UNDFLOANN,XUNDFLOANP,UNDFLOANP,XUNDFLOANT,UNDFLOANT,XUNDFLOANA,UNDFLOANA,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XAIDFSIN,AIDFSIN,XAIDFSIP,AIDFSIP,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_T,AGRNT_T,XAGRNT_A,AGRNT_A,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_T,FGRNT_T,XFGRNT_A,FGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_T,PGRNT_T,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_T,OFGRT_T,XOFGRT_A,OFGRT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_T,SGRNT_T,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_T,IGRNT_T,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_T,LOAN_T,XLOAN_A,LOAN_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_T,FLOAN_T,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_T,OLOAN_T,XOLOAN_A,OLOAN_A,XGISTN2,GISTN2,XGISTON2,GISTON2,XGISTWF2,GISTWF2,XGISTOF2,GISTOF2,XGISTUN2,GISTUN2,XGISTT2,GISTT2,XGISTA2,GISTA2,XGISTN1,GISTN1,XGISTON1,GISTON1,XGISTWF1,GISTWF1,XGISTOF1,GISTOF1,XGISTUN1,GISTUN1,XGISTT1,GISTT1,XGISTA1,GISTA1,XGISTN0,GISTN0,XGISTON0,GISTON0,XGISTWF0,GISTWF0,XGISTOF0,GISTOF0,XGISTUN0,GISTUN0,XGISTT0,GISTT0,XGISTA0,GISTA0,XGIS4N2,GIS4N2,XGIS4ON2,GIS4ON2,XGIS4WF2,GIS4WF2,XGIS4OF2,GIS4OF2,XGIS4UN2,GIS4UN2,XGIS4G2,GIS4G2,XGIS4T2,GIS4T2,XGIS4A2,GIS4A2,XGIS4N12,GIS4N12,XGIS4G12,GIS4G12,XGIS4T12,GIS4T12,XGIS4A12,GIS4A12,XGIS4N22,GIS4N22,XGIS4G22,GIS4G22,XGIS4T22,GIS4T22,XGIS4A22,GIS4A22,XGIS4N32,GIS4N32,XGIS4G32,GIS4G32,XGIS4T32,GIS4T32,XGIS4A32,GIS4A32,XGIS4N42,GIS4N42,XGIS4G42,GIS4G42,XGIS4T42,GIS4T42,XGIS4A42,GIS4A42,XGIS4N52,GIS4N52,XGIS4G52,GIS4G52,XGIS4T52,GIS4T52,XGIS4A52,GIS4A52,XGIS4N1,GIS4N1,XGIS4ON1,GIS4ON1,XGIS4WF1,GIS4WF1,XGIS4OF1,GIS4OF1,XGIS4UN1,GIS4UN1,XGIS4G1,GIS4G1,XGIS4T1,GIS4T1,XGIS4A1,GIS4A1,XGIS4N11,GIS4N11,XGIS4G11,GIS4G11,XGIS4T11,GIS4T11,XGIS4A11,GIS4A11,XGIS4N21,GIS4N21,XGIS4G21,GIS4G21,XGIS4T21,GIS4T21,XGIS4A21,GIS4A21,XGIS4N31,GIS4N31,XGIS4G31,GIS4G31,XGIS4T31,GIS4T31,XGIS4A31,GIS4A31,XGIS4N41,GIS4N41,XGIS4G41,GIS4G41,XGIS4T41,GIS4T41,XGIS4A41,GIS4A41,XGIS4N51,GIS4N51,XGIS4G51,GIS4G51,XGIS4T51,GIS4T51,XGIS4A51,GIS4A51,XGIS4N0,GIS4N0,XGIS4ON0,GIS4ON0,XGIS4WF0,GIS4WF0,XGIS4OF0,GIS4OF0,XGIS4UN0,GIS4UN0,XGIS4G0,GIS4G0,XGIS4T0,GIS4T0,XGIS4A0,GIS4A0,XGIS4N10,GIS4N10,XGIS4G10,GIS4G10,XGIS4T10,GIS4T10,XGIS4A10,GIS4A10,XGIS4N20,GIS4N20,XGIS4G20,GIS4G20,XGIS4T20,GIS4T20,XGIS4A20,GIS4A20,XGIS4N30,GIS4N30,XGIS4G30,GIS4G30,XGIS4T30,GIS4T30,XGIS4A30,GIS4A30,XGIS4N40,GIS4N40,XGIS4G40,GIS4G40,XGIS4T40,GIS4T40,XGIS4A40,GIS4A40,XGIS4N50,GIS4N50,XGIS4G50,GIS4G50,XGIS4T50,GIS4T50,XGIS4A50,GIS4A50,XNPIST2,NPIST2,XNPIST1,NPIST1,XNPIST0,NPIST0,XNPIS412,NPIS412,XNPIS422,NPIS422,XNPIS432,NPIS432,XNPIS442,NPIS442,XNPIS452,NPIS452,XNPIS411,NPIS411,XNPIS421,NPIS421,XNPIS431,NPIS431,XNPIS441,NPIS441,XNPIS451,NPIS451,XNPIS410,NPIS410,XNPIS420,NPIS420,XNPIS430,NPIS430,XNPIS440,NPIS440,XNPIS450,NPIS450,XGRNTN2,GRNTN2,XGRNTON2,GRNTON2,XGRNTWF2,GRNTWF2,XGRNTOF2,GRNTOF2,XGRNTUN2,GRNTUN2,XGRNTT2,GRNTT2,XGRNTA2,GRNTA2,XGRNTN1,GRNTN1,XGRNTON1,GRNTON1,XGRNTWF1,GRNTWF1,XGRNTOF1,GRNTOF1,XGRNTUN1,GRNTUN1,XGRNTT1,GRNTT1,XGRNTA1,GRNTA1,XGRNTN0,GRNTN0,XGRNTON0,GRNTON0,XGRNTWF0,GRNTWF0,XGRNTOF0,GRNTOF0,XGRNTUN0,GRNTUN0,XGRNTT0,GRNTT0,XGRNTA0,GRNTA0,XGRN4N2,GRN4N2,XGRN4ON2,GRN4ON2,XGRN4WF2,GRN4WF2,XGRN4OF2,GRN4OF2,XGRN4UN2,GRN4UN2,XGRN4G2,GRN4G2,XGRN4T2,GRN4T2,XGRN4A2,GRN4A2,XGRN4N12,GRN4N12,XGRN4G12,GRN4G12,XGRN4T12,GRN4T12,XGRN4A12,GRN4A12,XGRN4N22,GRN4N22,XGRN4G22,GRN4G22,XGRN4T22,GRN4T22,XGRN4A22,GRN4A22,XGRN4N32,GRN4N32,XGRN4G32,GRN4G32,XGRN4T32,GRN4T32,XGRN4A32,GRN4A32,XGRN4N42,GRN4N42,XGRN4G42,GRN4G42,XGRN4T42,GRN4T42,XGRN4A42,GRN4A42,XGRN4N52,GRN4N52,XGRN4G52,GRN4G52,XGRN4T52,GRN4T52,XGRN4A52,GRN4A52,XGRN4N1,GRN4N1,XGRN4ON1,GRN4ON1,XGRN4WF1,GRN4WF1,XGRN4OF1,GRN4OF1,XGRN4UN1,GRN4UN1,XGRN4G1,GRN4G1,XGRN4T1,GRN4T1,XGRN4A1,GRN4A1,XGRN4N11,GRN4N11,XGRN4G11,GRN4G11,XGRN4T11,GRN4T11,XGRN4A11,GRN4A11,XGRN4N21,GRN4N21,XGRN4G21,GRN4G21,XGRN4T21,GRN4T21,XGRN4A21,GRN4A21,XGRN4N31,GRN4N31,XGRN4G31,GRN4G31,XGRN4T31,GRN4T31,XGRN4A31,GRN4A31,XGRN4N41,GRN4N41,XGRN4G41,GRN4G41,XGRN4T41,GRN4T41,XGRN4A41,GRN4A41,XGRN4N51,GRN4N51,XGRN4G51,GRN4G51,XGRN4T51,GRN4T51,XGRN4A51,GRN4A51,XGRN4N0,GRN4N0,XGRN4ON0,GRN4ON0,XGRN4WF0,GRN4WF0,XGRN4OF0,GRN4OF0,XGRN4UN0,GRN4UN0,XGRN4G0,GRN4G0,XGRN4T0,GRN4T0,XGRN4A0,GRN4A0,XGRN4N10,GRN4N10,XGRN4G10,GRN4G10,XGRN4T10,GRN4T10,XGRN4A10,GRN4A10,XGRN4N20,GRN4N20,XGRN4G20,GRN4G20,XGRN4T20,GRN4T20,XGRN4A20,GRN4A20,XGRN4N30,GRN4N30,XGRN4G30,GRN4G30,XGRN4T30,GRN4T30,XGRN4A30,GRN4A30,XGRN4N40,GRN4N40,XGRN4G40,GRN4G40,XGRN4T40,GRN4T40,XGRN4A40,GRN4A40,XGRN4N50,GRN4N50,XGRN4G50,GRN4G50,XGRN4T50,GRN4T50,XGRN4A50,GRN4A50,XNPGRN2,NPGRN2,XNPGRN1,NPGRN1,XNPGRN0,NPGRN0,XNPT412,NPT412,XNPT422,NPT422,XNPT432,NPT432,XNPT442,NPT442,XNPT452,NPT452,XNPT411,NPT411,XNPT421,NPT421,XNPT431,NPT431,XNPT441,NPT441,XNPT451,NPT451,XNPT410,NPT410,XNPT420,NPT420,XNPT430,NPT430,XNPT440,NPT440,XNPT450,NPT450,YEAR
222567,R,5411,R,3296,R,2115,R,229,R,4,R,5411.0,R,3296.0,R,2115.0,R,229.0,R,4.0,R,120.0,R,52.0,R,104.0,R,45.0,R,5.0,R,2.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,1680,R,31,R,7197805,R,4284.0,R,1597,R,48,R,7176300,R,4494.0,R,83,R,4,R,21505,R,259.0,R,1251,R,23,R,5972109,R,4774.0,R,1251,R,38,R,5972109,R,4774.0,R,0,R,0.0,R,0.0,A,,R,208,R,4,R,777503,R,3738.0,R,208,R,6,R,777503,R,3738.0,R,0,R,0.0,R,0,A,,R,139.0,R,61.0,R,139.0,R,61.0,R,139.0,R,61.0,R,690369.0,R,4967.0,R,101.0,R,44.0,R,558062.0,R,5525.0,R,101.0,R,44.0,R,537867.0,R,5325.0,R,11.0,R,5.0,R,20195.0,R,1836.0,R,42.0,R,18.0,R,88777.0,R,2114.0,R,28.0,R,12.0,R,43530.0,R,1555.0,R,19.0,R,8.0,R,67250.0,R,3539.0,R,19.0,R,8.0,R,67250.0,R,3539.0,R,0.0,R,0.0,R,0.0,A,,R,69.0,A,,R,43.0,R,24.0,R,2.0,R,418967.0,R,6072.0,R,117.0,A,,R,43.0,R,74.0,R,0.0,R,645493.0,R,5517.0,R,152.0,A,,R,8.0,R,139.0,R,5.0,R,783603.0,R,5155.0,R,56.0,A,,R,35.0,R,21.0,R,0.0,R,56.0,R,397357.0,R,7096.0,R,24.0,R,24.0,R,194194.0,R,8091.0,R,16.0,R,16.0,R,121356.0,R,7585.0,R,10.0,R,10.0,R,50307.0,R,5031.0,R,3.0,R,3.0,R,15965.0,R,5322.0,R,3.0,R,3.0,R,15535.0,R,5178.0,R,65.0,A,,R,35.0,R,30.0,R,0.0,R,65.0,R,437970.0,R,6738.0,R,28.0,R,28.0,R,217017.0,R,7751.0,R,16.0,R,16.0,R,97825.0,R,6114.0,R,17.0,R,17.0,R,104932.0,R,6172.0,R,4.0,R,4.0,R,18196.0,R,4549.0,R,0.0,R,0.0,R,0.0,A,,R,94.0,A,,R,4.0,R,90.0,R,0.0,R,94.0,R,666389.0,R,7089.0,R,54.0,R,54.0,R,409665.0,R,7586.0,R,24.0,R,24.0,R,162766.0,R,6782.0,R,15.0,R,15.0,R,87024.0,R,5802.0,R,1.0,R,1.0,R,6934.0,R,6934.0,R,0.0,R,0.0,R,0.0,A,,R,5121.0,R,7354.0,R,10078.0,R,3238.0,R,3744.0,R,6298.0,R,6007.0,R,6151.0,R,3800.0,R,5437.0,R,5379.0,R,7002.0,A,,R,7738.0,R,8542.0,R,9522.0,R,8390.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2023
222576,R,8988,R,7271,R,1717,R,1082,R,12,R,8988.0,R,7271.0,R,1717.0,R,1082.0,R,12.0,R,811.0,R,75.0,R,230.0,R,21.0,R,39.0,R,4.0,R,2.0,R,0.0,A,,A,,A,,A,,A,,R,4497,R,50,R,18251546,R,4059.0,R,4422,R,61,R,18220959,R,4121.0,R,75,R,4,R,30587,R,408.0,R,3950,R,44,R,16031601,R,4059.0,R,3945,R,54,R,16019335,R,4061.0,R,5,R,0.0,R,12266.0,R,2453.0,R,1254,R,14,R,5400760,R,4307.0,R,1248,R,17,R,5375772,R,4308.0,R,6,R,0.0,R,24988,R,4165.0,R,788.0,R,73.0,R,744.0,R,69.0,R,744.0,R,69.0,R,3587659.0,R,4822.0,R,623.0,R,58.0,R,3192886.0,R,5125.0,R,623.0,R,58.0,R,3161723.0,R,5075.0,R,63.0,R,6.0,R,31163.0,R,495.0,R,79.0,R,7.0,R,186664.0,R,2363.0,R,193.0,R,18.0,R,208109.0,R,1078.0,R,61.0,R,6.0,R,241305.0,R,3956.0,R,59.0,R,5.0,R,234805.0,R,3980.0,R,2.0,R,0.0,R,6500.0,R,3250.0,R,614.0,A,,R,365.0,R,246.0,R,3.0,R,3255966.0,R,5303.0,R,633.0,A,,R,389.0,R,231.0,R,13.0,R,3696587.0,R,5840.0,R,810.0,A,,R,542.0,R,259.0,R,9.0,R,3287783.0,R,4059.0,R,605.0,A,,R,359.0,R,246.0,R,0.0,R,594.0,R,3249490.0,R,5371.0,R,316.0,R,314.0,R,1934689.0,R,6122.0,R,146.0,R,146.0,R,837638.0,R,5737.0,R,113.0,R,113.0,R,408521.0,R,3615.0,R,22.0,R,18.0,R,54648.0,R,2484.0,R,8.0,R,3.0,R,13994.0,R,1749.0,R,557.0,A,,R,336.0,R,221.0,R,0.0,R,544.0,R,3461587.0,R,6215.0,R,266.0,R,265.0,R,1825573.0,R,6863.0,R,144.0,R,143.0,R,958104.0,R,6654.0,R,94.0,R,94.0,R,448823.0,R,4775.0,R,39.0,R,34.0,R,192528.0,R,4937.0,R,14.0,R,8.0,R,36559.0,R,2611.0,R,532.0,A,,R,319.0,R,213.0,R,0.0,R,532.0,R,3159903.0,R,5940.0,R,280.0,R,280.0,R,1900897.0,R,6789.0,R,133.0,R,133.0,R,779107.0,R,5858.0,R,95.0,R,95.0,R,416456.0,R,4384.0,R,18.0,R,18.0,R,37622.0,R,2090.0,R,6.0,R,6.0,R,25821.0,R,4304.0,R,6079.0,R,4903.0,R,6302.0,R,5289.0,R,5674.0,R,7796.0,R,8927.0,R,9662.0,R,4049.0,R,4258.0,R,6137.0,R,5975.0,R,8301.0,R,4107.0,R,5038.0,R,6512.0,R,8806.0,R,6592.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2023
222822,R,4002,R,2453,R,1549,R,531,R,13,R,4002.0,R,2453.0,R,1549.0,R,531.0,R,13.0,R,291.0,R,55.0,R,230.0,R,43.0,R,10.0,R,2.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,3424,R,86,R,11189286,R,3268.0,R,1981,R,81,R,9704713,R,4899.0,R,1443,R,93,R,1484573,R,1029.0,R,1576,R,39,R,6968303,R,4422.0,R,1565,R,64,R,6934991,R,4431.0,R,11,R,1.0,R,33312.0,R,3028.0,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0.0,R,0,A,,R,482.0,R,91.0,R,461.0,R,87.0,R,461.0,R,87.0,R,2763316.0,R,5994.0,R,349.0,R,66.0,R,1951238.0,R,5591.0,R,349.0,R,66.0,R,1925276.0,R,5517.0,R,16.0,R,3.0,R,25962.0,R,1623.0,R,95.0,R,18.0,R,254380.0,R,2678.0,R,174.0,R,33.0,R,557698.0,R,3205.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,A,,R,275.0,R,10.0,R,160.0,R,96.0,R,9.0,R,1476518.0,R,5369.0,R,208.0,R,10.0,R,124.0,R,74.0,R,0.0,R,1244937.0,R,5985.0,R,243.0,R,0.0,R,157.0,R,84.0,R,2.0,R,725978.0,R,2988.0,R,198.0,R,4.0,R,124.0,R,70.0,R,0.0,R,198.0,R,1250062.0,R,6313.0,R,115.0,R,115.0,R,768158.0,R,6680.0,R,50.0,R,50.0,R,327873.0,R,6557.0,R,28.0,R,28.0,R,128316.0,R,4583.0,R,5.0,R,5.0,R,25715.0,R,5143.0,R,0.0,R,0.0,R,0.0,A,,R,170.0,R,7.0,R,103.0,R,60.0,R,0.0,R,170.0,R,1115387.0,R,6561.0,R,111.0,R,111.0,R,782934.0,R,7053.0,R,42.0,R,42.0,R,252396.0,R,6009.0,R,17.0,R,17.0,R,80057.0,R,4709.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,A,,R,191.0,R,0.0,R,120.0,R,71.0,R,0.0,R,191.0,R,653373.0,R,3421.0,R,125.0,R,125.0,R,470507.0,R,3764.0,R,37.0,R,37.0,R,122057.0,R,3299.0,R,25.0,R,25.0,R,53621.0,R,2145.0,R,4.0,R,4.0,R,7188.0,R,1797.0,R,0.0,R,0.0,R,0.0,A,,R,10010.0,R,8152.0,R,9332.0,R,8533.0,R,8656.0,R,10630.0,R,10070.0,A,,R,7020.0,R,8064.0,R,9364.0,A,,A,,R,8725.0,R,9190.0,R,10344.0,R,10692.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2023
222831,R,9066,R,5449,R,3617,R,1215,R,13,R,9066.0,R,5449.0,R,3617.0,R,1215.0,R,13.0,R,0.0,R,0.0,R,1173.0,R,97.0,R,42.0,R,3.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,4747,R,52,R,37942979,R,7993.0,R,4741,R,87,R,37935963,R,8002.0,R,6,R,0,R,7016,R,1169.0,R,2454,R,27,R,12689938,R,5171.0,R,2452,R,45,R,12686510,R,5174.0,R,2,R,0.0,R,3428.0,R,1714.0,R,2289,R,25,R,13557394,R,5923.0,R,2288,R,42,R,13554394,R,5924.0,R,1,R,0.0,R,3000,R,3000.0,R,1167.0,R,96.0,R,1167.0,R,96.0,R,1088.0,R,90.0,R,9915087.0,R,9113.0,R,598.0,R,49.0,R,3303227.0,R,5524.0,R,597.0,R,49.0,R,3299593.0,R,5527.0,R,8.0,R,1.0,R,3634.0,R,454.0,R,825.0,R,68.0,R,4276905.0,R,5184.0,R,721.0,R,59.0,R,2334955.0,R,3238.0,R,526.0,R,43.0,R,3241654.0,R,6163.0,R,518.0,R,43.0,R,2376045.0,R,4587.0,R,72.0,R,6.0,R,865609.0,R,12022.0,R,1080.0,R,747.0,R,199.0,R,94.0,R,40.0,R,9649308.0,R,8935.0,R,1143.0,R,798.0,R,200.0,R,101.0,R,44.0,R,9271500.0,R,8112.0,R,1163.0,R,848.0,R,181.0,R,84.0,R,50.0,R,8857844.0,R,7616.0,R,819.0,R,601.0,R,143.0,R,73.0,R,2.0,R,701.0,R,7133854.0,R,8710.0,R,282.0,R,282.0,R,3462444.0,R,12278.0,R,191.0,R,190.0,R,2148289.0,R,11248.0,R,131.0,R,127.0,R,1110560.0,R,8478.0,R,96.0,R,76.0,R,326525.0,R,3401.0,R,119.0,R,26.0,R,86036.0,R,723.0,R,865.0,R,636.0,R,138.0,R,91.0,R,0.0,R,814.0,R,7714536.0,R,8919.0,R,290.0,R,290.0,R,3631808.0,R,12523.0,R,152.0,R,152.0,R,1742439.0,R,11463.0,R,146.0,R,144.0,R,1397012.0,R,9569.0,R,117.0,R,110.0,R,566789.0,R,4844.0,R,160.0,R,118.0,R,376488.0,R,2353.0,R,856.0,R,668.0,R,116.0,R,72.0,R,0.0,R,723.0,R,6174019.0,R,7213.0,R,276.0,R,276.0,R,3036538.0,R,11002.0,R,161.0,R,160.0,R,1667591.0,R,10358.0,R,153.0,R,151.0,R,1115660.0,R,7292.0,R,120.0,R,92.0,R,295978.0,R,2466.0,R,146.0,R,44.0,R,58252.0,R,399.0,R,12518.0,R,12838.0,R,12835.0,R,9347.0,R,10377.0,R,13147.0,R,18224.0,R,20902.0,R,8651.0,R,9711.0,R,11605.0,R,16330.0,R,18821.0,R,9710.0,R,10354.0,R,13420.0,R,18246.0,R,20313.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2023
