UNITID,XSCUGRAD,SCUGRAD,XSCUGFFN,SCUGFFN,XSCUGFFP,SCUGFFP,XSCFA2,SCFA2,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFA11N,SCFA11N,XSCFA11P,SCFA11P,XSCFA12N,SCFA12N,XSCFA12P,SCFA12P,XSCFA13N,SCFA13N,XSCFA13P,SCFA13P,XSCFA14N,SCFA14N,XSCFA14P,SCFA14P,XSCFY2,SCFY2,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XUAGRNTN,UAGRNTN,XUAGRNTP,UAGRNTP,XUAGRNTT,UAGRNTT,XUAGRNTA,UAGRNTA,XUPGRNTN,UPGRNTN,XUPGRNTP,UPGRNTP,XUPGRNTT,UPGRNTT,XUPGRNTA,UPGRNTA,XUFLOANN,UFLOANN,XUFLOANP,UFLOANP,XUFLOANT,UFLOANT,XUFLOANA,UFLOANA,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XAIDFSIN,AIDFSIN,XAIDFSIP,AIDFSIP,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_T,AGRNT_T,XAGRNT_A,AGRNT_A,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_T,FGRNT_T,XFGRNT_A,FGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_T,PGRNT_T,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_T,OFGRT_T,XOFGRT_A,OFGRT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_T,SGRNT_T,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_T,IGRNT_T,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_T,LOAN_T,XLOAN_A,LOAN_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_T,FLOAN_T,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_T,OLOAN_T,XOLOAN_A,OLOAN_A,XGISTN2,GISTN2,XGISTON2,GISTON2,XGISTWF2,GISTWF2,XGISTOF2,GISTOF2,XGISTUN2,GISTUN2,XGISTT2,GISTT2,XGISTA2,GISTA2,XGISTN1,GISTN1,XGISTON1,GISTON1,XGISTWF1,GISTWF1,XGISTOF1,GISTOF1,XGISTUN1,GISTUN1,XGISTT1,GISTT1,XGISTA1,GISTA1,XGISTN0,GISTN0,XGISTON0,GISTON0,XGISTWF0,GISTWF0,XGISTOF0,GISTOF0,XGISTUN0,GISTUN0,XGISTT0,GISTT0,XGISTA0,GISTA0,XGIS4N2,GIS4N2,XGIS4ON2,GIS4ON2,XGIS4WF2,GIS4WF2,XGIS4OF2,GIS4OF2,XGIS4UN2,GIS4UN2,XGIS4T2,GIS4T2,XGIS4A2,GIS4A2,XGIS4N12,GIS4N12,XGIS4T12,GIS4T12,XGIS4A12,GIS4A12,XGIS4N22,GIS4N22,XGIS4T22,GIS4T22,XGIS4A22,GIS4A22,XGIS4N32,GIS4N32,XGIS4T32,GIS4T32,XGIS4A32,GIS4A32,XGIS4N42,GIS4N42,XGIS4T42,GIS4T42,XGIS4A42,GIS4A42,XGIS4N52,GIS4N52,XGIS4T52,GIS4T52,XGIS4A52,GIS4A52,XGIS4N1,GIS4N1,XGIS4ON1,GIS4ON1,XGIS4WF1,GIS4WF1,XGIS4OF1,GIS4OF1,XGIS4UN1,GIS4UN1,XGIS4T1,GIS4T1,XGIS4A1,GIS4A1,XGIS4N11,GIS4N11,XGIS4T11,GIS4T11,XGIS4A11,GIS4A11,XGIS4N21,GIS4N21,XGIS4T21,GIS4T21,XGIS4A21,GIS4A21,XGIS4N31,GIS4N31,XGIS4T31,GIS4T31,XGIS4A31,GIS4A31,XGIS4N41,GIS4N41,XGIS4T41,GIS4T41,XGIS4A41,GIS4A41,XGIS4N51,GIS4N51,XGIS4T51,GIS4T51,XGIS4A51,GIS4A51,XGIS4N0,GIS4N0,XGIS4ON0,GIS4ON0,XGIS4WF0,GIS4WF0,XGIS4OF0,GIS4OF0,XGIS4UN0,GIS4UN0,XGIS4T0,GIS4T0,XGIS4A0,GIS4A0,XGIS4N10,GIS4N10,XGIS4T10,GIS4T10,XGIS4A10,GIS4A10,XGIS4N20,GIS4N20,XGIS4T20,GIS4T20,XGIS4A20,GIS4A20,XGIS4N30,GIS4N30,XGIS4T30,GIS4T30,XGIS4A30,GIS4A30,XGIS4N40,GIS4N40,XGIS4T40,GIS4T40,XGIS4A40,GIS4A40,XGIS4N50,GIS4N50,XGIS4T50,GIS4T50,XGIS4A50,GIS4A50,XGIS4G2,GIS4G2,XGIS4G12,GIS4G12,XGIS4G22,GIS4G22,XGIS4G32,GIS4G32,XGIS4G42,GIS4G42,XGIS4G52,GIS4G52,XGIS4G1,GIS4G1,XGIS4G11,GIS4G11,XGIS4G21,GIS4G21,XGIS4G31,GIS4G31,XGIS4G41,GIS4G41,XGIS4G51,GIS4G51,XGIS4G0,GIS4G0,XGIS4G10,GIS4G10,XGIS4G20,GIS4G20,XGIS4G30,GIS4G30,XGIS4G40,GIS4G40,XGIS4G50,GIS4G50,XNPIST2,NPIST2,XNPIST1,NPIST1,XNPIST0,NPIST0,XNPIS412,NPIS412,XNPIS422,NPIS422,XNPIS432,NPIS432,XNPIS442,NPIS442,XNPIS452,NPIS452,XNPIS411,NPIS411,XNPIS421,NPIS421,XNPIS431,NPIS431,XNPIS441,NPIS441,XNPIS451,NPIS451,XNPIS410,NPIS410,XNPIS420,NPIS420,XNPIS430,NPIS430,XNPIS440,NPIS440,XNPIS450,NPIS450,XGRNTN2,GRNTN2,XGRNTON2,GRNTON2,XGRNTWF2,GRNTWF2,XGRNTOF2,GRNTOF2,XGRNTUN2,GRNTUN2,XGRNTT2,GRNTT2,XGRNTA2,GRNTA2,XGRNTN1,GRNTN1,XGRNTON1,GRNTON1,XGRNTWF1,GRNTWF1,XGRNTOF1,GRNTOF1,XGRNTUN1,GRNTUN1,XGRNTT1,GRNTT1,XGRNTA1,GRNTA1,XGRNTN0,GRNTN0,XGRNTON0,GRNTON0,XGRNTWF0,GRNTWF0,XGRNTOF0,GRNTOF0,XGRNTUN0,GRNTUN0,XGRNTT0,GRNTT0,XGRNTA0,GRNTA0,XGRN4N2,GRN4N2,XGRN4ON2,GRN4ON2,XGRN4WF2,GRN4WF2,XGRN4OF2,GRN4OF2,XGRN4UN2,GRN4UN2,XGRN4T2,GRN4T2,XGRN4A2,GRN4A2,XGRN4N12,GRN4N12,XGRN4T12,GRN4T12,XGRN4A12,GRN4A12,XGRN4N22,GRN4N22,XGRN4T22,GRN4T22,XGRN4A22,GRN4A22,XGRN4N32,GRN4N32,XGRN4T32,GRN4T32,XGRN4A32,GRN4A32,XGRN4N42,GRN4N42,XGRN4T42,GRN4T42,XGRN4A42,GRN4A42,XGRN4N52,GRN4N52,XGRN4T52,GRN4T52,XGRN4A52,GRN4A52,XGRN4N1,GRN4N1,XGRN4ON1,GRN4ON1,XGRN4WF1,GRN4WF1,XGRN4OF1,GRN4OF1,XGRN4UN1,GRN4UN1,XGRN4T1,GRN4T1,XGRN4A1,GRN4A1,XGRN4N11,GRN4N11,XGRN4T11,GRN4T11,XGRN4A11,GRN4A11,XGRN4N21,GRN4N21,XGRN4T21,GRN4T21,XGRN4A21,GRN4A21,XGRN4N31,GRN4N31,XGRN4T31,GRN4T31,XGRN4A31,GRN4A31,XGRN4N41,GRN4N41,XGRN4T41,GRN4T41,XGRN4A41,GRN4A41,XGRN4N51,GRN4N51,XGRN4T51,GRN4T51,XGRN4A51,GRN4A51,XGRN4N0,GRN4N0,XGRN4ON0,GRN4ON0,XGRN4WF0,GRN4WF0,XGRN4OF0,GRN4OF0,XGRN4UN0,GRN4UN0,XGRN4T0,GRN4T0,XGRN4A0,GRN4A0,XGRN4N10,GRN4N10,XGRN4T10,GRN4T10,XGRN4A10,GRN4A10,XGRN4N20,GRN4N20,XGRN4T20,GRN4T20,XGRN4A20,GRN4A20,XGRN4N30,GRN4N30,XGRN4T30,GRN4T30,XGRN4A30,GRN4A30,XGRN4N40,GRN4N40,XGRN4T40,GRN4T40,XGRN4A40,GRN4A40,XGRN4N50,GRN4N50,XGRN4T50,GRN4T50,XGRN4A50,GRN4A50,XGRN4G2,GRN4G2,XGRN4G12,GRN4G12,XGRN4G22,GRN4G22,XGRN4G32,GRN4G32,XGRN4G42,GRN4G42,XGRN4G52,GRN4G52,XGRN4G1,GRN4G1,XGRN4G11,GRN4G11,XGRN4G21,GRN4G21,XGRN4G31,GRN4G31,XGRN4G41,GRN4G41,XGRN4G51,GRN4G51,XGRN4G0,GRN4G0,XGRN4G10,GRN4G10,XGRN4G20,GRN4G20,XGRN4G30,GRN4G30,XGRN4G40,GRN4G40,XGRN4G50,GRN4G50,XNPGRN2,NPGRN2,XNPGRN1,NPGRN1,XNPGRN0,NPGRN0,XNPT412,NPT412,XNPT422,NPT422,XNPT432,NPT432,XNPT442,NPT442,XNPT452,NPT452,XNPT411,NPT411,XNPT421,NPT421,XNPT431,NPT431,XNPT441,NPT441,XNPT451,NPT451,XNPT410,NPT410,XNPT420,NPT420,XNPT430,NPT430,XNPT440,NPT440,XNPT450,NPT450  ,YEAR,XSCUGDGSK,SCUGDGSK,XSCUGNDGS,SCUGNDGS,XSCFA2DG,SCFA2DG,XSCFA2ND,SCFA2ND,XSCFY2DG,SCFY2DG,XSCFY2ND,SCFY2ND,XUDGAGRNTN,UDGAGRNTN,XUDGAGRNTP,UDGAGRNTP,XUDGAGRNTT,UDGAGRNTT,XUDGAGRNTA,UDGAGRNTA,XUNDAGRNTN,UNDAGRNTN,XUNDAGRNTP,UNDAGRNTP,XUNDAGRNTT,UNDAGRNTT,XUNDAGRNTA,UNDAGRNTA,XUDGPGRNTP,UDGPGRNTP,XUDGFLOANP,UDGFLOANP,NPT450    ,XUDGPGRNTN,UDGPGRNTN,XUDGPGRNTT,UDGPGRNTT,XUDGPGRNTA,UDGPGRNTA,XUNDPGRNTN,UNDPGRNTN,XUNDPGRNTP,UNDPGRNTP,XUNDPGRNTT,UNDPGRNTT,XUNDPGRNTA,UNDPGRNTA,XUDGFLOANN,UDGFLOANN,XUDGFLOANT,UDGFLOANT,XUDGFLOANA,UDGFLOANA,XUNDFLOANN,UNDFLOANN,XUNDFLOANP,UNDFLOANP,XUNDFLOANT,UNDFLOANT,XUNDFLOANA,UNDFLOANA,NPT450
222567,R,5797,R,370,R,6,R,5797.0,R,370.0,R,6.0,R,220.0,R,59.0,R,141.0,R,38.0,R,9.0,R,2.0,R,0.0,R,0.0,A,,A,,A,,R,1330,R,23,R,5940386,R,4466.0,R,922,R,16,R,4653519,R,5047.0,R,207,R,4,R,786592,R,3800.0,R,219.0,R,59.0,R,219.0,R,59.0,R,209.0,R,56.0,R,969668.0,R,4640.0,R,131.0,R,35.0,R,792192.0,R,6047.0,R,131.0,R,35.0,R,741892.0,R,5663.0,R,42.0,R,11.0,R,50300.0,R,1198.0,R,29.0,R,8.0,R,30606.0,R,1055.0,R,111.0,R,30.0,R,146870.0,R,1323.0,R,22.0,R,6.0,R,73478.0,R,3340.0,R,22.0,R,6.0,R,71978.0,R,3272.0,R,1.0,R,0.0,R,1500.0,R,1500.0,R,204.0,A,,R,14.0,R,167.0,R,23.0,R,905110.0,R,4437.0,R,264.0,A,,R,16.0,R,204.0,R,44.0,R,1095321.0,R,4149.0,R,223.0,A,,R,98.0,R,112.0,R,13.0,R,1061072.0,R,4758.0,R,143.0,A,,R,7.0,R,136.0,R,0.0,R,856548.0,R,5990.0,R,88.0,R,597130.0,R,6786.0,R,32.0,R,189964.0,R,5936.0,R,16.0,R,58269.0,R,3642.0,R,5.0,R,10985.0,R,2197.0,R,2.0,R,200.0,R,100.0,R,193.0,A,,R,14.0,R,179.0,R,0.0,R,994967.0,R,5155.0,R,108.0,R,699601.0,R,6478.0,R,34.0,R,186241.0,R,5478.0,R,26.0,R,89935.0,R,3459.0,R,8.0,R,12638.0,R,1580.0,R,17.0,R,6552.0,R,385.0,R,223.0,A,,R,112.0,R,98.0,R,13.0,R,1061072.0,R,4758.0,R,73.0,R,333479.0,R,4568.0,R,31.0,R,182347.0,R,5882.0,R,27.0,R,136451.0,R,5054.0,R,25.0,R,126132.0,R,5045.0,R,67.0,R,282663.0,R,4219.0,R,143.0,R,88.0,R,32.0,R,16.0,R,5.0,R,2.0,R,172.0,R,107.0,R,33.0,R,25.0,R,3.0,R,4.0,R,223.0,R,73.0,R,31.0,R,27.0,R,25.0,R,67.0,R,10596.0,R,10917.0,R,7223.0,R,8465.0,R,9315.0,R,11609.0,R,13054.0,R,15151.0,R,8590.0,R,9590.0,R,11609.0,R,13488.0,R,14683.0,R,6900.0,R,5586.0,R,6414.0,R,6423.0,R,7249.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222576,R,9750,R,1261,R,13,R,9750.0,R,1261.0,R,13.0,R,972.0,R,77.0,R,250.0,R,20.0,R,39.0,R,3.0,R,0.0,R,0.0,A,,A,,A,,R,4456,R,46,R,16859711,R,3784.0,R,4015,R,41,R,14946225,R,3723.0,R,1327,R,14,R,8680667,R,6542.0,R,951.0,R,75.0,R,887.0,R,70.0,R,887.0,R,70.0,R,3970958.0,R,4477.0,R,788.0,R,62.0,R,3599002.0,R,4567.0,R,788.0,R,62.0,R,3566402.0,R,4526.0,R,77.0,R,6.0,R,32600.0,R,423.0,R,109.0,R,9.0,R,241771.0,R,2218.0,R,202.0,R,16.0,R,130185.0,R,644.0,R,112.0,R,9.0,R,601066.0,R,5367.0,R,111.0,R,9.0,R,600066.0,R,5406.0,R,1.0,R,0.0,R,1000.0,R,1000.0,R,858.0,A,,R,505.0,R,328.0,R,25.0,R,3856688.0,R,4495.0,R,657.0,A,,R,382.0,R,231.0,R,44.0,R,2861008.0,R,4355.0,R,512.0,A,,R,307.0,R,177.0,R,28.0,R,2296428.0,R,4485.0,R,791.0,A,,R,462.0,R,328.0,R,1.0,R,3763350.0,R,4758.0,R,427.0,R,2260708.0,R,5294.0,R,177.0,R,937883.0,R,5299.0,R,141.0,R,498339.0,R,3534.0,R,33.0,R,59753.0,R,1811.0,R,13.0,R,6667.0,R,513.0,R,578.0,A,,R,341.0,R,229.0,R,8.0,R,2859446.0,R,4947.0,R,288.0,R,1666084.0,R,5785.0,R,138.0,R,692635.0,R,5019.0,R,123.0,R,450802.0,R,3665.0,R,20.0,R,44573.0,R,2229.0,R,9.0,R,5352.0,R,595.0,R,459.0,A,,R,276.0,R,178.0,R,5.0,R,2118654.0,R,4616.0,R,239.0,R,1320401.0,R,5525.0,R,115.0,R,554907.0,R,4825.0,R,74.0,R,213645.0,R,2887.0,R,24.0,R,28201.0,R,1175.0,R,7.0,R,1500.0,R,214.0,R,761.0,R,421.0,R,176.0,R,135.0,R,25.0,R,4.0,R,548.0,R,287.0,R,135.0,R,117.0,R,6.0,R,3.0,R,422.0,R,233.0,R,113.0,R,65.0,R,10.0,R,1.0,R,6215.0,R,6005.0,R,5670.0,R,5562.0,R,5557.0,R,7322.0,R,9045.0,R,10343.0,R,4740.0,R,5506.0,R,6860.0,R,8296.0,R,9930.0,R,4802.0,R,5502.0,R,7440.0,R,9152.0,R,10113.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222822,R,4672,R,490,R,10,R,4672.0,R,490.0,R,10.0,R,237.0,R,48.0,R,236.0,R,48.0,R,7.0,R,1.0,R,10.0,R,2.0,A,,A,,A,,R,2192,R,47,R,5369087,R,2449.0,R,1707,R,37,R,3858547,R,2260.0,R,0,R,0,R,0,A,,R,432.0,R,88.0,R,406.0,R,83.0,R,406.0,R,83.0,R,1236636.0,R,3046.0,R,333.0,R,68.0,R,911930.0,R,2739.0,R,333.0,R,68.0,R,890911.0,R,2675.0,R,28.0,R,6.0,R,21019.0,R,751.0,R,69.0,R,14.0,R,105675.0,R,1532.0,R,153.0,R,31.0,R,219031.0,R,1432.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,A,,R,396.0,R,50.0,R,224.0,R,122.0,R,0.0,R,1161776.0,R,2934.0,R,389.0,R,45.0,R,224.0,R,120.0,R,0.0,R,1190602.0,R,3061.0,R,420.0,R,62.0,R,228.0,R,130.0,R,0.0,R,1184500.0,R,2820.0,R,327.0,R,26.0,R,193.0,R,108.0,R,0.0,R,1022804.0,R,3128.0,R,198.0,R,661471.0,R,3341.0,R,67.0,R,210785.0,R,3146.0,R,58.0,R,141759.0,R,2444.0,R,4.0,R,8789.0,R,2197.0,R,0.0,R,0.0,A,,R,318.0,R,24.0,R,195.0,R,96.0,R,3.0,R,1003635.0,R,3156.0,R,202.0,R,670762.0,R,3321.0,R,78.0,R,247359.0,R,3171.0,R,35.0,R,80745.0,R,2307.0,R,3.0,R,4769.0,R,1590.0,R,0.0,R,0.0,A,,R,331.0,R,40.0,R,183.0,R,108.0,R,0.0,R,1018445.0,R,3077.0,R,197.0,R,565161.0,R,2869.0,R,81.0,R,261019.0,R,3222.0,R,48.0,R,171592.0,R,3575.0,R,3.0,R,12339.0,R,4113.0,R,2.0,R,8334.0,R,4167.0,R,327.0,R,198.0,R,67.0,R,58.0,R,4.0,R,0.0,R,318.0,R,202.0,R,78.0,R,35.0,R,3.0,R,0.0,R,331.0,R,197.0,R,81.0,R,48.0,R,3.0,R,2.0,R,9373.0,R,8749.0,R,8972.0,R,8962.0,R,9157.0,R,9859.0,R,10106.0,A,,R,8313.0,R,8463.0,R,9327.0,R,10044.0,A,,R,8946.0,R,8593.0,R,8240.0,R,7702.0,R,7648.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222831,R,8981,R,1474,R,16,R,8981.0,R,1474.0,R,16.0,R,0.0,R,0.0,R,1416.0,R,96.0,R,58.0,R,4.0,R,0.0,R,0.0,A,,A,,A,,R,5438,R,61,R,38313489,R,7046.0,R,2808,R,31,R,13153458,R,4684.0,R,2965,R,33,R,18171872,R,6129.0,R,1362.0,R,92.0,R,1343.0,R,91.0,R,1313.0,R,89.0,R,10387015.0,R,7911.0,R,732.0,R,50.0,R,4237371.0,R,5789.0,R,732.0,R,50.0,R,3557229.0,R,4860.0,R,569.0,R,39.0,R,680142.0,R,1195.0,R,998.0,R,68.0,R,3554537.0,R,3562.0,R,963.0,R,65.0,R,2595107.0,R,2695.0,R,704.0,R,48.0,R,4198229.0,R,5963.0,R,695.0,R,47.0,R,3671410.0,R,5283.0,R,57.0,R,4.0,R,526819.0,R,9242.0,R,1285.0,R,967.0,R,192.0,R,80.0,R,46.0,R,9524775.0,R,7412.0,R,1315.0,R,1004.0,R,183.0,R,69.0,R,59.0,R,9924765.0,R,7547.0,R,1367.0,R,1005.0,R,215.0,R,87.0,R,60.0,R,9197543.0,R,6728.0,R,1048.0,R,817.0,R,165.0,R,66.0,R,0.0,R,6944112.0,R,6626.0,R,373.0,R,3793629.0,R,10171.0,R,199.0,R,1837632.0,R,9234.0,R,181.0,R,1042248.0,R,5758.0,R,162.0,R,234780.0,R,1449.0,R,133.0,R,35823.0,R,269.0,R,1082.0,R,889.0,R,133.0,R,60.0,R,0.0,R,6605325.0,R,6105.0,R,350.0,R,3543776.0,R,10125.0,R,214.0,R,1799261.0,R,8408.0,R,199.0,R,1004576.0,R,5048.0,R,170.0,R,236188.0,R,1389.0,R,149.0,R,21524.0,R,144.0,R,1118.0,R,879.0,R,168.0,R,71.0,R,0.0,R,6307232.0,R,5642.0,R,363.0,R,3513374.0,R,9679.0,R,204.0,R,1604894.0,R,7867.0,R,211.0,R,955523.0,R,4529.0,R,173.0,R,193654.0,R,1119.0,R,167.0,R,39787.0,R,238.0,R,911.0,R,373.0,R,199.0,R,173.0,R,130.0,R,36.0,R,868.0,R,346.0,R,194.0,R,173.0,R,128.0,R,27.0,R,909.0,R,363.0,R,203.0,R,201.0,R,112.0,R,30.0,R,12420.0,R,12169.0,R,11558.0,R,9639.0,R,10576.0,R,14052.0,R,18361.0,R,19541.0,R,9799.0,R,11516.0,R,14876.0,R,18535.0,R,19780.0,R,8716.0,R,10528.0,R,13866.0,R,17276.0,R,18157.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222992,R,41056,R,2478,R,6,R,41056.0,R,2478.0,R,6.0,R,2023.0,R,82.0,R,358.0,R,14.0,R,58.0,R,2.0,R,39.0,R,2.0,A,,A,,A,,R,10530,R,26,R,60345284,R,5731.0,R,9065,R,22,R,48950899,R,5400.0,R,12865,R,31,R,95646335,R,7435.0,R,1500.0,R,61.0,R,1469.0,R,59.0,R,986.0,R,40.0,R,6950604.0,R,7049.0,R,938.0,R,38.0,R,6198524.0,R,6608.0,R,873.0,R,35.0,R,5836463.0,R,6686.0,R,325.0,R,13.0,R,362061.0,R,1114.0,R,162.0,R,7.0,R,470590.0,R,2905.0,R,222.0,R,9.0,R,281490.0,R,1268.0,R,1417.0,R,57.0,R,8399161.0,R,5927.0,R,1417.0,R,57.0,R,8250956.0,R,5823.0,R,10.0,R,0.0,R,148205.0,R,14821.0,R,904.0,A,,R,498.0,R,322.0,R,84.0,R,6512893.0,R,7205.0,R,912.0,A,,R,500.0,R,347.0,R,65.0,R,6762929.0,R,7415.0,R,864.0,A,,R,427.0,R,360.0,R,77.0,R,6650386.0,R,7697.0,R,1384.0,A,,R,822.0,R,488.0,R,74.0,R,6361754.0,R,4597.0,R,467.0,R,3996184.0,R,8557.0,R,246.0,R,1700899.0,R,6914.0,R,228.0,R,602553.0,R,2643.0,R,196.0,R,52518.0,R,268.0,R,247.0,R,9600.0,R,39.0,R,1297.0,A,,R,755.0,R,479.0,R,63.0,R,6641106.0,R,5120.0,R,463.0,R,4096152.0,R,8847.0,R,233.0,R,1775303.0,R,7619.0,R,221.0,R,685966.0,R,3104.0,R,189.0,R,72743.0,R,385.0,R,191.0,R,10942.0,R,57.0,R,1339.0,A,,R,726.0,R,531.0,R,82.0,R,6577688.0,R,4912.0,R,449.0,R,3882626.0,R,8647.0,R,248.0,R,1928440.0,R,7776.0,R,232.0,R,714956.0,R,3082.0,R,171.0,R,33486.0,R,196.0,R,239.0,R,18180.0,R,76.0,R,862.0,R,458.0,R,237.0,R,143.0,R,20.0,R,4.0,R,882.0,R,458.0,R,229.0,R,159.0,R,32.0,R,4.0,R,841.0,R,440.0,R,243.0,R,138.0,R,14.0,R,6.0,R,4822.0,R,4786.0,R,4194.0,R,3264.0,R,4907.0,R,9178.0,R,11553.0,R,11782.0,R,3134.0,R,4362.0,R,8877.0,R,11596.0,R,11924.0,R,2912.0,R,3783.0,R,8477.0,R,11363.0,R,11483.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
