UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR,YEAR
226107,R,230.0,R,1715.0,R,13.0,R,237.0,R,0.0,R,0.0,R,237.0,R,164.0,R,69.0,R,75.0,R,0.0,R,0.0,R,75.0,R,37.0,R,49.0,R,23.0,2024
226116,R,287.0,R,640.0,R,45.0,R,321.0,R,0.0,R,0.0,R,321.0,R,215.0,R,67.0,R,151.0,R,0.0,R,0.0,R,151.0,R,77.0,R,51.0,R,29.0,2024
226134,R,1223.0,R,1845.0,R,66.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,39.0,2024
226152,R,1345.0,R,1907.0,R,71.0,R,1362.0,Z,0.0,Z,0.0,R,1362.0,R,1060.0,R,78.0,R,20.0,Z,0.0,Z,0.0,R,20.0,R,13.0,R,65.0,R,21.0,2024
226204,R,437.0,R,3370.0,R,13.0,R,393.0,Z,0.0,Z,0.0,R,393.0,R,285.0,R,73.0,R,1119.0,Z,0.0,Z,0.0,R,1119.0,R,593.0,R,53.0,R,31.0,2024
226408,R,605.0,R,2104.0,R,29.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,18.0,2024
226578,R,820.0,R,1708.0,R,48.0,R,734.0,R,0.0,R,0.0,R,734.0,R,510.0,R,69.0,R,364.0,R,0.0,R,0.0,R,364.0,R,200.0,R,55.0,R,15.0,2024
226806,R,597.0,R,1241.0,R,48.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,14.0,2024
226833,R,926.0,R,1498.0,R,62.0,R,779.0,Z,0.0,Z,0.0,R,779.0,R,498.0,R,64.0,R,18.0,Z,0.0,Z,0.0,R,18.0,R,10.0,R,56.0,R,18.0,2024
227146,R,762.0,R,2614.0,R,29.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,21.0,2024
227182,R,5691.0,R,38328.0,R,15.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,22.0,2024
227216,R,6558.0,R,10269.0,R,64.0,R,6706.0,R,0.0,R,0.0,R,6706.0,R,5140.0,R,77.0,R,220.0,R,0.0,R,0.0,R,220.0,R,105.0,R,48.0,R,25.0,2024
227225,R,447.0,R,1425.0,R,31.0,R,346.0,R,50.0,R,0.0,R,296.0,R,215.0,R,73.0,R,129.0,R,9.0,R,0.0,R,120.0,R,52.0,R,43.0,R,17.0,2024
227304,R,1024.0,R,4054.0,R,25.0,R,639.0,R,0.0,R,0.0,R,639.0,R,424.0,R,66.0,R,401.0,R,0.0,R,0.0,R,401.0,R,190.0,R,47.0,R,24.0,2024
227368,R,5491.0,R,8348.0,R,66.0,R,4376.0,R,3.0,R,0.0,R,4373.0,R,3547.0,R,81.0,R,1258.0,R,0.0,R,0.0,R,1258.0,R,785.0,R,62.0,R,20.0,2024
227377,R,535.0,R,1285.0,R,42.0,R,611.0,R,0.0,R,0.0,R,611.0,R,414.0,R,68.0,R,342.0,R,0.0,R,0.0,R,342.0,R,164.0,R,48.0,R,23.0,2024
227386,R,276.0,R,1215.0,R,23.0,R,319.0,R,0.0,Z,0.0,R,319.0,R,185.0,R,58.0,R,36.0,R,0.0,Z,0.0,R,36.0,R,9.0,R,25.0,R,14.0,2024
227401,R,544.0,R,2459.0,R,22.0,R,439.0,R,0.0,R,0.0,R,439.0,R,253.0,R,58.0,R,101.0,R,0.0,R,0.0,R,101.0,R,37.0,R,37.0,R,25.0,2024
227526,R,1822.0,R,2333.0,R,78.0,R,2084.0,R,0.0,R,0.0,R,2084.0,R,1576.0,R,76.0,R,6.0,R,0.0,R,0.0,R,6.0,R,4.0,R,67.0,R,17.0,2024
227687,R,308.0,R,484.0,R,64.0,R,328.0,Z,0.0,Z,0.0,R,328.0,R,151.0,R,46.0,R,38.0,Z,0.0,Z,0.0,R,38.0,R,13.0,R,34.0,R,20.0,2024
227854,R,805.0,R,4563.0,R,18.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,25.0,2024
227881,R,3171.0,R,5124.0,R,62.0,R,3398.0,R,0.0,R,0.0,R,3398.0,R,2489.0,R,73.0,R,203.0,R,0.0,R,0.0,R,203.0,R,123.0,R,61.0,R,19.0,2024
227924,R,1447.0,R,5354.0,R,27.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,26.0,2024
227979,R,4222.0,R,8127.0,R,52.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,24.0,2024
228158,R,994.0,R,3054.0,R,33.0,R,1043.0,Z,0.0,Z,0.0,R,1043.0,R,548.0,R,53.0,R,191.0,Z,0.0,Z,0.0,R,191.0,R,55.0,R,29.0,R,16.0,2024
228316,R,657.0,R,2226.0,R,30.0,R,718.0,R,0.0,R,0.0,R,718.0,R,417.0,R,58.0,R,344.0,Z,0.0,Z,0.0,R,344.0,R,166.0,R,48.0,R,28.0,2024
228431,R,2161.0,R,3081.0,R,70.0,R,2031.0,Z,0.0,Z,0.0,R,2031.0,R,1456.0,R,72.0,R,28.0,Z,0.0,Z,0.0,R,28.0,R,16.0,R,57.0,R,16.0,2024
228459,R,7890.0,R,11095.0,R,71.0,R,7668.0,R,2.0,R,0.0,R,7666.0,R,6139.0,R,80.0,R,262.0,R,0.0,R,0.0,R,262.0,R,149.0,R,57.0,R,21.0,2024
228501,R,204.0,R,594.0,R,34.0,R,216.0,Z,0.0,Z,0.0,R,216.0,R,97.0,R,45.0,R,7.0,Z,0.0,Z,0.0,R,7.0,R,3.0,R,43.0,R,11.0,2024
228529,R,2978.0,R,6841.0,R,44.0,R,2511.0,R,0.0,R,0.0,R,2511.0,R,1754.0,R,70.0,R,191.0,R,0.0,R,0.0,R,191.0,R,119.0,R,62.0,R,20.0,2024
228547,R,1853.0,R,8145.0,R,23.0,R,1935.0,R,0.0,R,0.0,R,1935.0,R,1357.0,R,70.0,R,3959.0,Z,0.0,Z,0.0,R,3959.0,R,2309.0,R,58.0,R,18.0,2024
228608,R,429.0,R,2059.0,R,21.0,R,367.0,R,0.0,R,0.0,R,367.0,R,249.0,R,68.0,R,385.0,R,0.0,R,0.0,R,385.0,R,146.0,R,38.0,R,18.0,2024
228644,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,6.0,2024
228653,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,10.0,2024
228699,R,188.0,R,538.0,R,35.0,R,244.0,Z,0.0,Z,0.0,R,244.0,R,109.0,R,45.0,R,145.0,Z,0.0,Z,0.0,R,145.0,R,56.0,R,39.0,R,21.0,2024
228705,R,1250.0,R,1933.0,R,65.0,R,1173.0,R,1.0,R,0.0,R,1172.0,R,757.0,R,65.0,R,30.0,R,0.0,R,0.0,R,30.0,R,10.0,R,33.0,R,18.0,2024
228723,R,10928.0,R,16008.0,R,68.0,R,12055.0,Z,0.0,Z,0.0,R,12055.0,R,11369.0,R,94.0,R,1698.0,Z,0.0,Z,0.0,R,1698.0,R,1563.0,R,92.0,R,20.0,2024
228769,R,4649.0,R,9692.0,R,48.0,R,4706.0,R,1.0,R,0.0,R,4705.0,R,3432.0,R,73.0,R,527.0,R,0.0,R,0.0,R,527.0,R,151.0,R,29.0,R,23.0,2024
228778,R,9075.0,R,11233.0,R,81.0,R,9230.0,Z,0.0,Z,0.0,R,9230.0,R,8929.0,R,97.0,R,155.0,Z,0.0,Z,0.0,R,155.0,R,140.0,R,90.0,R,18.0,2024
228787,R,4007.0,R,5944.0,R,67.0,R,4001.0,R,0.0,R,0.0,R,4001.0,R,3599.0,R,90.0,R,159.0,R,0.0,R,0.0,R,159.0,R,119.0,R,75.0,R,23.0,2024
228796,R,3187.0,R,5640.0,R,57.0,R,3125.0,R,0.0,R,0.0,R,3125.0,R,2467.0,R,79.0,R,822.0,R,0.0,R,0.0,R,822.0,R,541.0,R,66.0,R,21.0,2024
228802,R,1220.0,R,2444.0,R,50.0,R,1098.0,Z,0.0,Z,0.0,R,1098.0,R,843.0,R,77.0,R,226.0,Z,0.0,Z,0.0,R,226.0,R,88.0,R,39.0,R,17.0,2024
228909,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,6.0,2024
229018,R,593.0,R,1385.0,R,43.0,R,627.0,R,0.0,R,0.0,R,627.0,R,382.0,R,61.0,R,40.0,R,0.0,R,0.0,R,40.0,R,18.0,R,45.0,R,19.0,2024
229027,R,4669.0,R,9306.0,R,50.0,R,4872.0,R,2.0,Z,0.0,R,4870.0,R,3888.0,R,80.0,R,994.0,R,2.0,Z,0.0,R,992.0,R,346.0,R,35.0,R,24.0,2024
229063,R,1522.0,R,2076.0,R,73.0,R,1536.0,Z,0.0,Z,0.0,R,1536.0,R,1017.0,R,66.0,R,121.0,Z,0.0,Z,0.0,R,121.0,R,52.0,R,43.0,R,19.0,2024
229115,R,6705.0,R,9353.0,R,72.0,R,7120.0,R,2.0,Z,0.0,R,7118.0,R,6047.0,R,85.0,R,100.0,Z,0.0,Z,0.0,R,100.0,R,62.0,R,62.0,R,20.0,2024
229179,R,1566.0,R,3513.0,R,45.0,R,1445.0,R,0.0,R,0.0,R,1445.0,R,1005.0,R,70.0,R,28.0,R,0.0,R,0.0,R,28.0,R,11.0,R,39.0,R,16.0,2024
229300,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,5.0,2024
229337,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,7.0,2024
229355,R,2134.0,R,4796.0,R,44.0,R,2177.0,R,0.0,R,0.0,R,2177.0,R,1297.0,R,60.0,R,752.0,R,0.0,R,0.0,R,752.0,R,316.0,R,42.0,R,18.0,2024
229504,R,210.0,R,488.0,R,43.0,R,237.0,Z,0.0,Z,0.0,R,237.0,R,98.0,R,41.0,R,113.0,Z,0.0,Z,0.0,R,113.0,R,53.0,R,47.0,R,15.0,2024
229540,R,285.0,R,1174.0,R,24.0,R,309.0,Z,0.0,Z,0.0,R,309.0,R,186.0,R,60.0,R,239.0,Z,0.0,Z,0.0,R,239.0,R,120.0,R,50.0,R,16.0,2024
229799,R,409.0,R,1346.0,R,30.0,R,0.0,R,0.0,Z,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,19.0,2024
229814,R,1167.0,R,2049.0,R,57.0,R,1238.0,R,0.0,R,0.0,R,1238.0,R,862.0,R,70.0,R,23.0,R,0.0,R,0.0,R,23.0,R,15.0,R,65.0,R,14.0,2024
229832,R,182.0,R,541.0,R,34.0,R,159.0,R,0.0,R,0.0,R,159.0,R,118.0,R,74.0,R,45.0,R,0.0,R,0.0,R,45.0,R,27.0,R,60.0,R,17.0,2024
229841,R,890.0,R,2057.0,R,43.0,R,918.0,R,0.0,R,0.0,R,918.0,R,655.0,R,71.0,R,460.0,R,0.0,R,0.0,R,460.0,R,231.0,R,50.0,R,16.0,2024
246354,R,918.0,R,3312.0,R,28.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,31.0,2024
247834,R,3731.0,R,15311.0,R,24.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,21.0,2024
382911,R,9.0,R,14.0,R,64.0,R,15.0,R,0.0,R,0.0,R,15.0,R,14.0,R,93.0,R,3.0,R,0.0,R,0.0,R,3.0,R,1.0,R,33.0,R,7.0,2024
409315,R,2459.0,R,7986.0,R,31.0,R,65.0,R,0.0,R,0.0,R,65.0,R,38.0,R,58.0,R,39.0,R,0.0,R,0.0,R,39.0,R,21.0,R,54.0,R,22.0,2024
416801,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,9.0,2024
420398,R,1729.0,R,5097.0,R,34.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,33.0,2024
441760,R,499.0,R,2476.0,R,20.0,R,472.0,R,4.0,Z,0.0,R,468.0,R,320.0,R,68.0,R,242.0,Z,0.0,Z,0.0,R,242.0,R,128.0,R,53.0,R,22.0,2024
459949,R,1203.0,R,2170.0,R,55.0,R,974.0,R,1.0,R,0.0,R,973.0,R,639.0,R,66.0,R,51.0,R,0.0,R,0.0,R,51.0,R,16.0,R,31.0,R,18.0,2024
483036,R,20.0,R,446.0,R,4.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,16.0,2024
484905,R,409.0,R,880.0,R,46.0,R,416.0,R,0.0,R,0.0,R,416.0,R,272.0,R,65.0,R,53.0,R,0.0,R,0.0,R,53.0,R,28.0,R,53.0,R,19.0,2024
487320,R,1947.0,R,4714.0,R,41.0,R,2016.0,R,0.0,R,0.0,R,2016.0,R,1012.0,R,50.0,R,638.0,R,0.0,R,0.0,R,638.0,R,213.0,R,33.0,R,14.0,2024
488730,R,787.0,R,2492.0,R,32.0,R,757.0,R,0.0,R,0.0,R,757.0,R,497.0,R,66.0,R,935.0,R,0.0,R,0.0,R,935.0,R,336.0,R,36.0,R,36.0,2024
492689,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,12.0,2024
