UNITID,XSCUGRAD,SCUGRAD,XSCUGDGSK,SCUGDGSK,XSCUGNDGS,SCUGNDGS,XSCUGFFN,SCUGFFN,XSCUGFFP,SCUGFFP,XSCFA2,SCFA2,XSCFA2DG,SCFA2DG,XSCFA2ND,SCFA2ND,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFA11N,SCFA11N,XSCFA11P,SCFA11P,XSCFA12N,SCFA12N,XSCFA12P,SCFA12P,XSCFA13N,SCFA13N,XSCFA13P,SCFA13P,XSCFA14N,SCFA14N,XSCFA14P,SCFA14P,XSCFY2,SCFY2,XSCFY2DG,SCFY2DG,XSCFY2ND,SCFY2ND,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XUAGRNTN,UAGRNTN,XUAGRNTP,UAGRNTP,XUAGRNTT,UAGRNTT,XUAGRNTA,UAGRNTA,XUDGAGRNTN,UDGAGRNTN,XUDGAGRNTP,UDGAGRNTP,XUDGAGRNTT,UDGAGRNTT,XUDGAGRNTA,UDGAGRNTA,XUNDAGRNTN,UNDAGRNTN,XUNDAGRNTP,UNDAGRNTP,XUNDAGRNTT,UNDAGRNTT,XUNDAGRNTA,UNDAGRNTA,XUPGRNTN,UPGRNTN,XUPGRNTP,UPGRNTP,XUPGRNTT,UPGRNTT,XUPGRNTA,UPGRNTA,XUDGPGRNTP,UDGPGRNTP,XUFLOANN,UFLOANN,XUFLOANP,UFLOANP,XUFLOANT,UFLOANT,XUFLOANA,UFLOANA,XUDGFLOANP,UDGFLOANP,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XAIDFSIN,AIDFSIN,XAIDFSIP,AIDFSIP,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_T,AGRNT_T,XAGRNT_A,AGRNT_A,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_T,FGRNT_T,XFGRNT_A,FGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_T,PGRNT_T,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_T,OFGRT_T,XOFGRT_A,OFGRT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_T,SGRNT_T,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_T,IGRNT_T,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_T,LOAN_T,XLOAN_A,LOAN_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_T,FLOAN_T,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_T,OLOAN_T,XOLOAN_A,OLOAN_A,XGISTN2,GISTN2,XGISTON2,GISTON2,XGISTWF2,GISTWF2,XGISTOF2,GISTOF2,XGISTUN2,GISTUN2,XGISTT2,GISTT2,XGISTA2,GISTA2,XGISTN1,GISTN1,XGISTON1,GISTON1,XGISTWF1,GISTWF1,XGISTOF1,GISTOF1,XGISTUN1,GISTUN1,XGISTT1,GISTT1,XGISTA1,GISTA1,XGISTN0,GISTN0,XGISTON0,GISTON0,XGISTWF0,GISTWF0,XGISTOF0,GISTOF0,XGISTUN0,GISTUN0,XGISTT0,GISTT0,XGISTA0,GISTA0,XGIS4N2,GIS4N2,XGIS4ON2,GIS4ON2,XGIS4WF2,GIS4WF2,XGIS4OF2,GIS4OF2,XGIS4UN2,GIS4UN2,XGIS4G2,GIS4G2,XGIS4T2,GIS4T2,XGIS4A2,GIS4A2,XGIS4N12,GIS4N12,XGIS4G12,GIS4G12,XGIS4T12,GIS4T12,XGIS4A12,GIS4A12,XGIS4N22,GIS4N22,XGIS4G22,GIS4G22,XGIS4T22,GIS4T22,XGIS4A22,GIS4A22,XGIS4N32,GIS4N32,XGIS4G32,GIS4G32,XGIS4T32,GIS4T32,XGIS4A32,GIS4A32,XGIS4N42,GIS4N42,XGIS4G42,GIS4G42,XGIS4T42,GIS4T42,XGIS4A42,GIS4A42,XGIS4N52,GIS4N52,XGIS4G52,GIS4G52,XGIS4T52,GIS4T52,XGIS4A52,GIS4A52,XGIS4N1,GIS4N1,XGIS4ON1,GIS4ON1,XGIS4WF1,GIS4WF1,XGIS4OF1,GIS4OF1,XGIS4UN1,GIS4UN1,XGIS4G1,GIS4G1,XGIS4T1,GIS4T1,XGIS4A1,GIS4A1,XGIS4N11,GIS4N11,XGIS4G11,GIS4G11,XGIS4T11,GIS4T11,XGIS4A11,GIS4A11,XGIS4N21,GIS4N21,XGIS4G21,GIS4G21,XGIS4T21,GIS4T21,XGIS4A21,GIS4A21,XGIS4N31,GIS4N31,XGIS4G31,GIS4G31,XGIS4T31,GIS4T31,XGIS4A31,GIS4A31,XGIS4N41,GIS4N41,XGIS4G41,GIS4G41,XGIS4T41,GIS4T41,XGIS4A41,GIS4A41,XGIS4N51,GIS4N51,XGIS4G51,GIS4G51,XGIS4T51,GIS4T51,XGIS4A51,GIS4A51,XGIS4N0,GIS4N0,XGIS4ON0,GIS4ON0,XGIS4WF0,GIS4WF0,XGIS4OF0,GIS4OF0,XGIS4UN0,GIS4UN0,XGIS4G0,GIS4G0,XGIS4T0,GIS4T0,XGIS4A0,GIS4A0,XGIS4N10,GIS4N10,XGIS4G10,GIS4G10,XGIS4T10,GIS4T10,XGIS4A10,GIS4A10,XGIS4N20,GIS4N20,XGIS4G20,GIS4G20,XGIS4T20,GIS4T20,XGIS4A20,GIS4A20,XGIS4N30,GIS4N30,XGIS4G30,GIS4G30,XGIS4T30,GIS4T30,XGIS4A30,GIS4A30,XGIS4N40,GIS4N40,XGIS4G40,GIS4G40,XGIS4T40,GIS4T40,XGIS4A40,GIS4A40,XGIS4N50,GIS4N50,XGIS4G50,GIS4G50,XGIS4T50,GIS4T50,XGIS4A50,GIS4A50,XNPIST2,NPIST2,XNPIST1,NPIST1,XNPIST0,NPIST0,XNPIS412,NPIS412,XNPIS422,NPIS422,XNPIS432,NPIS432,XNPIS442,NPIS442,XNPIS452,NPIS452,XNPIS411,NPIS411,XNPIS421,NPIS421,XNPIS431,NPIS431,XNPIS441,NPIS441,XNPIS451,NPIS451,XNPIS410,NPIS410,XNPIS420,NPIS420,XNPIS430,NPIS430,XNPIS440,NPIS440,XNPIS450,NPIS450,XGRNTN2,GRNTN2,XGRNTON2,GRNTON2,XGRNTWF2,GRNTWF2,XGRNTOF2,GRNTOF2,XGRNTUN2,GRNTUN2,XGRNTT2,GRNTT2,XGRNTA2,GRNTA2,XGRNTN1,GRNTN1,XGRNTON1,GRNTON1,XGRNTWF1,GRNTWF1,XGRNTOF1,GRNTOF1,XGRNTUN1,GRNTUN1,XGRNTT1,GRNTT1,XGRNTA1,GRNTA1,XGRNTN0,GRNTN0,XGRNTON0,GRNTON0,XGRNTWF0,GRNTWF0,XGRNTOF0,GRNTOF0,XGRNTUN0,GRNTUN0,XGRNTT0,GRNTT0,XGRNTA0,GRNTA0,XGRN4N2,GRN4N2,XGRN4ON2,GRN4ON2,XGRN4WF2,GRN4WF2,XGRN4OF2,GRN4OF2,XGRN4UN2,GRN4UN2,XGRN4G2,GRN4G2,XGRN4T2,GRN4T2,XGRN4A2,GRN4A2,XGRN4N12,GRN4N12,XGRN4G12,GRN4G12,XGRN4T12,GRN4T12,XGRN4A12,GRN4A12,XGRN4N22,GRN4N22,XGRN4G22,GRN4G22,XGRN4T22,GRN4T22,XGRN4A22,GRN4A22,XGRN4N32,GRN4N32,XGRN4G32,GRN4G32,XGRN4T32,GRN4T32,XGRN4A32,GRN4A32,XGRN4N42,GRN4N42,XGRN4G42,GRN4G42,XGRN4T42,GRN4T42,XGRN4A42,GRN4A42,XGRN4N52,GRN4N52,XGRN4G52,GRN4G52,XGRN4T52,GRN4T52,XGRN4A52,GRN4A52,XGRN4N1,GRN4N1,XGRN4ON1,GRN4ON1,XGRN4WF1,GRN4WF1,XGRN4OF1,GRN4OF1,XGRN4UN1,GRN4UN1,XGRN4G1,GRN4G1,XGRN4T1,GRN4T1,XGRN4A1,GRN4A1,XGRN4N11,GRN4N11,XGRN4G11,GRN4G11,XGRN4T11,GRN4T11,XGRN4A11,GRN4A11,XGRN4N21,GRN4N21,XGRN4G21,GRN4G21,XGRN4T21,GRN4T21,XGRN4A21,GRN4A21,XGRN4N31,GRN4N31,XGRN4G31,GRN4G31,XGRN4T31,GRN4T31,XGRN4A31,GRN4A31,XGRN4N41,GRN4N41,XGRN4G41,GRN4G41,XGRN4T41,GRN4T41,XGRN4A41,GRN4A41,XGRN4N51,GRN4N51,XGRN4G51,GRN4G51,XGRN4T51,GRN4T51,XGRN4A51,GRN4A51,XGRN4N0,GRN4N0,XGRN4ON0,GRN4ON0,XGRN4WF0,GRN4WF0,XGRN4OF0,GRN4OF0,XGRN4UN0,GRN4UN0,XGRN4G0,GRN4G0,XGRN4T0,GRN4T0,XGRN4A0,GRN4A0,XGRN4N10,GRN4N10,XGRN4G10,GRN4G10,XGRN4T10,GRN4T10,XGRN4A10,GRN4A10,XGRN4N20,GRN4N20,XGRN4G20,GRN4G20,XGRN4T20,GRN4T20,XGRN4A20,GRN4A20,XGRN4N30,GRN4N30,XGRN4G30,GRN4G30,XGRN4T30,GRN4T30,XGRN4A30,GRN4A30,XGRN4N40,GRN4N40,XGRN4G40,GRN4G40,XGRN4T40,GRN4T40,XGRN4A40,GRN4A40,XGRN4N50,GRN4N50,XGRN4G50,GRN4G50,XGRN4T50,GRN4T50,XGRN4A50,GRN4A50,XNPGRN2,NPGRN2,XNPGRN1,NPGRN1,XNPGRN0,NPGRN0,XNPT412,NPT412,XNPT422,NPT422,XNPT432,NPT432,XNPT442,NPT442,XNPT452,NPT452,XNPT411,NPT411,XNPT421,NPT421,XNPT431,NPT431,XNPT441,NPT441,XNPT451,NPT451,XNPT410,NPT410,XNPT420,NPT420,XNPT430,NPT430,XNPT440,NPT440,XNPT450,NPT450    ,YEAR
222567,R,4965,R,2961,R,2004,R,303,R,6,R,4965.0,R,2961.0,R,2004.0,R,303.0,R,6.0,R,167.0,R,55.0,R,126.0,R,42.0,R,10.0,R,3.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,2240,R,45,R,8881386,R,3965.0,R,1772,R,60,R,8239868,R,4650.0,R,468,R,23,R,641518,R,1371.0,R,975,R,20,R,4581087,R,4699.0,R,33.0,R,140,R,3,R,559174,R,3994.0,R,5.0,R,206.0,R,68.0,R,206.0,R,68.0,R,206.0,R,68.0,R,1061669.0,R,5154.0,R,176.0,R,58.0,R,874066.0,R,4966.0,R,102.0,R,34.0,R,550567.0,R,5398.0,R,133.0,R,44.0,R,323499.0,R,2432.0,R,47.0,R,16.0,R,90378.0,R,1923.0,R,60.0,R,20.0,R,97225.0,R,1620.0,R,15.0,R,5.0,R,57500.0,R,3833.0,R,15.0,R,5.0,R,57500.0,R,3833.0,R,0.0,R,0.0,R,0.0,A,,R,117.0,A,,R,43.0,R,74.0,R,0.0,R,645493.0,R,5517.0,R,152.0,A,,R,8.0,R,139.0,R,5.0,R,783603.0,R,5155.0,R,204.0,A,,R,14.0,R,167.0,R,23.0,R,905110.0,R,4437.0,R,65.0,A,,R,35.0,R,30.0,R,0.0,R,65.0,R,437970.0,R,6738.0,R,28.0,R,28.0,R,217017.0,R,7751.0,R,16.0,R,16.0,R,97825.0,R,6114.0,R,17.0,R,17.0,R,104932.0,R,6172.0,R,4.0,R,4.0,R,18196.0,R,4549.0,R,0.0,R,0.0,R,0.0,A,,R,94.0,A,,R,4.0,R,90.0,R,0.0,R,94.0,R,666389.0,R,7089.0,R,54.0,R,54.0,R,409665.0,R,7586.0,R,24.0,R,24.0,R,162766.0,R,6782.0,R,15.0,R,15.0,R,87024.0,R,5802.0,R,1.0,R,1.0,R,6934.0,R,6934.0,R,0.0,R,0.0,R,0.0,A,,R,143.0,A,,R,7.0,R,136.0,R,0.0,R,143.0,R,856548.0,R,5990.0,R,88.0,R,88.0,R,597130.0,R,6786.0,R,32.0,R,32.0,R,189964.0,R,5936.0,R,16.0,R,16.0,R,58269.0,R,3642.0,R,5.0,R,5.0,R,10985.0,R,2197.0,R,2.0,R,2.0,R,200.0,R,100.0,R,7354.0,R,10078.0,R,10596.0,R,3800.0,R,5437.0,R,5379.0,R,7002.0,A,,R,7738.0,R,8542.0,R,9522.0,R,8390.0,A,,R,8465.0,R,9315.0,R,11609.0,R,13054.0,R,15151.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
222576,R,9179,R,7206,R,1973,R,971,R,11,R,9179.0,R,7206.0,R,1973.0,R,971.0,R,11.0,R,718.0,R,74.0,R,217.0,R,22.0,R,36.0,R,4.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,4790,R,52,R,26513733,R,5535.0,R,4753,R,66,R,26416166,R,5558.0,R,37,R,2,R,97567,R,2637.0,R,3874,R,42,R,14490792,R,3741.0,R,54.0,R,1144,R,12,R,7580849,R,6627.0,R,16.0,R,724.0,R,75.0,R,696.0,R,72.0,R,678.0,R,70.0,R,3904627.0,R,5759.0,R,613.0,R,63.0,R,3644394.0,R,5945.0,R,564.0,R,58.0,R,2692576.0,R,4774.0,R,202.0,R,21.0,R,951818.0,R,4712.0,R,71.0,R,7.0,R,149854.0,R,2111.0,R,154.0,R,16.0,R,110379.0,R,717.0,R,59.0,R,6.0,R,351712.0,R,5961.0,R,59.0,R,6.0,R,351712.0,R,5961.0,R,0.0,R,0.0,R,0.0,A,,R,633.0,A,,R,389.0,R,231.0,R,13.0,R,3696587.0,R,5840.0,R,810.0,A,,R,542.0,R,259.0,R,9.0,R,3287783.0,R,4059.0,R,858.0,A,,R,505.0,R,328.0,R,25.0,R,3856688.0,R,4495.0,R,557.0,A,,R,336.0,R,221.0,R,0.0,R,544.0,R,3461587.0,R,6215.0,R,266.0,R,265.0,R,1825573.0,R,6863.0,R,144.0,R,143.0,R,958104.0,R,6654.0,R,94.0,R,94.0,R,448823.0,R,4775.0,R,39.0,R,34.0,R,192528.0,R,4937.0,R,14.0,R,8.0,R,36559.0,R,2611.0,R,532.0,A,,R,319.0,R,213.0,R,0.0,R,532.0,R,3159903.0,R,5940.0,R,280.0,R,280.0,R,1900897.0,R,6789.0,R,133.0,R,133.0,R,779107.0,R,5858.0,R,95.0,R,95.0,R,416456.0,R,4384.0,R,18.0,R,18.0,R,37622.0,R,2090.0,R,6.0,R,6.0,R,25821.0,R,4304.0,R,791.0,A,,R,462.0,R,328.0,R,1.0,R,761.0,R,3763350.0,R,4758.0,R,427.0,R,421.0,R,2260708.0,R,5294.0,R,177.0,R,176.0,R,937883.0,R,5299.0,R,141.0,R,135.0,R,498339.0,R,3534.0,R,33.0,R,25.0,R,59753.0,R,1811.0,R,13.0,R,4.0,R,6667.0,R,513.0,R,4903.0,R,6302.0,R,6215.0,R,4049.0,R,4258.0,R,6137.0,R,5975.0,R,8301.0,R,4107.0,R,5038.0,R,6512.0,R,8806.0,R,6592.0,R,5562.0,R,5557.0,R,7322.0,R,9045.0,R,10343.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
222822,R,4272,R,2664,R,1608,R,476,R,11,R,4272.0,R,2664.0,R,1608.0,R,476.0,R,11.0,R,242.0,R,51.0,R,218.0,R,46.0,R,16.0,R,3.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,3522,R,82,R,10577857,R,3003.0,R,2005,R,75,R,9159466,R,4568.0,R,1517,R,94,R,1418391,R,935.0,R,1559,R,36,R,6726711,R,4315.0,R,59.0,R,0,R,0,R,0,A,,R,0.0,R,420.0,R,88.0,R,397.0,R,83.0,R,397.0,R,83.0,R,2567921.0,R,6468.0,R,310.0,R,65.0,R,1741584.0,R,5618.0,R,310.0,R,65.0,R,1741584.0,R,5618.0,R,0.0,R,0.0,R,0.0,A,,R,97.0,R,20.0,R,297334.0,R,3065.0,R,156.0,R,33.0,R,529003.0,R,3391.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,A,,R,208.0,R,10.0,R,124.0,R,74.0,R,0.0,R,1244937.0,R,5985.0,R,243.0,R,0.0,R,157.0,R,84.0,R,2.0,R,725978.0,R,2988.0,R,396.0,R,50.0,R,224.0,R,122.0,R,0.0,R,1161776.0,R,2934.0,R,170.0,R,7.0,R,103.0,R,60.0,R,0.0,R,170.0,R,1115387.0,R,6561.0,R,111.0,R,111.0,R,782934.0,R,7053.0,R,42.0,R,42.0,R,252396.0,R,6009.0,R,17.0,R,17.0,R,80057.0,R,4709.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,A,,R,191.0,R,0.0,R,120.0,R,71.0,R,0.0,R,191.0,R,653373.0,R,3421.0,R,125.0,R,125.0,R,470507.0,R,3764.0,R,37.0,R,37.0,R,122057.0,R,3299.0,R,25.0,R,25.0,R,53621.0,R,2145.0,R,4.0,R,4.0,R,7188.0,R,1797.0,R,0.0,R,0.0,R,0.0,A,,R,327.0,R,26.0,R,193.0,R,108.0,R,0.0,R,327.0,R,1022804.0,R,3128.0,R,198.0,R,198.0,R,661471.0,R,3341.0,R,67.0,R,67.0,R,210785.0,R,3146.0,R,58.0,R,58.0,R,141759.0,R,2444.0,R,4.0,R,4.0,R,8789.0,R,2197.0,R,0.0,R,0.0,R,0.0,A,,R,8035.0,R,9332.0,R,9373.0,R,6920.0,R,7964.0,R,9264.0,A,,A,,R,8725.0,R,9190.0,R,10344.0,R,10692.0,A,,R,8962.0,R,9157.0,R,9859.0,R,10106.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
222831,R,9121,R,5457,R,3664,R,1270,R,14,R,9121.0,R,5457.0,R,3664.0,R,1270.0,R,14.0,R,0.0,R,0.0,R,1230.0,R,97.0,R,40.0,R,3.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,5140,R,56,R,35455096,R,6898.0,R,5140,R,94,R,35455096,R,6898.0,R,0,R,0,R,0,A,,R,2549,R,28,R,12307642,R,4828.0,R,47.0,R,2487,R,27,R,15486253,R,6227.0,R,46.0,R,1226.0,R,97.0,R,1207.0,R,95.0,R,1170.0,R,92.0,R,10538638.0,R,9007.0,R,583.0,R,46.0,R,4131924.0,R,7087.0,R,583.0,R,46.0,R,3028075.0,R,5194.0,R,542.0,R,43.0,R,1103849.0,R,2037.0,R,788.0,R,62.0,R,3478377.0,R,4414.0,R,856.0,R,67.0,R,2928337.0,R,3421.0,R,557.0,R,44.0,R,3457413.0,R,6207.0,R,544.0,R,43.0,R,2795051.0,R,5138.0,R,62.0,R,5.0,R,662362.0,R,10683.0,R,1143.0,R,798.0,R,200.0,R,101.0,R,44.0,R,9271500.0,R,8112.0,R,1163.0,R,848.0,R,181.0,R,84.0,R,50.0,R,8857844.0,R,7616.0,R,1285.0,R,967.0,R,192.0,R,80.0,R,46.0,R,9524775.0,R,7412.0,R,865.0,R,636.0,R,138.0,R,91.0,R,0.0,R,814.0,R,7714536.0,R,8919.0,R,290.0,R,290.0,R,3631808.0,R,12523.0,R,152.0,R,152.0,R,1742439.0,R,11463.0,R,146.0,R,144.0,R,1397012.0,R,9569.0,R,117.0,R,110.0,R,566789.0,R,4844.0,R,160.0,R,118.0,R,376488.0,R,2353.0,R,856.0,R,668.0,R,116.0,R,72.0,R,0.0,R,723.0,R,6174019.0,R,7213.0,R,276.0,R,276.0,R,3036538.0,R,11002.0,R,161.0,R,160.0,R,1667591.0,R,10358.0,R,153.0,R,151.0,R,1115660.0,R,7292.0,R,120.0,R,92.0,R,295978.0,R,2466.0,R,146.0,R,44.0,R,58252.0,R,399.0,R,1048.0,R,817.0,R,165.0,R,66.0,R,0.0,R,911.0,R,6944112.0,R,6626.0,R,373.0,R,373.0,R,3793629.0,R,10171.0,R,199.0,R,199.0,R,1837632.0,R,9234.0,R,181.0,R,173.0,R,1042248.0,R,5758.0,R,162.0,R,130.0,R,234780.0,R,1449.0,R,133.0,R,36.0,R,35823.0,R,269.0,R,12838.0,R,12835.0,R,12420.0,R,8651.0,R,9711.0,R,11605.0,R,16330.0,R,18821.0,R,9710.0,R,10354.0,R,13420.0,R,18246.0,R,20313.0,R,9639.0,R,10576.0,R,14052.0,R,18361.0,R,19541.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
222992,R,35609,R,26378,R,9231,R,2015,R,6,R,35609.0,R,26378.0,R,9231.0,R,2015.0,R,6.0,R,1461.0,R,73.0,R,476.0,R,24.0,R,78.0,R,4.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,R,13104,R,37,R,88676447,R,6767.0,R,12508,R,47,R,86726516,R,6934.0,R,596,R,6,R,1949931,R,3272.0,R,7962,R,22,R,44881060,R,5637.0,R,30.0,R,12212,R,34,R,90236851,R,7389.0,R,46.0,R,1301.0,R,65.0,R,1288.0,R,64.0,R,943.0,R,47.0,R,7788552.0,R,8259.0,R,913.0,R,45.0,R,6964295.0,R,7628.0,R,708.0,R,35.0,R,4909707.0,R,6935.0,R,618.0,R,31.0,R,2054588.0,R,3325.0,R,121.0,R,6.0,R,380971.0,R,3149.0,R,239.0,R,12.0,R,443286.0,R,1855.0,R,1191.0,R,59.0,R,6935940.0,R,5824.0,R,1191.0,R,59.0,R,6823074.0,R,5729.0,R,19.0,R,1.0,R,112866.0,R,5940.0,R,594.0,A,,R,345.0,R,191.0,R,58.0,R,4267660.0,R,7185.0,R,893.0,A,,R,467.0,R,353.0,R,73.0,R,7305193.0,R,8181.0,R,904.0,A,,R,498.0,R,322.0,R,84.0,R,6512893.0,R,7205.0,R,875.0,A,,R,551.0,R,271.0,R,53.0,R,571.0,R,4200771.0,R,4801.0,R,265.0,R,261.0,R,2378472.0,R,8975.0,R,157.0,R,146.0,R,1168417.0,R,7442.0,R,158.0,R,120.0,R,586312.0,R,3711.0,R,121.0,R,27.0,R,57300.0,R,474.0,R,174.0,R,17.0,R,10270.0,R,59.0,R,1329.0,A,,R,754.0,R,495.0,R,80.0,R,869.0,R,7245893.0,R,5452.0,R,502.0,R,493.0,R,4777995.0,R,9518.0,R,183.0,R,172.0,R,1498659.0,R,8189.0,R,186.0,R,145.0,R,842183.0,R,4528.0,R,180.0,R,43.0,R,104109.0,R,578.0,R,278.0,R,16.0,R,22947.0,R,83.0,R,1384.0,A,,R,822.0,R,488.0,R,74.0,R,862.0,R,6361754.0,R,4597.0,R,467.0,R,458.0,R,3996184.0,R,8557.0,R,246.0,R,237.0,R,1700899.0,R,6914.0,R,228.0,R,143.0,R,602553.0,R,2643.0,R,196.0,R,20.0,R,52518.0,R,268.0,R,247.0,R,4.0,R,9600.0,R,39.0,R,4470.0,R,4233.0,R,4822.0,R,2407.0,R,3940.0,R,7671.0,R,10908.0,R,11323.0,R,2546.0,R,3875.0,R,7536.0,R,11486.0,R,11981.0,R,3264.0,R,4907.0,R,9178.0,R,11553.0,R,11782.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2022
